Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_025444	Mycobacterium phage RedRock	95	42	7.37
NC_022758	Staphylococcus phage YMC/09/04/R1988	62	39	16.13
NC_019545	Salmonella phage SPN3UB	71	18	7.04
NC_019510	Erwinia phage vB_EamP-L1	51	44	25.49
NC_019544	Deep-sea thermophilic phage D6E	49	74	16.33
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	288	20.90
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	77	20.31
NC_008721	Streptococcus phage SMP	48	12	6.25
NC_019507	Campylobacter virus CP21	257	15	3.89
NC_024358	Anabaena phage A-4L	38	19	7.89
NC_023430	Dragonfly larvae associated circular virus-4	2	1	50.00
NC_023707	Mycobacterium phage Turbido	94	49	7.45
NC_022751	Cyanophage PP	41	27	9.76
NC_018856	Bacillus phage Bastille	273	33	2.56
NC_022066	Mycobacterium phage Redno2	231	67	4.33
NC_013693	Shigella phage Ag3	216	37	8.33
NC_028776	Escherichia phage CAjan	91	55	10.99
NC_023006	Pseudomonas phage PPpW-3	66	57	18.18
NC_009820	Mycobacterium phage Tweety	109	96	6.42
NC_001422	Enterobacteria phage phiX174 sensu lato	11	10	63.64
NC_024354	Cronobacter phage CR8	269	51	5.58
NC_018452	Burkholderia virus DC1	73	36	17.81
NC_016767	Erwinia phage PEp14	64	13	12.50
NC_024379	Escherichia phage PE3-1	48	41	20.83
NC_026016	Staphylococcus phage phiBU01	46	4	6.52
NC_019523	Clostridium phage phi24R	22	8	4.55
NC_019926	Erwinia phage phiEa100	51	10	9.80
NC_020414	Enterobacteria phage UAB_Phi78	58	12	5.17
NC_009935	Pseudomonas phage LKD16	53	1	1.89
NC_001331	Pseudomonas phage Pf1	14	1	7.14
NC_011356	Enterobacteria phage YYZ-2008	75	35	9.33
NC_011646	Abalone shriveling syndrome-associated virus	31	18	16.13
NC_004587	Streptococcus phage 315.4	64	14	6.25
NC_021560	Rhizobium phage RR1-A	68	32	14.71
NC_004616	Staphylococcus phage Phi12	49	37	22.45
NC_016160	Escherichia phage HK75	58	37	20.69
NC_012743	Burkholderia virus Bcepil02	76	28	18.42
AC_000191	Bovine mastadenovirus A	29	9	3.45
NC_025424	Bacillus phage Waukesha92	72	1	1.39
NC_007734	Bacillus virus Wbeta	53	12	3.77
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	8	3.33
NC_003390	Synechococcus phage P60	55	52	12.73
NC_018848	Streptomyces phage SV1	55	5	1.82
NC_028957	Escherichia phage vB_EcoM_VR26	291	44	5.15
NC_023586	Ralstonia phage 1 NP-2014	16	6	6.25
NC_009447	Burkholderia phage BcepGomr	75	34	16.00
NC_024359	Listeria phage LP-048	177	13	2.26
NC_019717	Enterobacteria phage HK225	69	19	13.04
NC_017972	Pseudomonas phage Lu11	391	59	2.05
NC_010353	Streptococcus phage 858	46	11	4.35
NC_011020	Mycobacterium phage Jasper	94	21	6.38
NC_019716	Enterobacteria phage mEp460	59	26	11.86
NC_023865	Pectobacterium phage PM1	63	24	7.94
NC_020851	Synechococcus phage S-SKS1	281	446	25.98
NC_029084	Paenibacillus phage Rani	61	43	13.11
NC_002687	Ectocarpus siliculosus virus 1	240	126	5.42
NC_014260	Enterobacteria phage IME08	253	41	6.72
NC_002166	Escherichia virus HK022	35	30	22.86
NC_015274	Streptococcus phage Dp-1	72	58	11.11
NC_020478	Bacillus virus Andromeda	79	49	5.06
NC_005091	Burkholderia phage BcepNazgul	73	20	9.59
NC_019767	Enterobacteria phage HK544	63	37	12.70
NC_007810	Pseudomonas phage F8	91	147	73.63
NC_021346	Mycobacterium phage Gizmo	241	65	4.98
NC_001609	Enterobacteria phage P4	14	7	21.43
NC_011021	Mycobacterium phage Lockley	90	46	5.56
NC_005902	Lymphocystis disease virus - isolate China	239	60	2.51
NC_007053	Staphylococcus phage 3A	67	38	14.93
NC_015295	Erwinia phage phiEt88	68	28	8.82
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	20	2.16
NC_023721	Mycobacterium phage Drago	103	17	2.91
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	20	4.88
NC_019418	Streptococcus phage phiNJ2	55	5	7.27
NC_021563	Serratia phage Eta	69	26	11.59
NC_022771	Bacillus phage Grass	252	72	3.97
NC_024391	Staphylococcus phage DW2	62	7	6.45
NC_008371	Lactococcus virus jj50	49	11	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	1	0.67
NC_024145	Mycobacterium phage Hosp	97	12	4.12
NC_014595	Shigella phage SP18	284	38	4.93
NC_023698	Mycobacterium phage Avani	107	27	3.74
NC_024141	Mycobacterium phage Kampy	88	127	15.91
NC_019527	Aeromonas phage vB_AsaM-56	83	14	6.02
NC_024208	Lactococcus phage P118	80	1	1.25
NC_006151	Suid alphaherpesvirus 1	69	11	2.90
NC_020202	Pseudomonas phage JBD5	59	1	1.69
NC_005357	Bordetella virus BPP1	49	105	55.10
NC_004810	Cucurbit yellow stunting disorder virus	8	8	12.50
NC_023579	Erwinia phage Ea9-2	94	11	5.32
NC_013259	Tomato infectious chlorosis virus	8	6	12.50
NC_019457	Vibrio phage CP-T1	70	76	11.43
NC_003038	Invertebrate iridescent virus 6	468	56	2.35
NC_022978	Carnation yellow fleck virus	9	6	11.11
NC_020883	Bacillus phage PM1	86	11	9.30
NC_016571	Pseudomonas phage OBP	309	23	1.62
NC_021796	Cellulophaga phage phi38:1	101	117	18.81
NC_022747	Vibrio phage VPUSM 8	43	1	2.33
NC_019417	Salmonella phage SPN19	72	23	12.50
NC_022790	Marine gokushovirus	6	1	16.67
NC_009232	Salmonella phage SETP3	63	12	9.52
NC_016654	Rhodococcus phage REQ3	60	16	5.00
NC_024206	Lactobacillus phage phi jlb1	54	16	5.56
NC_018831	Listeria phage P70	119	15	4.20
NC_023590	Acinetobacter phage IME_AB3	57	29	12.28
NC_004684	Mycobacterium phage Rosebush	90	42	5.56
NC_025450	Lelliottia phage phD2B	49	16	10.20
NC_015282	Synechococcus phage S-SM1	234	365	29.91
NC_005879	Vibrio phage VP2	47	16	10.64
NC_012757	Vibrio phage VEJphi	11	1	9.09
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	34	4.96
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	1	0.74
NC_009514	Enterobacteria phage cdtI	60	26	11.67
NC_009531	Synechococcus phage Syn5	61	64	16.39
NC_001978	Streptomyces phage phiC31	53	39	15.09
NC_023574	Lactococcus phage phiL47	189	68	4.76
NC_021304	Streptomyces phage Sujidade	77	128	12.99
NC_023597	Mycobacterium phage 20ES	96	50	7.29
NC_023557	Erwinia phage Ea35-70	318	70	2.83
NC_007623	Pseudomonas phage EL	201	32	2.99
NC_021321	Halovirus HRTV-8	124	5	2.42
NC_027983	Escherichia phage AR1	281	33	4.63
NC_002686	Cercopithecine alphaherpesvirus 9	74	22	5.41
NC_015269	Salmonella virus SPC35	145	66	12.41
NC_004367	Callitrichine gammaherpesvirus 3	72	5	1.39
NC_011398	Clostridium virus phiCD27	75	69	6.67
NC_004914	Escherichia phage Stx2 II	170	20	5.29
NC_007807	Pseudomonas phage 119X	53	2	1.89
NC_025461	Synechococcus phage S-CBP3	53	124	28.30
NC_009015	Burkholderia virus BcepF1	127	107	20.47
NC_015465	Synechococcus phage S-CBS3	46	82	28.26
NC_020203	Pseudomonas phage JBD24	58	2	3.45
NC_023677	Chimpanzee herpesvirus strain 105640	77	9	3.90
NC_021338	Mycobacterium phage Chy4	73	46	12.33
NC_008348	Leucania separata nucleopolyhedrovirus	169	1	0.59
NC_009737	Bacillus virus 1	54	20	11.11
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	1	0.37
NC_018859	Escherichia phage ECBP2	120	78	10.00
NC_019522	Pectobacterium phage ZF40	68	52	10.29
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	20	12.28
NC_019442	Escherichia phage TL-2011c	72	14	8.33
NC_007806	Pseudomonas phage 73	52	27	17.31
NC_013644	Enterococcus phage phiFL4A	55	41	9.09
NC_029024	Bacillus virus 250	54	8	5.56
NC_028908	Achromobacter phage phiAxp-3	80	9	8.75
NC_020875	Synechococcus phage S-SSM4	220	383	32.27
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	18	9.46
NC_025448	Enterobacteria phage RB27	271	31	4.43
NC_025419	Enterobacteria phage RB3	273	35	5.13
NC_027979	Enterobacteria phage RB68	276	33	5.07
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	13	1.84
NC_021777	Salmonella phage Jersey	69	12	8.70
NC_008205	Mycobacterium phage PMC	104	18	3.85
NC_020159	Halovirus HSTV-2	103	3	0.97
NC_010393	Phage Gifsy-2	55	38	12.73
NC_003663	Cowpox virus	233	51	3.00
NC_023695	Mycobacterium phage Violet	90	45	8.89
NC_008583	Staphylococcus phage phiNM	64	4	3.12
NC_003618	Lettuce infectious yellows virus	5	13	20.00
NC_013651	Vibrio phage N4	47	70	25.53
NC_023423	Pithovirus sibericum	467	185	4.07
NC_022343	Klebsiella phage 0507-KN2-1	154	37	12.99
NC_025415	Lactobacillus phage Ld25A	51	32	7.84
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	79	5.13
NC_020837	Synechococcus phage S-CAM1	231	333	28.57
NC_019548	Ralstonia phage RSS0	12	1	8.33
NC_022983	Mycobacterium phage Bernardo	100	35	7.00
NC_021349	Mycobacterium phage Astraea	232	68	5.17
NC_013756	Marseillevirus marseillevirus	428	81	4.44
NC_023583	Pseudomonas phage TL	65	150	10.77
NC_007581	Clostridium phage c-st	198	50	5.56
NC_015780	Wiseana iridescent virus	193	65	4.15
NC_024135	Mycobacterium phage Bernal13	60	23	5.00
NC_022063	Mycobacterium phage Phelemich	95	37	5.26
NC_023559	Oenococcus phage phi9805	55	6	1.82
NC_027997	Campylobacter virus CP220	194	14	2.58
NC_011271	Mycobacterium phage Cali	222	67	5.86
NC_023748	Mycobacterium phage SkiPole	102	31	3.92
NC_013599	Xylella phage Xfas53	45	57	20.00
NC_014457	Clostridium phage phiCTP1	86	47	6.98
NC_012635	Enterobacteria phage RB51	273	32	4.76
NC_006944	Mint virus 1	9	6	11.11
NC_023594	Shewanella phage Spp001	67	7	2.99
NC_019501	Enterobacteria phage IME10	27	33	25.93
NC_009993	Mycobacterium phage Giles	77	27	5.19
NC_004589	Streptococcus phage 315.6	51	59	11.76
NC_014900	Salmonella phage ST160	63	49	19.05
NC_009799	Corynebacterium phage BFK20	53	19	11.32
NC_008204	Mycobacterium phage Qyrzula	81	45	7.41
NC_022087	Mycobacterium phage AnnaL29	96	40	6.25
NC_020865	Cyanophage KBS-P-1A	57	160	24.56
NC_001330	Enterobacteria phage alpha3	10	4	40.00
NC_023435	Dragonfly larvae associated circular virus-9	2	1	50.00
NC_018278	Burkholderia phage KL1	55	21	14.55
NC_001332	Escherichia virus I22	9	3	11.11
NC_019447	Brucella phage Pr	57	38	17.54
NC_003521	Panine betaherpesvirus 2	169	2	0.59
NC_024210	Escherichia phage e4/1c	72	19	5.56
NC_013195	Staphylococcus phage P954	69	31	8.70
NC_021779	Salmonella phage FSLSP030	71	42	11.27
NC_023009	Staphylococcus phage Sb-1	168	27	4.76
NC_004813	Enterobacteria phage BP-4795	85	27	12.94
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	19	13.79
NC_023713	Mycobacterium phage Blue7	103	73	8.74
NC_013953	Lymantria xylina MNPV	157	9	1.27
NC_024204	Salmonella phage vB_SenS-Ent3	60	9	8.33
NC_019451	Pseudomonas phage NH-4	94	145	70.21
NC_023565	Mycobacterium phage Nyxis	87	122	13.79
NC_023563	Mycobacterium phage Suffolk	97	5	2.06
NC_024357	Streptococcus phage K13	53	10	9.43
NC_024711	uncultured crAssphage	80	8	5.00
NC_007052	Staphylococcus phage 42E	79	41	13.92
NC_024365	Pseudomonas phage phiPSA1	52	36	17.31
NC_010355	Azospirillum phage Cd	95	31	6.32
NC_005946	Frog virus 3	99	48	6.06
NC_020488	Vibrio phage VvAW1	40	75	30.00
NC_021339	Streptomyces phage Zemlya	76	122	14.47
NC_010671	Musca domestica salivary gland hypertrophy virus	108	36	2.78
NC_019925	Dickeya virus Limestone	201	30	8.96
NC_021806	Cellulophaga phage phi14:2	133	122	6.77
NC_001604	Enterobacteria phage T7	60	77	25.00
NC_013698	Clavibacter phage CMP1	74	23	9.46
NC_002188	Fowlpox virus	261	20	2.68
NC_001835	Lactococcus virus sk1	56	13	1.79
NC_018276	Croceibacter phage P2559S	68	22	10.29
NC_023558	Cronobacter phage Dev2	45	34	20.00
NC_019410	Caulobacter virus Karma	353	89	6.80
NC_016564	Planktothrix phage PaV-LD	142	245	9.86
NC_024212	Enterococcus phage VD13	88	21	5.68
NC_008518	Trichoplusia ni ascovirus 2c	164	39	3.66
NC_024125	Escherichia phage vB_EcoM_112	279	34	5.73
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	17	7.14
NC_029008	Bacillus phage phi4J1	67	32	4.48
NC_004996	Streptococcus phage SM1	56	2	1.79
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	3	0.85
NC_007804	Escherichia phage phiV10	55	41	18.18
NC_013696	Enterococcus phage phiEf11	65	50	9.23
NC_009813	Listeria phage B054	80	48	3.75
NC_008722	Staphylococcus phage CNPH82	65	44	10.77
NC_011612	Staphylococcus phage Ipla35	62	37	16.13
NC_009812	Listeria phage B025	65	15	7.69
NC_005354	Lactobacillus prophage Lj928	50	6	4.00
NC_022053	Mycobacterium phage Papyrus	100	29	8.00
NC_009904	Enterococcus phage phiEF24C	221	15	2.26
NC_006882	Prochlorococcus phage P-SSP7	58	71	27.59
NC_022612	Turkey aviadenovirus 4	33	1	3.03
NC_020201	Pectobacterium phage phiTE	242	78	10.33
NC_023732	Mycobacterium phage Rumpelstiltskin	110	17	4.55
NC_019914	Staphylococcus phage StB27	53	5	3.77
NC_023605	Vibrio phage PVA1	21	19	38.10
NC_024144	Clostridium phage CDMH1	84	33	4.76
NC_021559	Prochlorococcus phage P-SSM3	214	318	29.44
NC_018284	Staphylococcus phage Ipla7	59	18	10.17
NC_019405	Caulobacter virus phiCbK	338	92	7.40
NC_008187	Invertebrate iridescent virus 3	126	49	4.76
NC_023726	Mycobacterium phage Euphoria	94	36	5.32
NC_019913	Pseudomonas phage PaP1	167	43	9.58
NC_010561	Bean yellow disorder virus	9	15	11.11
NC_011801	Lactobacillus phage Lv-1	47	12	10.64
NC_023734	Psychrobacter phage Psymv2	49	56	16.33
NC_004724	Grapevine rootstock stem lesion associated virus	8	14	12.50
NC_024330	Pseudomonas phage JD024	58	1	1.72
NC_024367	Dinoroseobacter phage DFL12phi1	86	22	8.14
NC_022920	Staphylococcus phage S25-3	206	31	3.40
NC_006150	Macacine betaherpesvirus 3	223	1	0.45
NC_004681	Mycobacterium phage Cjw1	141	61	7.80
NC_011085	Morganella phage MmP1	49	61	20.41
NC_023708	Mycobacterium phage Dreamboat	94	22	6.38
NC_018084	Clostridium phage phiZP2	27	7	7.41
NC_005344	Shigella phage Sf6	66	48	22.73
NC_007710	Xanthomonas phage OP2	62	21	9.68
NC_016766	Synechococcus phage S-CBS4	105	64	21.90
NC_023729	Mycobacterium phage Charlie	68	28	8.82
NC_016448	Saimiriine betaherpesvirus 4	141	1	0.71
NC_008575	Ralstonia phage RSS1	12	1	8.33
NC_024142	Escherichia phage Bp4	94	5	4.26
NC_020482	Pelagibacter phage HTVC011P	45	131	42.22
NC_014661	Acinetobacter phage Acj61	241	47	8.71
NC_021793	Cellulophaga phage phi48:2	29	5	3.45
NC_020077	Sulfolobus virus STSV2	75	7	5.33
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	15	2.92
NC_008197	Mycobacterium phage Orion	100	3	2.00
NC_016434	Gordonia phage GTE5	92	9	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	63	4.78
NC_019549	Liberibacter phage SC1	40	34	20.00
NC_011040	Enterobacteria phage BA14	52	62	25.00
NC_027356	Escherichia virus DT57C	133	59	11.28
NC_019518	Vibrio phage vB_VchM-138	67	72	11.94
NC_004087	Sulfolobus islandicus rod-shaped virus 1	45	1	2.22
NC_023604	Mycobacterium phage Jolie2	62	3	3.23
NC_021062	Pseudomonas phage Phi-S1	47	46	21.28
NC_003391	Camelpox virus	211	39	2.37
NC_022989	Lactobacillus virus LLKu	51	33	7.84
NC_019515	Bacillus phage BCD7	140	70	7.14
NC_022918	Staphylococcus phage S25-4	184	30	3.80
NC_022330	Mycobacterium phage Quink	151	63	6.62
NC_009542	Aeromonas phage phiO18P	45	5	6.67
NC_020078	Cronobacter phage vB_CskP_GAP227	49	6	4.08
NC_019491	Cyprinid herpesvirus 1	143	24	1.40
NC_001598	Beet yellows virus	8	6	12.50
NC_022324	Mycobacterium phage Sarfire	99	52	8.08
NC_022969	Mycobacterium phage PhatBacter	148	68	6.76
NC_019706	Enterobacteria phage mEp043 c-1	69	37	10.14
NC_009810	Listeria phage A500	63	9	3.17
NC_023741	Mycobacterium phage Stinger	95	15	4.21
NC_006560	Cercopithecine alphaherpesvirus 2	75	12	2.67
NC_024211	Bacillus phage Megatron	290	4	1.38
NC_005294	Streptococcus phage EJ-1	73	23	6.85
NC_010537	Acidianus filamentous virus 9	73	1	1.37
NC_016652	Rhodococcus phage REQ2	82	8	2.44
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	20	6.17
NC_009014	Erwinia amylovora phage Era103	53	10	9.43
NC_015288	Prochlorococcus phage Syn1	234	250	27.35
NC_018863	Bacillus phage B4	277	50	3.25
NC_019915	Staphylococcus phage StB20	65	21	7.69
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	9	1.22
NC_004305	Lactobacillus phage phig1e	60	7	6.67
NC_015254	Brochothrix phage BL3	67	13	7.46
NC_024886	Faba bean necrotic yellows C1 alphasatellite	3	1	33.33
NC_011811	Erwinia phage phiEa21-4	118	27	5.93
NC_015158	Vibrio phage ICP2	72	24	11.11
NC_015585	Pantoea phage LIMEzero	57	10	5.26
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	158	12.07
NC_023689	Mycobacterium phage Lilac	140	64	7.14
NC_026421	Equid gammaherpesvirus 5	79	24	2.53
NC_028671	Enterococcus phage vB_EfaS_IME197	70	7	5.71
NC_019912	Bacillus virus BMBtp2	53	9	9.43
NC_002671	Lactococcus phage bIL312	27	16	3.70
NC_025463	Shewanella sp. phage 1/44	75	12	2.67
NC_022098	Pandoravirus salinus	2541	245	1.42
NC_019714	Enterobacteria phage HK446	60	42	15.00
NC_021331	Shigella phage pSf-1	94	20	7.45
NC_010237	Escherichia phage Min27	83	23	10.84
NC_001611	Variola virus	197	42	2.03
NC_023696	Mycobacterium phage Dandelion	239	63	5.44
NC_021861	Lactococcus phage BM13	55	12	7.27
NC_011288	Mycobacterium phage Fruitloop	102	11	4.90
NC_022744	Erwinia phage FE44	51	71	31.37
NC_001629	Lactococcus phage bIL67	37	1	2.70
NC_007062	Staphylococcus phage 52A	60	2	1.67
NC_024306	Fruit bat alphaherpesvirus 1	70	12	2.86
NC_014458	Mycobacterium virus Angelica	94	16	6.38
NC_021536	Synechococcus phage S-IOM18	209	283	29.19
NC_023690	Mycobacterium phage Courthouse	241	92	6.22
NC_020866	Rhodovulum phage RS1	56	40	10.71
NC_020479	Bacillus virus Curly	77	49	5.19
NC_019916	Lactobacillus virus ATCC8014	60	9	5.00
NC_011023	Mycobacterium phage Pukovnik	88	48	10.23
NC_005885	Actinoplanes phage phiAsp2	76	43	5.26
NC_022773	Bacillus virus Blastoid	79	49	3.80
NC_001884	Bacillus virus SPbeta	185	129	7.03
NC_020490	Staphylococcus phage StB12	74	26	5.41
NC_000902	Enterobacteria phage VT2-Sakai	83	14	7.23
NC_000896	Lactobacillus phage phiadh	63	13	6.35
NC_024362	Pseudomonas phage phiPSA2	47	26	19.15
NC_024387	Listeria phage LP-101	70	18	8.57
NC_023686	Mycobacterium phage Gadjet	102	36	6.86
NC_021068	Vibrio phage douglas 12A4	75	19	9.33
NC_019456	Lactobacillus phage JCL1032	77	12	3.90
NC_024782	Pseudomonas phage MP48	50	1	2.00
NC_003278	Pseudomonas phage phiCTX	47	4	6.38
NC_024370	Streptococcus phage IC1	49	10	10.20
NC_024146	Enterobacteria phage 9g	71	36	12.68
NC_022334	Propionibacterium phage PHL112N00	46	1	2.17
NC_026268	Pseudoplusia includens SNPV IE	141	7	1.42
NC_004827	Haemophilus phage Aaphi23	66	73	15.15
NC_019519	Agrobacterium phage 7-7-1	127	15	4.72
NC_023746	Mycobacterium phage GUmbie	104	23	3.85
NC_008199	Mycobacterium phage Pipefish	102	24	7.84
NC_021071	Cyanophage P-RSM1	212	337	32.55
NC_005045	Pseudomonas phage phiKMV	49	1	2.04
NC_011046	Lactococcus virus Bibb29	54	11	1.85
NC_007458	Bacillus phage Gamma	53	12	3.77
NC_024366	Mycobacterium phage OkiRoe	96	18	5.21
NC_012638	Enterobacteria phage RB14	274	30	4.74
NC_028693	Enterococcus phage vB_EfaP_IME195	27	3	7.41
NC_022916	Burkholderia phage JG068	49	8	8.16
NC_024216	Bacillus phage CAM003	287	33	2.09
NC_009936	Pseudomonas phage LKA1	57	6	7.02
NC_023549	Clavibacter phage CN1A	78	14	10.26
NC_029016	Enterococcus phage vB_EfaS_IME198	95	16	4.21
NC_009816	Corynebacterium phage P1201	97	37	4.12
NC_003387	Mycobacterium phage TM4	89	10	7.87
NC_021803	Cellulophaga phage phi13:2	127	61	11.02
NC_023848	Anopheles minimus irodovirus	131	46	4.58
NC_007456	Enterobacteria phage K1F	43	41	23.26
NC_021318	Mycobacterium phage Chy5	88	50	12.50
NC_023005	Pseudomonas phage PPpW-4	50	31	20.00
NC_019449	Lactobacillus virus c5	50	32	8.00
NC_021342	Edwardsiella phage PEi21	71	17	4.23
NC_019504	Erwinia phage vB_EamM-Y2	92	28	6.52
NC_025433	Mycobacterium phage Taj	110	20	4.55
NC_018849	Propionibacterium phage P105	45	1	2.22
NC_015323	Fowl aviadenovirus C	46	6	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	34	13.33
NC_020855	Cyanophage P-RSM6	221	246	27.15
NC_011589	Stenotrophomonas phage S1	48	12	8.33
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	1	0.68
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	1	1.96
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	50	5.95
NC_003324	Sinorhizobium phage PBC5	83	17	12.05
NC_024389	Leuconostoc phage phiLNTR2	42	4	4.76
NC_025456	Synechococcus phage S-CBP1	50	140	24.00
NC_017975	Halocynthia phage JM-2012	173	52	1.73
NC_024385	Leuconostoc phage phiLN12	41	2	4.88
NC_008193	Pasteurella phage F108	44	5	4.55
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	1	0.79
NC_015250	Acinetobacter virus 133	257	28	6.23
NC_022761	Bacillus phage CampHawk	231	80	5.19
NC_021072	Cyanophage Syn30	209	360	33.49
NC_009503	Spodoptera litura granulovirus	136	6	1.47
NC_030117	Canid alphaherpesvirus 1	76	11	1.32
NC_011042	Enterobacteria phage EcoDS1	53	47	18.87
NC_019528	Aeromonas phage phiAS7	51	6	5.88
NC_022055	Mycobacterium phage Bobi	107	10	3.74
NC_001661	Citrus tristeza virus	11	13	9.09
NC_019521	Sphingomonas phage PAU	295	131	5.42
NC_007924	Lactobacillus phage KC5a	61	13	6.56
NC_019543	Aeromonas phage Aes508	230	51	10.87
NC_021301	Mycobacterium phage SiSi	99	25	6.06
NC_005881	Ostreid herpesvirus 1	127	2	0.79
NC_004306	Vibrio virus fs1	15	1	6.67
NC_017985	Salmonella phage SPN9CC	62	46	16.13
NC_012749	Escherichia phage wV8	140	20	7.14
NC_025428	Ruegeria phage DSS3-P1	82	27	14.63
NC_010324	Escherichia virus phiEco32	128	74	8.59
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	2	1.38
NC_024783	Escherichia phage EK99P-1	62	26	11.29
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	11	1.96
NC_021325	Clostridium phage vB_CpeS-CP51	50	7	4.00
NC_002371	Salmonella virus P22	72	50	11.11
NC_002520	Amsacta moorei entomopoxvirus	294	35	2.04
NC_021801	Staphylococcus phage SA12	58	6	5.17
NC_018283	Burkholderia phage AH2	78	27	8.97
NC_011107	Pseudomonas phage PT2	54	1	1.85
NC_005880	Staphylococcus virus K	233	34	3.86
NC_011201	Ralstonia phage RSB1	47	9	10.64
NC_001132	Myxoma virus	170	11	1.76
NC_020197	Streptococcus phage TP-J34	60	13	3.33
NC_008723	Staphylococcus phage PH15	68	27	8.82
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	66	4.62
NC_021790	Cellulophaga phage phi18:1	65	43	16.92
NC_018454	Cronobacter phage phiES15	52	64	21.15
NC_004086	Sulfolobus islandicus rod-shaped virus 2	54	1	1.85
NC_013007	Carrot yellow leaf virus	10	6	10.00
NC_013085	Synechococcus phage S-RSM4	237	284	24.89
NC_022090	Staphylococcus phage vB_SauM_Remus	174	19	4.60
NC_015287	Synechococcus phage S-SSM7	319	373	27.59
NC_012696	Sulfitobacter phage EE36phi1	79	22	12.66
NC_018835	Escherichia phage NJ01	109	34	3.67
NC_019559	Murid betaherpesvirus 8	137	2	1.46
NC_016764	Pseudomonas phage Bf7	46	20	10.87
NC_010821	Pseudomonas phage 201phi2-1	461	42	1.52
NC_001902	Methanobacterium phage psiM2	32	12	3.12
NC_023500	Staphylococcus phage StauST398-5	65	15	4.62
NC_007021	Staphylococcus phage Twort	195	14	2.56
NC_001731	Molluscum contagiosum virus subtype 1	163	7	1.23
NC_023863	Vibrio phage CHOED	91	108	10.99
NC_022774	Bacillus phage Slash	111	12	6.31
NC_024303	Bovine gammaherpesvirus 6	79	3	2.53
NC_020867	Synechococcus phage S-RIP1	55	140	21.82
NC_021343	Burkholderia phage ST79	49	23	4.08
NC_021326	Staphylococcus phage StauST398-1	69	4	5.80
NC_011273	Mycobacterium phage Myrna	229	76	5.68
NC_020858	Sulfitobacter phage pCB2047-A	72	149	22.22
NC_005859	Escherichia virus T5	162	62	10.49
AC_000190	Tree shrew adenovirus 1	36	1	2.78
NC_015463	Synechococcus phage S-CBS2	102	143	20.59
NC_002185	Streptococcus phage 7201	46	8	4.35
NC_019423	Escherichia phage IME11	91	3	3.30
NC_000935	Hamiltonella virus APSE1	54	73	20.37
NC_023570	Acinetobacter phage Petty	45	11	6.67
NC_002229	Gallid alphaherpesvirus 2	85	5	3.53
NC_011335	Diadromus pulchellus ascovirus 4a	119	68	6.72
NC_011613	Pseudomonas phage MP29	51	1	1.96
NC_020874	Prochlorococcus phage P-SSP3	53	28	18.87
NC_019486	Lactobacillus phage LF1	57	27	7.02
NC_025438	Mycobacterium phage Soto	98	5	2.04
NC_004166	Bacillus phage SPP1	97	78	5.15
NC_004777	Yersinia phage phiA1122	50	69	30.00
NC_008694	Yersinia phage Berlin	45	67	31.11
NC_023599	Bacillus phage phiCM3	56	21	8.93
NC_015289	Synechococcus phage S-SSM5	225	388	33.78
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	1	0.68
NC_019487	Bacillus phage SP-10	236	59	5.51
NC_016570	Escherichia phage Cba120	204	27	8.33
NC_007461	Chlamydia phage 4	8	5	37.50
NC_019540	Salinivibrio phage CW02	70	28	17.14
NC_018086	Enterococcus phage BC611	87	23	8.05
NC_023573	Staphylococcus phage phiSA12	207	29	2.90
NC_001348	Human alphaherpesvirus 3	73	18	4.11
