Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_025444	Mycobacterium phage RedRock	95	57	11.58
NC_022758	Staphylococcus phage YMC/09/04/R1988	62	48	14.52
NC_019545	Salmonella phage SPN3UB	71	18	7.04
NC_019510	Erwinia phage vB_EamP-L1	51	39	27.45
NC_019544	Deep-sea thermophilic phage D6E	49	114	16.33
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	567	34.02
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	79	25.00
NC_008721	Streptococcus phage SMP	48	7	6.25
NC_019507	Campylobacter virus CP21	257	26	4.28
NC_024358	Anabaena phage A-4L	38	19	13.16
NC_023707	Mycobacterium phage Turbido	94	62	12.77
NC_022751	Cyanophage PP	41	32	7.32
NC_018856	Bacillus phage Bastille	273	71	2.93
NC_022066	Mycobacterium phage Redno2	231	108	6.06
NC_009010	Dioscorea bacilliform virus	3	1	33.33
NC_013693	Shigella phage Ag3	216	22	5.09
NC_028776	Escherichia phage CAjan	91	95	15.38
NC_023006	Pseudomonas phage PPpW-3	66	84	25.76
NC_009820	Mycobacterium phage Tweety	109	97	6.42
NC_024354	Cronobacter phage CR8	269	70	5.58
NC_018452	Burkholderia virus DC1	73	47	21.92
NC_016767	Erwinia phage PEp14	64	20	14.06
NC_024379	Escherichia phage PE3-1	48	39	22.92
NC_026016	Staphylococcus phage phiBU01	46	10	10.87
NC_019523	Clostridium phage phi24R	22	13	4.55
NC_019926	Erwinia phage phiEa100	51	20	9.80
NC_020414	Enterobacteria phage UAB_Phi78	58	12	6.90
NC_009935	Pseudomonas phage LKD16	53	3	5.66
NC_001331	Pseudomonas phage Pf1	14	29	85.71
NC_011356	Enterobacteria phage YYZ-2008	75	57	17.33
NC_011646	Abalone shriveling syndrome-associated virus	31	48	19.35
NC_004587	Streptococcus phage 315.4	64	18	6.25
NC_010646	Beluga Whale coronavirus SW1	14	1	7.14
NC_021560	Rhizobium phage RR1-A	68	60	14.71
NC_001482	Feline immunodeficiency virus	6	2	16.67
NC_004616	Staphylococcus phage Phi12	49	49	22.45
NC_016160	Escherichia phage HK75	58	66	27.59
NC_012743	Burkholderia virus Bcepil02	76	36	18.42
AC_000191	Bovine mastadenovirus A	29	19	3.45
NC_025424	Bacillus phage Waukesha92	72	3	4.17
NC_007734	Bacillus virus Wbeta	53	30	13.21
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	8	1.67
NC_003390	Synechococcus phage P60	55	69	23.64
NC_018848	Streptomyces phage SV1	55	5	1.82
NC_028957	Escherichia phage vB_EcoM_VR26	291	65	7.90
NC_023586	Ralstonia phage 1 NP-2014	16	7	6.25
NC_009447	Burkholderia phage BcepGomr	75	61	18.67
NC_024359	Listeria phage LP-048	177	36	4.52
NC_019717	Enterobacteria phage HK225	69	40	21.74
NC_017972	Pseudomonas phage Lu11	391	87	1.79
NC_010353	Streptococcus phage 858	46	19	6.52
NC_011020	Mycobacterium phage Jasper	94	10	6.38
NC_019716	Enterobacteria phage mEp460	59	39	22.03
NC_023865	Pectobacterium phage PM1	63	39	9.52
NC_005964	Mycoplasma phage phiMFV1	17	1	5.88
NC_020851	Synechococcus phage S-SKS1	281	726	31.67
NC_029084	Paenibacillus phage Rani	61	57	14.75
NC_002687	Ectocarpus siliculosus virus 1	240	213	7.08
NC_014260	Enterobacteria phage IME08	253	69	10.28
NC_002166	Escherichia virus HK022	35	59	45.71
NC_015274	Streptococcus phage Dp-1	72	80	11.11
NC_020478	Bacillus virus Andromeda	79	93	5.06
NC_005091	Burkholderia phage BcepNazgul	73	33	9.59
NC_019767	Enterobacteria phage HK544	63	59	25.40
NC_011523	Bacillus virus AP50	31	1	3.23
NC_007810	Pseudomonas phage F8	91	216	98.90
NC_021346	Mycobacterium phage Gizmo	241	93	4.56
NC_001609	Enterobacteria phage P4	14	8	21.43
NC_011021	Mycobacterium phage Lockley	90	23	4.44
NC_005902	Lymphocystis disease virus - isolate China	239	100	2.93
NC_007053	Staphylococcus phage 3A	67	49	14.93
NC_015295	Erwinia phage phiEt88	68	43	8.82
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	20	2.16
NC_023721	Mycobacterium phage Drago	103	22	2.91
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	22	4.27
NC_019418	Streptococcus phage phiNJ2	55	12	7.27
NC_021563	Serratia phage Eta	69	31	11.59
NC_022771	Bacillus phage Grass	252	149	5.16
NC_024391	Staphylococcus phage DW2	62	13	9.68
NC_008371	Lactococcus virus jj50	49	11	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	12	2.01
NC_024145	Mycobacterium phage Hosp	97	21	7.22
NC_014595	Shigella phage SP18	284	54	7.39
NC_023698	Mycobacterium phage Avani	107	33	4.67
NC_024141	Mycobacterium phage Kampy	88	107	13.64
NC_019527	Aeromonas phage vB_AsaM-56	83	21	4.82
NC_024208	Lactococcus phage P118	80	1	1.25
NC_006151	Suid alphaherpesvirus 1	69	19	1.45
NC_020202	Pseudomonas phage JBD5	59	3	1.69
NC_005357	Bordetella virus BPP1	49	129	46.94
NC_004810	Cucurbit yellow stunting disorder virus	8	13	12.50
NC_023579	Erwinia phage Ea9-2	94	16	6.38
NC_013259	Tomato infectious chlorosis virus	8	14	12.50
NC_019457	Vibrio phage CP-T1	70	92	14.29
NC_003038	Invertebrate iridescent virus 6	468	87	2.99
NC_022978	Carnation yellow fleck virus	9	12	11.11
NC_020883	Bacillus phage PM1	86	9	4.65
NC_022518	Human endogenous retrovirus K113	1	2	100.00
NC_016571	Pseudomonas phage OBP	309	49	2.59
NC_021796	Cellulophaga phage phi38:1	101	124	11.88
NC_022747	Vibrio phage VPUSM 8	43	4	6.98
NC_019417	Salmonella phage SPN19	72	26	8.33
NC_022790	Marine gokushovirus	6	1	16.67
NC_009232	Salmonella phage SETP3	63	20	11.11
NC_016654	Rhodococcus phage REQ3	60	16	8.33
NC_024206	Lactobacillus phage phi jlb1	54	22	9.26
NC_018831	Listeria phage P70	119	16	4.20
NC_023590	Acinetobacter phage IME_AB3	57	25	8.77
NC_004684	Mycobacterium phage Rosebush	90	60	8.89
NC_025450	Lelliottia phage phD2B	49	23	16.33
NC_015282	Synechococcus phage S-SM1	234	528	31.20
NC_005879	Vibrio phage VP2	47	30	12.77
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	60	8.87
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	12	2.21
NC_009514	Enterobacteria phage cdtI	60	39	20.00
NC_009531	Synechococcus phage Syn5	61	63	21.31
NC_001978	Streptomyces phage phiC31	53	44	11.32
NC_023574	Lactococcus phage phiL47	189	119	6.35
NC_018834	Propionibacterium phage P9.1	45	1	2.22
NC_021304	Streptomyces phage Sujidade	77	205	12.99
NC_023597	Mycobacterium phage 20ES	96	60	10.42
NC_023557	Erwinia phage Ea35-70	318	100	3.77
NC_007623	Pseudomonas phage EL	201	54	4.98
NC_021321	Halovirus HRTV-8	124	16	4.03
NC_027983	Escherichia phage AR1	281	57	7.47
NC_002686	Cercopithecine alphaherpesvirus 9	74	36	4.05
NC_015269	Salmonella virus SPC35	145	92	19.31
NC_004367	Callitrichine gammaherpesvirus 3	72	9	1.39
NC_011398	Clostridium virus phiCD27	75	81	6.67
NC_004914	Escherichia phage Stx2 II	170	53	9.41
NC_007807	Pseudomonas phage 119X	53	2	3.77
NC_025461	Synechococcus phage S-CBP3	53	145	24.53
NC_009015	Burkholderia virus BcepF1	127	180	30.71
NC_015465	Synechococcus phage S-CBS3	46	132	26.09
NC_020203	Pseudomonas phage JBD24	58	3	3.45
NC_023677	Chimpanzee herpesvirus strain 105640	77	15	2.60
NC_021338	Mycobacterium phage Chy4	73	41	13.70
NC_008348	Leucania separata nucleopolyhedrovirus	169	6	1.18
NC_009737	Bacillus virus 1	54	12	7.41
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	4	1.12
NC_018859	Escherichia phage ECBP2	120	98	8.33
NC_019522	Pectobacterium phage ZF40	68	75	5.88
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	6	8.77
NC_019442	Escherichia phage TL-2011c	72	15	11.11
NC_007806	Pseudomonas phage 73	52	50	23.08
NC_013644	Enterococcus phage phiFL4A	55	52	9.09
NC_029024	Bacillus virus 250	54	11	5.56
NC_028908	Achromobacter phage phiAxp-3	80	10	8.75
NC_020875	Synechococcus phage S-SSM4	220	516	34.09
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	42	13.51
NC_025448	Enterobacteria phage RB27	271	55	7.75
NC_025419	Enterobacteria phage RB3	273	58	8.42
NC_027979	Enterobacteria phage RB68	276	54	6.88
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	14	1.23
NC_021777	Salmonella phage Jersey	69	23	10.14
NC_008205	Mycobacterium phage PMC	104	23	3.85
NC_020159	Halovirus HSTV-2	103	5	0.97
NC_010393	Phage Gifsy-2	55	45	23.64
NC_003663	Cowpox virus	233	67	3.86
NC_023695	Mycobacterium phage Violet	90	22	7.78
NC_008583	Staphylococcus phage phiNM	64	8	4.69
NC_003618	Lettuce infectious yellows virus	5	22	20.00
NC_013651	Vibrio phage N4	47	38	23.40
NC_023423	Pithovirus sibericum	467	287	4.71
NC_022343	Klebsiella phage 0507-KN2-1	154	24	7.79
NC_025415	Lactobacillus phage Ld25A	51	15	7.84
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	126	5.98
NC_020837	Synechococcus phage S-CAM1	231	479	32.90
NC_004065	Murid betaherpesvirus 1	161	1	0.62
NC_012419	Enterococcus phage EFAP-1	24	7	4.17
NC_022983	Mycobacterium phage Bernardo	100	38	5.00
NC_021349	Mycobacterium phage Astraea	232	96	4.74
NC_013756	Marseillevirus marseillevirus	428	134	5.14
NC_023583	Pseudomonas phage TL	65	174	15.38
NC_007581	Clostridium phage c-st	198	95	4.55
NC_018845	Propionibacterium phage P104A	45	1	2.22
NC_015780	Wiseana iridescent virus	193	113	5.70
NC_024135	Mycobacterium phage Bernal13	60	45	5.00
NC_022063	Mycobacterium phage Phelemich	95	42	6.32
NC_023559	Oenococcus phage phi9805	55	9	1.82
NC_027997	Campylobacter virus CP220	194	36	5.15
NC_011271	Mycobacterium phage Cali	222	100	5.41
NC_023748	Mycobacterium phage SkiPole	102	22	3.92
NC_013599	Xylella phage Xfas53	45	76	26.67
NC_014457	Clostridium phage phiCTP1	86	77	8.14
NC_012635	Enterobacteria phage RB51	273	54	6.96
NC_006944	Mint virus 1	9	12	11.11
NC_023594	Shewanella phage Spp001	67	6	5.97
NC_022365	Piper yellow mottle virus	4	3	25.00
NC_019501	Enterobacteria phage IME10	27	55	33.33
NC_009993	Mycobacterium phage Giles	77	8	6.49
NC_004589	Streptococcus phage 315.6	51	66	13.73
NC_014900	Salmonella phage ST160	63	61	15.87
NC_009799	Corynebacterium phage BFK20	53	22	15.09
NC_008204	Mycobacterium phage Qyrzula	81	61	9.88
NC_022087	Mycobacterium phage AnnaL29	96	59	13.54
NC_020865	Cyanophage KBS-P-1A	57	183	24.56
NC_018278	Burkholderia phage KL1	55	32	18.18
NC_001332	Escherichia virus I22	9	11	11.11
NC_019447	Brucella phage Pr	57	46	21.05
NC_003521	Panine betaherpesvirus 2	169	3	0.59
NC_024210	Escherichia phage e4/1c	72	26	9.72
NC_013195	Staphylococcus phage P954	69	48	11.59
NC_021779	Salmonella phage FSLSP030	71	40	11.27
NC_023009	Staphylococcus phage Sb-1	168	37	4.76
NC_004813	Enterobacteria phage BP-4795	85	64	22.35
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	33	18.97
NC_023713	Mycobacterium phage Blue7	103	88	14.56
NC_013953	Lymantria xylina MNPV	157	12	1.91
NC_024204	Salmonella phage vB_SenS-Ent3	60	20	10.00
NC_019451	Pseudomonas phage NH-4	94	217	96.81
NC_023565	Mycobacterium phage Nyxis	87	104	13.79
NC_023563	Mycobacterium phage Suffolk	97	11	4.12
NC_024357	Streptococcus phage K13	53	20	9.43
NC_024711	uncultured crAssphage	80	4	3.75
NC_007052	Staphylococcus phage 42E	79	82	12.66
NC_024365	Pseudomonas phage phiPSA1	52	54	21.15
NC_010355	Azospirillum phage Cd	95	43	12.63
NC_005946	Frog virus 3	99	82	7.07
NC_020488	Vibrio phage VvAW1	40	91	35.00
NC_021339	Streptomyces phage Zemlya	76	206	13.16
NC_010671	Musca domestica salivary gland hypertrophy virus	108	38	4.63
NC_002593	Plutella xylostella granulovirus	120	5	1.67
NC_019925	Dickeya virus Limestone	201	25	4.98
NC_021806	Cellulophaga phage phi14:2	133	186	11.28
NC_001604	Enterobacteria phage T7	60	62	21.67
NC_013698	Clavibacter phage CMP1	74	33	9.46
NC_002188	Fowlpox virus	261	33	3.07
NC_001835	Lactococcus virus sk1	56	11	1.79
NC_018276	Croceibacter phage P2559S	68	19	7.35
NC_023558	Cronobacter phage Dev2	45	30	20.00
NC_019410	Caulobacter virus Karma	353	140	7.37
NC_016564	Planktothrix phage PaV-LD	142	285	8.45
NC_018842	Propionibacterium phage P1.1	45	1	2.22
NC_024212	Enterococcus phage VD13	88	29	6.82
NC_013804	Pseudocowpox virus	134	1	0.75
NC_008518	Trichoplusia ni ascovirus 2c	164	77	1.83
NC_024125	Escherichia phage vB_EcoM_112	279	61	8.60
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	21	5.36
NC_029008	Bacillus phage phi4J1	67	73	5.97
NC_004996	Streptococcus phage SM1	56	4	7.14
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	8	1.69
NC_007804	Escherichia phage phiV10	55	66	20.00
NC_013696	Enterococcus phage phiEf11	65	51	10.77
NC_003678	Pestivirus giraffe-1 H138	1	1	100.00
NC_009813	Listeria phage B054	80	69	5.00
NC_008722	Staphylococcus phage CNPH82	65	57	15.38
NC_011612	Staphylococcus phage Ipla35	62	45	12.90
NC_009812	Listeria phage B025	65	25	7.69
NC_005354	Lactobacillus prophage Lj928	50	8	6.00
NC_022053	Mycobacterium phage Papyrus	100	61	6.00
NC_009904	Enterococcus phage phiEF24C	221	28	2.71
NC_006882	Prochlorococcus phage P-SSP7	58	93	34.48
NC_022612	Turkey aviadenovirus 4	33	4	3.03
NC_020201	Pectobacterium phage phiTE	242	109	8.26
NC_023732	Mycobacterium phage Rumpelstiltskin	110	25	9.09
NC_019914	Staphylococcus phage StB27	53	3	5.66
NC_023605	Vibrio phage PVA1	21	18	42.86
NC_024144	Clostridium phage CDMH1	84	52	9.52
NC_021559	Prochlorococcus phage P-SSM3	214	446	33.64
NC_018284	Staphylococcus phage Ipla7	59	15	10.17
NC_019405	Caulobacter virus phiCbK	338	144	7.69
NC_008187	Invertebrate iridescent virus 3	126	75	5.56
NC_023726	Mycobacterium phage Euphoria	94	25	7.45
NC_019913	Pseudomonas phage PaP1	167	34	7.19
NC_010561	Bean yellow disorder virus	9	35	11.11
NC_011801	Lactobacillus phage Lv-1	47	26	8.51
NC_023734	Psychrobacter phage Psymv2	49	67	22.45
NC_004724	Grapevine rootstock stem lesion associated virus	8	35	12.50
NC_024330	Pseudomonas phage JD024	58	6	3.45
NC_024367	Dinoroseobacter phage DFL12phi1	86	18	5.81
NC_022920	Staphylococcus phage S25-3	206	57	4.37
NC_006150	Macacine betaherpesvirus 3	223	1	0.45
NC_004681	Mycobacterium phage Cjw1	141	113	9.93
NC_011085	Morganella phage MmP1	49	42	20.41
NC_002363	Vibrio phage VfO4K68	8	2	12.50
NC_008210	Ranid herpesvirus 2	147	3	0.68
NC_006934	Reticuloendotheliosis virus	3	1	33.33
NC_023708	Mycobacterium phage Dreamboat	94	15	8.51
NC_009541	Propionibacterium phage PA6	48	1	2.08
NC_018084	Clostridium phage phiZP2	27	6	11.11
NC_005344	Shigella phage Sf6	66	94	19.70
NC_007710	Xanthomonas phage OP2	62	44	9.68
NC_016766	Synechococcus phage S-CBS4	105	83	21.90
NC_023729	Mycobacterium phage Charlie	68	40	7.35
NC_016448	Saimiriine betaherpesvirus 4	141	2	0.71
NC_016081	Grapevine leafroll-associated virus 5	7	1	14.29
NC_024142	Escherichia phage Bp4	94	6	5.32
NC_020482	Pelagibacter phage HTVC011P	45	126	48.89
NC_014661	Acinetobacter phage Acj61	241	45	10.79
NC_021793	Cellulophaga phage phi48:2	29	5	3.45
NC_020077	Sulfolobus virus STSV2	75	3	4.00
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	26	2.92
NC_008197	Mycobacterium phage Orion	100	11	4.00
NC_016434	Gordonia phage GTE5	92	21	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	99	5.22
NC_019549	Liberibacter phage SC1	40	48	20.00
NC_011040	Enterobacteria phage BA14	52	38	19.23
NC_027356	Escherichia virus DT57C	133	95	20.30
NC_019518	Vibrio phage vB_VchM-138	67	90	16.42
NC_023604	Mycobacterium phage Jolie2	62	6	3.23
NC_021062	Pseudomonas phage Phi-S1	47	18	12.77
NC_003391	Camelpox virus	211	54	3.79
NC_022989	Lactobacillus virus LLKu	51	10	3.92
NC_019515	Bacillus phage BCD7	140	107	5.71
NC_022918	Staphylococcus phage S25-4	184	57	5.43
NC_022330	Mycobacterium phage Quink	151	114	7.95
NC_009542	Aeromonas phage phiO18P	45	7	13.33
NC_020078	Cronobacter phage vB_CskP_GAP227	49	6	8.16
NC_019491	Cyprinid herpesvirus 1	143	33	1.40
NC_001598	Beet yellows virus	8	12	12.50
NC_022324	Mycobacterium phage Sarfire	99	31	7.07
NC_022969	Mycobacterium phage PhatBacter	148	121	8.78
NC_019706	Enterobacteria phage mEp043 c-1	69	44	21.74
NC_009810	Listeria phage A500	63	9	4.76
NC_023741	Mycobacterium phage Stinger	95	18	6.32
NC_006560	Cercopithecine alphaherpesvirus 2	75	16	2.67
NC_024211	Bacillus phage Megatron	290	12	1.72
NC_005294	Streptococcus phage EJ-1	73	23	5.48
NC_010537	Acidianus filamentous virus 9	73	5	1.37
NC_016652	Rhodococcus phage REQ2	82	17	8.54
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	25	4.94
NC_009014	Erwinia amylovora phage Era103	53	19	7.55
NC_015288	Prochlorococcus phage Syn1	234	367	30.34
NC_018863	Bacillus phage B4	277	97	3.61
NC_002657	Classical swine fever virus	1	1	100.00
NC_019915	Staphylococcus phage StB20	65	38	12.31
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	9	1.22
NC_004305	Lactobacillus phage phig1e	60	7	1.67
NC_015254	Brochothrix phage BL3	67	26	7.46
NC_011811	Erwinia phage phiEa21-4	118	40	6.78
NC_015158	Vibrio phage ICP2	72	11	8.33
NC_015585	Pantoea phage LIMEzero	57	13	8.77
NC_013772	Pseudaletia unipuncta granulovirus	183	1	0.55
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	175	12.07
NC_023689	Mycobacterium phage Lilac	140	109	9.29
NC_026421	Equid gammaherpesvirus 5	79	42	6.33
NC_028671	Enterococcus phage vB_EfaS_IME197	70	13	7.14
NC_019912	Bacillus virus BMBtp2	53	24	9.43
NC_002671	Lactococcus phage bIL312	27	27	7.41
NC_025463	Shewanella sp. phage 1/44	75	13	5.33
NC_022098	Pandoravirus salinus	2541	432	1.53
NC_010152	Acidianus filamentous virus 6	66	4	3.03
NC_019714	Enterobacteria phage HK446	60	59	26.67
NC_021331	Shigella phage pSf-1	94	22	6.38
NC_010237	Escherichia phage Min27	83	33	12.05
NC_001611	Variola virus	197	52	3.05
NC_023696	Mycobacterium phage Dandelion	239	96	5.02
NC_021861	Lactococcus phage BM13	55	15	9.09
NC_011288	Mycobacterium phage Fruitloop	102	11	4.90
NC_022744	Erwinia phage FE44	51	42	19.61
NC_007062	Staphylococcus phage 52A	60	4	6.67
NC_024306	Fruit bat alphaherpesvirus 1	70	20	2.86
NC_014458	Mycobacterium virus Angelica	94	29	5.32
NC_021536	Synechococcus phage S-IOM18	209	370	32.06
NC_023690	Mycobacterium phage Courthouse	241	135	6.64
NC_020866	Rhodovulum phage RS1	56	65	10.71
NC_020479	Bacillus virus Curly	77	92	5.19
NC_019916	Lactobacillus virus ATCC8014	60	4	1.67
NC_011023	Mycobacterium phage Pukovnik	88	51	17.05
NC_005885	Actinoplanes phage phiAsp2	76	50	7.89
NC_022773	Bacillus virus Blastoid	79	93	5.06
NC_001884	Bacillus virus SPbeta	185	202	8.11
NC_020490	Staphylococcus phage StB12	74	27	4.05
NC_000902	Enterobacteria phage VT2-Sakai	83	35	12.05
NC_000896	Lactobacillus phage phiadh	63	19	6.35
NC_024362	Pseudomonas phage phiPSA2	47	22	19.15
NC_024387	Listeria phage LP-101	70	25	8.57
NC_023686	Mycobacterium phage Gadjet	102	40	6.86
NC_021068	Vibrio phage douglas 12A4	75	28	14.67
NC_019456	Lactobacillus phage JCL1032	77	25	6.49
NC_024782	Pseudomonas phage MP48	50	3	2.00
NC_003278	Pseudomonas phage phiCTX	47	17	25.53
NC_024370	Streptococcus phage IC1	49	21	12.24
NC_024146	Enterobacteria phage 9g	71	70	18.31
NC_001550	Mason-Pfizer monkey virus	4	1	25.00
NC_026268	Pseudoplusia includens SNPV IE	141	18	2.84
NC_004827	Haemophilus phage Aaphi23	66	98	10.61
NC_019519	Agrobacterium phage 7-7-1	127	22	7.09
NC_023746	Mycobacterium phage GUmbie	104	31	5.77
NC_008199	Mycobacterium phage Pipefish	102	26	4.90
NC_021071	Cyanophage P-RSM1	212	471	33.02
NC_005045	Pseudomonas phage phiKMV	49	3	6.12
NC_011046	Lactococcus virus Bibb29	54	10	1.85
NC_007458	Bacillus phage Gamma	53	28	9.43
NC_001545	Rubella virus	2	1	50.00
NC_024366	Mycobacterium phage OkiRoe	96	28	5.21
NC_012638	Enterobacteria phage RB14	274	58	7.66
NC_022916	Burkholderia phage JG068	49	4	8.16
NC_024216	Bacillus phage CAM003	287	74	3.14
NC_009936	Pseudomonas phage LKA1	57	5	5.26
NC_023549	Clavibacter phage CN1A	78	16	8.97
NC_029016	Enterococcus phage vB_EfaS_IME198	95	20	3.16
NC_009816	Corynebacterium phage P1201	97	61	7.22
NC_003387	Mycobacterium phage TM4	89	13	3.37
NC_021803	Cellulophaga phage phi13:2	127	39	8.66
NC_023848	Anopheles minimus irodovirus	131	67	5.34
NC_007456	Enterobacteria phage K1F	43	33	18.60
NC_021318	Mycobacterium phage Chy5	88	42	11.36
NC_013797	Pieris rapae granulovirus	120	2	0.83
NC_023005	Pseudomonas phage PPpW-4	50	28	20.00
NC_018852	Propionibacterium phage P100D	47	2	4.26
NC_019449	Lactobacillus virus c5	50	20	12.00
NC_021342	Edwardsiella phage PEi21	71	20	9.86
NC_019504	Erwinia phage vB_EamM-Y2	92	55	8.70
NC_025433	Mycobacterium phage Taj	110	37	5.45
NC_018849	Propionibacterium phage P105	45	1	2.22
NC_015323	Fowl aviadenovirus C	46	17	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	61	13.33
NC_020855	Cyanophage P-RSM6	221	355	29.41
NC_011589	Stenotrophomonas phage S1	48	31	16.67
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	12	2.04
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	3	5.88
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	73	6.69
NC_003324	Sinorhizobium phage PBC5	83	27	12.05
NC_024389	Leuconostoc phage phiLNTR2	42	4	4.76
NC_025456	Synechococcus phage S-CBP1	50	154	24.00
NC_017975	Halocynthia phage JM-2012	173	92	2.31
NC_008193	Pasteurella phage F108	44	6	9.09
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	5	2.38
NC_015250	Acinetobacter virus 133	257	39	7.39
NC_022761	Bacillus phage CampHawk	231	136	4.33
NC_021072	Cyanophage Syn30	209	550	37.32
NC_009503	Spodoptera litura granulovirus	136	24	2.21
NC_030117	Canid alphaherpesvirus 1	76	17	1.32
NC_011042	Enterobacteria phage EcoDS1	53	46	18.87
NC_019528	Aeromonas phage phiAS7	51	7	7.84
NC_022055	Mycobacterium phage Bobi	107	15	4.67
NC_001661	Citrus tristeza virus	11	35	9.09
NC_019521	Sphingomonas phage PAU	295	139	4.41
NC_007924	Lactobacillus phage KC5a	61	17	6.56
NC_022613	Turkey aviadenovirus 5	37	6	2.70
NC_019543	Aeromonas phage Aes508	230	82	11.74
NC_021301	Mycobacterium phage SiSi	99	28	6.06
NC_017985	Salmonella phage SPN9CC	62	63	19.35
NC_012749	Escherichia phage wV8	140	32	5.71
NC_025428	Ruegeria phage DSS3-P1	82	43	14.63
NC_010324	Escherichia virus phiEco32	128	97	9.38
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	12	2.07
NC_024783	Escherichia phage EK99P-1	62	45	19.35
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	17	2.61
NC_021325	Clostridium phage vB_CpeS-CP51	50	12	4.00
NC_002371	Salmonella virus P22	72	65	16.67
NC_002520	Amsacta moorei entomopoxvirus	294	72	2.38
NC_021801	Staphylococcus phage SA12	58	21	8.62
NC_018283	Burkholderia phage AH2	78	22	11.54
NC_011107	Pseudomonas phage PT2	54	4	5.56
NC_005880	Staphylococcus virus K	233	55	4.72
NC_011201	Ralstonia phage RSB1	47	8	14.89
NC_001132	Myxoma virus	170	19	4.12
NC_020197	Streptococcus phage TP-J34	60	16	3.33
NC_008723	Staphylococcus phage PH15	68	34	11.76
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	118	4.62
NC_021790	Cellulophaga phage phi18:1	65	30	12.31
NC_018454	Cronobacter phage phiES15	52	79	23.08
NC_013007	Carrot yellow leaf virus	10	13	10.00
NC_013085	Synechococcus phage S-RSM4	237	409	28.69
NC_022090	Staphylococcus phage vB_SauM_Remus	174	22	4.02
NC_015287	Synechococcus phage S-SSM7	319	490	26.65
NC_012696	Sulfitobacter phage EE36phi1	79	20	7.59
NC_018835	Escherichia phage NJ01	109	35	3.67
NC_019559	Murid betaherpesvirus 8	137	2	0.73
NC_016764	Pseudomonas phage Bf7	46	7	8.70
NC_010821	Pseudomonas phage 201phi2-1	461	122	8.46
NC_001902	Methanobacterium phage psiM2	32	23	3.12
NC_023500	Staphylococcus phage StauST398-5	65	27	7.69
NC_007021	Staphylococcus phage Twort	195	23	5.13
NC_001731	Molluscum contagiosum virus subtype 1	163	16	1.84
NC_023863	Vibrio phage CHOED	91	147	13.19
NC_022774	Bacillus phage Slash	111	27	9.01
NC_024303	Bovine gammaherpesvirus 6	79	11	5.06
NC_020867	Synechococcus phage S-RIP1	55	163	27.27
NC_021343	Burkholderia phage ST79	49	19	18.37
NC_021326	Staphylococcus phage StauST398-1	69	3	4.35
NC_011273	Mycobacterium phage Myrna	229	143	7.42
NC_020858	Sulfitobacter phage pCB2047-A	72	183	19.44
NC_005859	Escherichia virus T5	162	106	19.75
NC_015463	Synechococcus phage S-CBS2	102	139	18.63
NC_002185	Streptococcus phage 7201	46	6	2.17
NC_019423	Escherichia phage IME11	91	7	6.59
NC_000935	Hamiltonella virus APSE1	54	98	20.37
NC_023570	Acinetobacter phage Petty	45	5	8.89
NC_002229	Gallid alphaherpesvirus 2	85	8	2.35
NC_011335	Diadromus pulchellus ascovirus 4a	119	103	7.56
NC_011613	Pseudomonas phage MP29	51	3	1.96
NC_020874	Prochlorococcus phage P-SSP3	53	49	22.64
NC_019486	Lactobacillus phage LF1	57	34	3.51
NC_025438	Mycobacterium phage Soto	98	10	3.06
NC_004166	Bacillus phage SPP1	97	102	7.22
NC_004777	Yersinia phage phiA1122	50	50	24.00
NC_008694	Yersinia phage Berlin	45	42	24.44
NC_023599	Bacillus phage phiCM3	56	39	10.71
