Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_024354	Cronobacter phage CR8	269	50	2.60
NC_018452	Burkholderia virus DC1	73	32	9.59
NC_016767	Erwinia phage PEp14	64	8	6.25
NC_024379	Escherichia phage PE3-1	48	6	10.42
NC_019523	Clostridium phage phi24R	22	7	4.55
NC_019926	Erwinia phage phiEa100	51	6	5.88
NC_020414	Enterobacteria phage UAB_Phi78	58	2	3.45
NC_001331	Pseudomonas phage Pf1	14	18	92.86
NC_001940	Feline leukemia virus	2	1	50.00
NC_011356	Enterobacteria phage YYZ-2008	75	52	17.33
NC_011646	Abalone shriveling syndrome-associated virus	31	17	12.90
NC_004587	Streptococcus phage 315.4	64	3	4.69
NC_010646	Beluga Whale coronavirus SW1	14	1	7.14
NC_021560	Rhizobium phage RR1-A	68	68	17.65
NC_004616	Staphylococcus phage Phi12	49	7	6.12
NC_016160	Escherichia phage HK75	58	71	18.97
NC_012743	Burkholderia virus Bcepil02	76	32	10.53
AC_000191	Bovine mastadenovirus A	29	10	3.45
NC_007734	Bacillus virus Wbeta	53	17	7.55
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	3	2.50
NC_003390	Synechococcus phage P60	55	7	5.45
NC_018848	Streptomyces phage SV1	55	4	1.82
NC_028957	Escherichia phage vB_EcoM_VR26	291	14	2.06
NC_023586	Ralstonia phage 1 NP-2014	16	10	6.25
NC_009447	Burkholderia phage BcepGomr	75	57	18.67
NC_024359	Listeria phage LP-048	177	27	2.26
NC_019717	Enterobacteria phage HK225	69	39	17.39
NC_017972	Pseudomonas phage Lu11	391	98	1.28
NC_010353	Streptococcus phage 858	46	4	4.35
NC_011020	Mycobacterium phage Jasper	94	4	3.19
NC_019716	Enterobacteria phage mEp460	59	44	16.95
NC_023865	Pectobacterium phage PM1	63	20	3.17
NC_020851	Synechococcus phage S-SKS1	281	278	14.23
NC_029084	Paenibacillus phage Rani	61	13	13.11
NC_002687	Ectocarpus siliculosus virus 1	240	241	4.17
NC_014260	Enterobacteria phage IME08	253	44	3.95
NC_002166	Escherichia virus HK022	35	65	34.29
NC_015274	Streptococcus phage Dp-1	72	74	11.11
NC_020478	Bacillus virus Andromeda	79	64	3.80
NC_005091	Burkholderia phage BcepNazgul	73	19	5.48
NC_019767	Enterobacteria phage HK544	63	50	14.29
NC_011523	Bacillus virus AP50	31	1	3.23
NC_007810	Pseudomonas phage F8	91	128	98.90
NC_021346	Mycobacterium phage Gizmo	241	56	2.90
NC_001609	Enterobacteria phage P4	14	12	14.29
NC_011021	Mycobacterium phage Lockley	90	5	3.33
NC_005902	Lymphocystis disease virus - isolate China	239	71	2.51
NC_007053	Staphylococcus phage 3A	67	15	7.46
NC_015295	Erwinia phage phiEt88	68	35	5.88
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	29	1.44
NC_023721	Mycobacterium phage Drago	103	9	1.94
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	10	2.44
NC_019418	Streptococcus phage phiNJ2	55	12	3.64
NC_021563	Serratia phage Eta	69	23	7.25
NC_022771	Bacillus phage Grass	252	90	3.57
NC_024391	Staphylococcus phage DW2	62	11	4.84
NC_008371	Lactococcus virus jj50	49	1	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	9	1.34
NC_001885	Gibbon ape leukemia virus	3	1	33.33
NC_014595	Shigella phage SP18	284	10	1.06
NC_023698	Mycobacterium phage Avani	107	10	3.74
NC_024141	Mycobacterium phage Kampy	88	23	7.95
NC_019527	Aeromonas phage vB_AsaM-56	83	6	4.82
NC_006151	Suid alphaherpesvirus 1	69	25	2.90
NC_020202	Pseudomonas phage JBD5	59	7	8.47
NC_005357	Bordetella virus BPP1	49	30	30.61
NC_004810	Cucurbit yellow stunting disorder virus	8	18	12.50
NC_023579	Erwinia phage Ea9-2	94	8	3.19
NC_013259	Tomato infectious chlorosis virus	8	4	12.50
NC_019457	Vibrio phage CP-T1	70	17	7.14
NC_003038	Invertebrate iridescent virus 6	468	45	2.99
NC_022978	Carnation yellow fleck virus	9	5	11.11
NC_020883	Bacillus phage PM1	86	5	3.49
NC_016571	Pseudomonas phage OBP	309	24	1.94
NC_021796	Cellulophaga phage phi38:1	101	38	2.97
NC_022747	Vibrio phage VPUSM 8	43	7	9.30
NC_019417	Salmonella phage SPN19	72	13	8.33
NC_022790	Marine gokushovirus	6	2	33.33
NC_009232	Salmonella phage SETP3	63	5	4.76
NC_016654	Rhodococcus phage REQ3	60	5	3.33
NC_024206	Lactobacillus phage phi jlb1	54	3	5.56
NC_018831	Listeria phage P70	119	10	2.52
NC_023590	Acinetobacter phage IME_AB3	57	12	5.26
NC_004684	Mycobacterium phage Rosebush	90	14	4.44
NC_025450	Lelliottia phage phD2B	49	3	4.08
NC_015282	Synechococcus phage S-SM1	234	86	12.39
NC_005879	Vibrio phage VP2	47	2	4.26
NC_012757	Vibrio phage VEJphi	11	1	9.09
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	30	2.13
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	6	0.74
NC_009514	Enterobacteria phage cdtI	60	40	15.00
NC_009531	Synechococcus phage Syn5	61	10	8.20
NC_001978	Streptomyces phage phiC31	53	19	9.43
NC_023574	Lactococcus phage phiL47	189	111	4.23
NC_018834	Propionibacterium phage P9.1	45	1	2.22
NC_021304	Streptomyces phage Sujidade	77	101	6.49
NC_023597	Mycobacterium phage 20ES	96	12	4.17
NC_023557	Erwinia phage Ea35-70	318	77	3.14
NC_007623	Pseudomonas phage EL	201	31	3.48
NC_021321	Halovirus HRTV-8	124	12	2.42
NC_027983	Escherichia phage AR1	281	28	2.14
NC_002686	Cercopithecine alphaherpesvirus 9	74	40	4.05
NC_015269	Salmonella virus SPC35	145	60	4.14
NC_004367	Callitrichine gammaherpesvirus 3	72	13	2.78
NC_011398	Clostridium virus phiCD27	75	24	8.00
NC_004914	Escherichia phage Stx2 II	170	55	5.29
NC_007807	Pseudomonas phage 119X	53	7	9.43
NC_025461	Synechococcus phage S-CBP3	53	16	7.55
NC_009015	Burkholderia virus BcepF1	127	76	27.56
NC_015465	Synechococcus phage S-CBS3	46	48	13.04
NC_021704	Koala retrovirus	2	1	50.00
NC_020203	Pseudomonas phage JBD24	58	8	12.07
NC_023677	Chimpanzee herpesvirus strain 105640	77	10	3.90
NC_021338	Mycobacterium phage Chy4	73	17	6.85
NC_008348	Leucania separata nucleopolyhedrovirus	169	2	0.59
NC_009737	Bacillus virus 1	54	10	9.26
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	3	0.75
NC_018859	Escherichia phage ECBP2	120	25	5.00
NC_019522	Pectobacterium phage ZF40	68	32	8.82
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	2	3.51
NC_019442	Escherichia phage TL-2011c	72	6	6.94
NC_007806	Pseudomonas phage 73	52	40	11.54
NC_013644	Enterococcus phage phiFL4A	55	11	7.27
NC_029024	Bacillus virus 250	54	4	1.85
NC_028908	Achromobacter phage phiAxp-3	80	5	5.00
NC_020875	Synechococcus phage S-SSM4	220	86	10.45
NC_011291	Mycobacterium phage Brujita	74	10	5.41
NC_025448	Enterobacteria phage RB27	271	31	2.58
NC_025419	Enterobacteria phage RB3	273	30	2.20
NC_027979	Enterobacteria phage RB68	276	31	2.17
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	17	1.23
NC_021777	Salmonella phage Jersey	69	5	4.35
NC_008205	Mycobacterium phage PMC	104	10	2.88
NC_020159	Halovirus HSTV-2	103	1	0.97
NC_010393	Phage Gifsy-2	55	27	12.73
NC_003663	Cowpox virus	233	47	3.43
NC_023695	Mycobacterium phage Violet	90	2	2.22
NC_008583	Staphylococcus phage phiNM	64	3	1.56
NC_003618	Lettuce infectious yellows virus	5	20	20.00
NC_013651	Vibrio phage N4	47	11	12.77
NC_023423	Pithovirus sibericum	467	423	3.21
NC_022343	Klebsiella phage 0507-KN2-1	154	14	4.55
NC_025415	Lactobacillus phage Ld25A	51	6	7.84
NC_015297	Ralstonia phage PE226	9	4	22.22
NC_009803	Thermus phage P2345	117	52	4.27
NC_020837	Synechococcus phage S-CAM1	231	92	11.69
NC_004065	Murid betaherpesvirus 1	161	2	0.62
NC_019548	Ralstonia phage RSS0	12	1	8.33
NC_022983	Mycobacterium phage Bernardo	100	3	2.00
NC_021349	Mycobacterium phage Astraea	232	53	2.59
NC_013756	Marseillevirus marseillevirus	428	97	3.50
NC_023583	Pseudomonas phage TL	65	23	9.23
NC_007581	Clostridium phage c-st	198	63	4.04
NC_018845	Propionibacterium phage P104A	45	1	2.22
NC_015780	Wiseana iridescent virus	193	68	6.74
NC_024135	Mycobacterium phage Bernal13	60	12	3.33
NC_022063	Mycobacterium phage Phelemich	95	5	2.11
NC_023559	Oenococcus phage phi9805	55	10	3.64
NC_027997	Campylobacter virus CP220	194	7	2.06
NC_011271	Mycobacterium phage Cali	222	53	3.15
NC_023748	Mycobacterium phage SkiPole	102	3	1.96
NC_013599	Xylella phage Xfas53	45	22	26.67
NC_014457	Clostridium phage phiCTP1	86	52	3.49
NC_012635	Enterobacteria phage RB51	273	32	2.56
NC_006944	Mint virus 1	9	5	11.11
NC_023594	Shewanella phage Spp001	67	2	1.49
NC_019501	Enterobacteria phage IME10	27	41	18.52
NC_009993	Mycobacterium phage Giles	77	3	1.30
NC_004589	Streptococcus phage 315.6	51	15	9.80
NC_014900	Salmonella phage ST160	63	43	9.52
NC_009799	Corynebacterium phage BFK20	53	6	3.77
NC_008204	Mycobacterium phage Qyrzula	81	14	4.94
NC_022087	Mycobacterium phage AnnaL29	96	11	5.21
NC_020865	Cyanophage KBS-P-1A	57	24	12.28
NC_018278	Burkholderia phage KL1	55	20	10.91
NC_001332	Escherichia virus I22	9	24	11.11
NC_019447	Brucella phage Pr	57	9	7.02
NC_024210	Escherichia phage e4/1c	72	4	2.78
NC_013195	Staphylococcus phage P954	69	22	5.80
NC_021779	Salmonella phage FSLSP030	71	14	9.86
NC_023009	Staphylococcus phage Sb-1	168	8	2.98
NC_004813	Enterobacteria phage BP-4795	85	93	18.82
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	16	8.62
NC_023713	Mycobacterium phage Blue7	103	12	4.85
NC_013953	Lymantria xylina MNPV	157	11	1.91
NC_024204	Salmonella phage vB_SenS-Ent3	60	5	5.00
NC_019451	Pseudomonas phage NH-4	94	128	96.81
NC_023565	Mycobacterium phage Nyxis	87	24	9.20
NC_023563	Mycobacterium phage Suffolk	97	1	1.03
NC_024357	Streptococcus phage K13	53	13	7.55
NC_024711	uncultured crAssphage	80	2	2.50
NC_007052	Staphylococcus phage 42E	79	53	6.33
NC_024365	Pseudomonas phage phiPSA1	52	30	23.08
NC_010355	Azospirillum phage Cd	95	18	9.47
NC_005946	Frog virus 3	99	43	5.05
NC_020488	Vibrio phage VvAW1	40	33	17.50
NC_021339	Streptomyces phage Zemlya	76	89	6.58
NC_010671	Musca domestica salivary gland hypertrophy virus	108	38	2.78
NC_002593	Plutella xylostella granulovirus	120	2	0.83
NC_019925	Dickeya virus Limestone	201	12	2.99
NC_021806	Cellulophaga phage phi14:2	133	48	4.51
NC_001604	Enterobacteria phage T7	60	10	11.67
NC_004170	Pseudomonas phage phi13	4	1	25.00
NC_013698	Clavibacter phage CMP1	74	4	4.05
NC_002188	Fowlpox virus	261	19	2.68
NC_001835	Lactococcus virus sk1	56	2	1.79
NC_018276	Croceibacter phage P2559S	68	20	5.88
NC_023558	Cronobacter phage Dev2	45	7	13.33
NC_019410	Caulobacter virus Karma	353	39	3.40
NC_016564	Planktothrix phage PaV-LD	142	745	7.04
NC_018842	Propionibacterium phage P1.1	45	1	2.22
NC_024212	Enterococcus phage VD13	88	10	4.55
NC_008518	Trichoplusia ni ascovirus 2c	164	58	3.66
NC_024125	Escherichia phage vB_EcoM_112	279	33	2.87
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	4	5.36
NC_029008	Bacillus phage phi4J1	67	54	1.49
NC_004996	Streptococcus phage SM1	56	2	3.57
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	9	1.69
NC_007804	Escherichia phage phiV10	55	17	16.36
NC_013696	Enterococcus phage phiEf11	65	18	7.69
NC_009813	Listeria phage B054	80	32	3.75
NC_008722	Staphylococcus phage CNPH82	65	32	7.69
NC_011612	Staphylococcus phage Ipla35	62	14	9.68
NC_009812	Listeria phage B025	65	10	6.15
NC_005354	Lactobacillus prophage Lj928	50	2	2.00
NC_022053	Mycobacterium phage Papyrus	100	34	3.00
NC_009904	Enterococcus phage phiEF24C	221	4	0.45
NC_006882	Prochlorococcus phage P-SSP7	58	20	17.24
NC_020201	Pectobacterium phage phiTE	242	59	4.96
NC_023732	Mycobacterium phage Rumpelstiltskin	110	7	3.64
NC_019914	Staphylococcus phage StB27	53	4	1.89
NC_023605	Vibrio phage PVA1	21	6	19.05
NC_024144	Clostridium phage CDMH1	84	13	5.95
NC_021559	Prochlorococcus phage P-SSM3	214	48	9.81
NC_018284	Staphylococcus phage Ipla7	59	6	5.08
NC_019405	Caulobacter virus phiCbK	338	41	4.14
NC_008187	Invertebrate iridescent virus 3	126	36	6.35
NC_023726	Mycobacterium phage Euphoria	94	2	1.06
NC_019913	Pseudomonas phage PaP1	167	6	2.99
NC_010561	Bean yellow disorder virus	9	40	11.11
NC_011801	Lactobacillus phage Lv-1	47	5	4.26
NC_023734	Psychrobacter phage Psymv2	49	37	16.33
NC_004724	Grapevine rootstock stem lesion associated virus	8	43	12.50
NC_024330	Pseudomonas phage JD024	58	7	8.62
NC_024367	Dinoroseobacter phage DFL12phi1	86	38	3.49
NC_022920	Staphylococcus phage S25-3	206	21	2.91
NC_004681	Mycobacterium phage Cjw1	141	71	3.55
NC_011085	Morganella phage MmP1	49	13	8.16
NC_002363	Vibrio phage VfO4K68	8	1	12.50
NC_008210	Ranid herpesvirus 2	147	4	0.68
NC_023708	Mycobacterium phage Dreamboat	94	5	3.19
NC_018084	Clostridium phage phiZP2	27	12	11.11
NC_005344	Shigella phage Sf6	66	55	12.12
NC_007710	Xanthomonas phage OP2	62	27	4.84
NC_016766	Synechococcus phage S-CBS4	105	42	7.62
NC_023729	Mycobacterium phage Charlie	68	21	5.88
NC_016448	Saimiriine betaherpesvirus 4	141	2	1.42
NC_008575	Ralstonia phage RSS1	12	1	8.33
NC_024142	Escherichia phage Bp4	94	3	3.19
NC_005038	Adoxophyes orana granulovirus	119	1	0.84
NC_020482	Pelagibacter phage HTVC011P	45	18	13.33
NC_014661	Acinetobacter phage Acj61	241	27	4.15
NC_021793	Cellulophaga phage phi48:2	29	3	6.90
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	19	2.92
NC_008197	Mycobacterium phage Orion	100	1	1.00
NC_016434	Gordonia phage GTE5	92	12	1.09
NC_023733	Mycobacterium phage MoMoMixon	230	55	3.91
NC_019549	Liberibacter phage SC1	40	11	15.00
NC_011040	Enterobacteria phage BA14	52	13	7.69
NC_027356	Escherichia virus DT57C	133	59	5.26
NC_019518	Vibrio phage vB_VchM-138	67	18	7.46
NC_023604	Mycobacterium phage Jolie2	62	2	1.61
NC_021062	Pseudomonas phage Phi-S1	47	4	6.38
NC_003391	Camelpox virus	211	37	2.37
NC_022989	Lactobacillus virus LLKu	51	4	3.92
NC_019515	Bacillus phage BCD7	140	79	7.14
NC_022918	Staphylococcus phage S25-4	184	18	2.72
NC_022330	Mycobacterium phage Quink	151	71	3.31
NC_009542	Aeromonas phage phiO18P	45	7	11.11
NC_020078	Cronobacter phage vB_CskP_GAP227	49	1	2.04
NC_019491	Cyprinid herpesvirus 1	143	33	1.40
NC_001598	Beet yellows virus	8	6	12.50
NC_022324	Mycobacterium phage Sarfire	99	3	2.02
NC_022969	Mycobacterium phage PhatBacter	148	71	3.38
NC_019706	Enterobacteria phage mEp043 c-1	69	40	15.94
NC_009810	Listeria phage A500	63	4	4.76
NC_023741	Mycobacterium phage Stinger	95	2	2.11
NC_006560	Cercopithecine alphaherpesvirus 2	75	25	4.00
NC_024211	Bacillus phage Megatron	290	10	2.07
NC_005294	Streptococcus phage EJ-1	73	12	6.85
NC_010537	Acidianus filamentous virus 9	73	1	1.37
NC_016652	Rhodococcus phage REQ2	82	1	1.22
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	26	3.70
NC_009014	Erwinia amylovora phage Era103	53	7	7.55
NC_015288	Prochlorococcus phage Syn1	234	52	11.54
NC_018863	Bacillus phage B4	277	64	2.53
NC_019915	Staphylococcus phage StB20	65	31	12.31
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	8	1.83
NC_004305	Lactobacillus phage phig1e	60	7	3.33
NC_015254	Brochothrix phage BL3	67	16	4.48
NC_011811	Erwinia phage phiEa21-4	118	42	4.24
NC_015158	Vibrio phage ICP2	72	4	4.17
NC_015585	Pantoea phage LIMEzero	57	5	5.26
NC_013772	Pseudaletia unipuncta granulovirus	183	1	0.55
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	25	12.07
NC_023689	Mycobacterium phage Lilac	140	70	3.57
NC_026421	Equid gammaherpesvirus 5	79	47	6.33
NC_028671	Enterococcus phage vB_EfaS_IME197	70	9	2.86
NC_019912	Bacillus virus BMBtp2	53	13	5.66
NC_002671	Lactococcus phage bIL312	27	11	3.70
NC_025463	Shewanella sp. phage 1/44	75	2	2.67
NC_022098	Pandoravirus salinus	2541	372	1.14
NC_019714	Enterobacteria phage HK446	60	49	15.00
NC_021331	Shigella phage pSf-1	94	11	5.32
NC_020200	Pseudomonas phage JBD88a	55	6	9.09
NC_010237	Escherichia phage Min27	83	19	8.43
NC_001611	Variola virus	197	33	2.03
NC_023696	Mycobacterium phage Dandelion	239	54	3.77
NC_021861	Lactococcus phage BM13	55	2	1.82
NC_011288	Mycobacterium phage Fruitloop	102	3	0.98
NC_022744	Erwinia phage FE44	51	14	9.80
NC_007062	Staphylococcus phage 52A	60	2	3.33
NC_024306	Fruit bat alphaherpesvirus 1	70	18	1.43
NC_014458	Mycobacterium virus Angelica	94	16	5.32
NC_021536	Synechococcus phage S-IOM18	209	30	9.57
NC_023690	Mycobacterium phage Courthouse	241	45	2.49
NC_020866	Rhodovulum phage RS1	56	38	12.50
NC_020479	Bacillus virus Curly	77	62	2.60
NC_011023	Mycobacterium phage Pukovnik	88	13	7.95
NC_005885	Actinoplanes phage phiAsp2	76	6	2.63
NC_022773	Bacillus virus Blastoid	79	64	2.53
NC_001884	Bacillus virus SPbeta	185	347	5.41
NC_001463	Caprine arthritis encephalitis virus	6	1	16.67
NC_020490	Staphylococcus phage StB12	74	25	4.05
NC_000902	Enterobacteria phage VT2-Sakai	83	27	8.43
NC_000896	Lactobacillus phage phiadh	63	9	4.76
NC_024362	Pseudomonas phage phiPSA2	47	5	4.26
NC_024387	Listeria phage LP-101	70	8	2.86
NC_023686	Mycobacterium phage Gadjet	102	3	1.96
NC_021068	Vibrio phage douglas 12A4	75	25	8.00
NC_019456	Lactobacillus phage JCL1032	77	10	3.90
NC_024782	Pseudomonas phage MP48	50	6	10.00
NC_003278	Pseudomonas phage phiCTX	47	38	42.55
NC_024370	Streptococcus phage IC1	49	14	10.20
NC_024146	Enterobacteria phage 9g	71	51	14.08
NC_022334	Propionibacterium phage PHL112N00	46	1	2.17
NC_026268	Pseudoplusia includens SNPV IE	141	21	2.84
NC_004827	Haemophilus phage Aaphi23	66	45	12.12
NC_019519	Agrobacterium phage 7-7-1	127	7	3.94
NC_023746	Mycobacterium phage GUmbie	104	17	3.85
NC_008199	Mycobacterium phage Pipefish	102	3	1.96
NC_021071	Cyanophage P-RSM1	212	75	11.32
NC_011046	Lactococcus virus Bibb29	54	1	1.85
NC_007458	Bacillus phage Gamma	53	17	7.55
NC_024366	Mycobacterium phage OkiRoe	96	5	2.08
NC_012638	Enterobacteria phage RB14	274	30	2.19
NC_022916	Burkholderia phage JG068	49	1	2.04
NC_024216	Bacillus phage CAM003	287	40	1.74
NC_009936	Pseudomonas phage LKA1	57	2	1.75
NC_023549	Clavibacter phage CN1A	78	1	1.28
NC_029016	Enterococcus phage vB_EfaS_IME198	95	4	3.16
NC_009816	Corynebacterium phage P1201	97	20	2.06
NC_003387	Mycobacterium phage TM4	89	10	3.37
NC_021803	Cellulophaga phage phi13:2	127	9	2.36
NC_023848	Anopheles minimus irodovirus	131	25	5.34
NC_007456	Enterobacteria phage K1F	43	7	13.95
NC_021318	Mycobacterium phage Chy5	88	18	6.82
NC_013797	Pieris rapae granulovirus	120	2	0.83
NC_023005	Pseudomonas phage PPpW-4	50	4	6.00
NC_018852	Propionibacterium phage P100D	47	1	2.13
NC_019449	Lactobacillus virus c5	50	9	8.00
NC_021342	Edwardsiella phage PEi21	71	7	5.63
NC_019504	Erwinia phage vB_EamM-Y2	92	20	2.17
NC_025433	Mycobacterium phage Taj	110	5	2.73
NC_018849	Propionibacterium phage P105	45	1	2.22
NC_015323	Fowl aviadenovirus C	46	4	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	6	4.00
NC_020855	Cyanophage P-RSM6	221	29	8.14
NC_011589	Stenotrophomonas phage S1	48	28	16.67
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	8	1.36
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	67	3.35
NC_003324	Sinorhizobium phage PBC5	83	14	9.64
NC_025456	Synechococcus phage S-CBP1	50	21	8.00
NC_017975	Halocynthia phage JM-2012	173	63	1.73
NC_024385	Leuconostoc phage phiLN12	41	1	2.44
NC_008193	Pasteurella phage F108	44	6	9.09
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	3	1.59
NC_015250	Acinetobacter virus 133	257	10	3.11
NC_022761	Bacillus phage CampHawk	231	111	3.46
NC_021072	Cyanophage Syn30	209	89	12.92
NC_009503	Spodoptera litura granulovirus	136	19	2.94
NC_030117	Canid alphaherpesvirus 1	76	20	2.63
NC_011042	Enterobacteria phage EcoDS1	53	8	13.21
NC_019528	Aeromonas phage phiAS7	51	7	1.96
NC_022055	Mycobacterium phage Bobi	107	1	0.93
NC_001661	Citrus tristeza virus	11	44	9.09
NC_019521	Sphingomonas phage PAU	295	125	2.71
NC_007924	Lactobacillus phage KC5a	61	1	1.64
NC_022613	Turkey aviadenovirus 5	37	1	2.70
NC_019543	Aeromonas phage Aes508	230	33	3.48
NC_021301	Mycobacterium phage SiSi	99	18	4.04
NC_005881	Ostreid herpesvirus 1	127	3	0.79
NC_004306	Vibrio virus fs1	15	1	6.67
NC_017985	Salmonella phage SPN9CC	62	44	12.90
NC_012749	Escherichia phage wV8	140	9	2.86
NC_025428	Ruegeria phage DSS3-P1	82	26	12.20
NC_010324	Escherichia virus phiEco32	128	20	4.69
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	6	0.69
NC_024783	Escherichia phage EK99P-1	62	15	14.52
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	23	0.65
NC_021325	Clostridium phage vB_CpeS-CP51	50	15	4.00
NC_002371	Salmonella virus P22	72	49	9.72
NC_002520	Amsacta moorei entomopoxvirus	294	58	2.04
NC_021801	Staphylococcus phage SA12	58	14	3.45
NC_018283	Burkholderia phage AH2	78	20	10.26
NC_005880	Staphylococcus virus K	233	14	2.58
NC_001132	Myxoma virus	170	8	1.76
NC_020197	Streptococcus phage TP-J34	60	4	5.00
NC_008723	Staphylococcus phage PH15	68	12	7.35
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	102	4.20
NC_021790	Cellulophaga phage phi18:1	65	13	7.69
NC_018454	Cronobacter phage phiES15	52	49	17.31
NC_013007	Carrot yellow leaf virus	10	5	10.00
NC_013085	Synechococcus phage S-RSM4	237	53	10.13
NC_022090	Staphylococcus phage vB_SauM_Remus	174	10	2.30
NC_015287	Synechococcus phage S-SSM7	319	97	10.03
NC_012696	Sulfitobacter phage EE36phi1	79	47	5.06
NC_018835	Escherichia phage NJ01	109	1	0.92
NC_016764	Pseudomonas phage Bf7	46	3	4.35
NC_010821	Pseudomonas phage 201phi2-1	461	100	2.82
NC_001902	Methanobacterium phage psiM2	32	1	3.12
NC_023500	Staphylococcus phage StauST398-5	65	26	3.08
NC_007021	Staphylococcus phage Twort	195	2	0.51
NC_001731	Molluscum contagiosum virus subtype 1	163	22	1.23
NC_023863	Vibrio phage CHOED	91	13	5.49
NC_022774	Bacillus phage Slash	111	8	3.60
NC_024303	Bovine gammaherpesvirus 6	79	14	5.06
NC_020867	Synechococcus phage S-RIP1	55	20	10.91
NC_021343	Burkholderia phage ST79	49	28	32.65
NC_021326	Staphylococcus phage StauST398-1	69	1	1.45
NC_011273	Mycobacterium phage Myrna	229	66	3.93
NC_020858	Sulfitobacter phage pCB2047-A	72	27	9.72
NC_005859	Escherichia virus T5	162	48	3.09
NC_015463	Synechococcus phage S-CBS2	102	57	12.75
NC_002185	Streptococcus phage 7201	46	4	6.52
NC_019423	Escherichia phage IME11	91	4	4.40
NC_000935	Hamiltonella virus APSE1	54	24	14.81
NC_023570	Acinetobacter phage Petty	45	4	6.67
NC_002229	Gallid alphaherpesvirus 2	85	3	1.18
NC_011335	Diadromus pulchellus ascovirus 4a	119	80	5.04
NC_011613	Pseudomonas phage MP29	51	7	9.80
NC_020874	Prochlorococcus phage P-SSP3	53	12	11.32
NC_019486	Lactobacillus phage LF1	57	26	3.51
NC_025438	Mycobacterium phage Soto	98	1	1.02
NC_004166	Bacillus phage SPP1	97	79	4.12
NC_004777	Yersinia phage phiA1122	50	12	14.00
NC_008694	Yersinia phage Berlin	45	10	8.89
NC_023599	Bacillus phage phiCM3	56	12	7.14
NC_015289	Synechococcus phage S-SSM5	225	89	11.56
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	7	1.36
NC_019487	Bacillus phage SP-10	236	77	2.97
NC_016570	Escherichia phage Cba120	204	12	2.94
NC_007461	Chlamydia phage 4	8	2	25.00
NC_019540	Salinivibrio phage CW02	70	2	2.86
NC_018086	Enterococcus phage BC611	87	9	3.45
NC_023573	Staphylococcus phage phiSA12	207	21	2.90
NC_001348	Human alphaherpesvirus 3	73	31	5.48
NC_022756	Lactobacillus phage J-1	63	4	3.17
NC_023709	Mycobacterium phage Wile	85	18	8.24
NC_003085	Myxococcus phage Mx8	86	11	5.81
NC_025427	Rhizobium phage vB_RleM_PPF1	94	10	6.38
NC_016770	Bacteroides phage B124-14	68	37	4.41
NC_004820	Bacillus phage phBC6A51	75	4	2.67
NC_015263	Lactococcus phage 949	154	97	5.19
NC_011810	Pseudomonas phage PB1	93	128	98.92
NC_017980	Clostridium phage phiCP7R	26	15	11.54
NC_004821	Bacillus phage phBC6A52	49	3	4.08
NC_002519	Roseobacter phage SIO1	32	15	18.75
NC_001720	Fowl aviadenovirus A	39	1	2.56
NC_023697	Mycobacterium phage Babsiella	78	12	5.13
NC_004588	Streptococcus phage 315.5	55	2	3.64
NC_021854	Lactococcus phage jm3	52	1	1.92
NC_023711	Mycobacterium phage Oline	101	1	0.99
NC_007448	Grapevine leafroll-associated virus 2	9	35	11.11
NC_009334	Human herpesvirus 4 type 2	80	16	2.50
NC_023581	Acinetobacter phage Presley	95	28	7.37
NC_020474	Elephantid betaherpesvirus 1	113	8	0.88
NC_023702	Mycobacterium phage Kugel	95	4	2.11
NC_019704	Enterobacteria phage mEp237	63	34	12.70
NC_001650	Equid gammaherpesvirus 2	78	39	5.13
NC_019782	Lactobacillus phage phiAQ113	56	1	1.79
NC_015230	Maverick-related virus strain Spezl	20	1	5.00
NC_001954	Enterobacteria phage If1	10	18	10.00
NC_005822	Lactococcus phage phiLC3	51	1	1.96
NC_025464	Synechococcus phage S-CBP4	46	11	6.52
