Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_019510	Erwinia phage vB_EamP-L1	51	37	23.53
NC_019544	Deep-sea thermophilic phage D6E	49	97	18.37
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	545	32.38
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	93	20.31
NC_008721	Streptococcus phage SMP	48	13	10.42
NC_019507	Campylobacter virus CP21	257	23	5.45
NC_024358	Anabaena phage A-4L	38	26	13.16
NC_023707	Mycobacterium phage Turbido	94	59	8.51
NC_022751	Cyanophage PP	41	33	14.63
NC_018856	Bacillus phage Bastille	273	59	2.93
NC_022066	Mycobacterium phage Redno2	231	100	3.46
NC_013693	Shigella phage Ag3	216	41	8.80
NC_028776	Escherichia phage CAjan	91	115	15.38
NC_023006	Pseudomonas phage PPpW-3	66	97	28.79
NC_009820	Mycobacterium phage Tweety	109	71	7.34
NC_001422	Enterobacteria phage phiX174 sensu lato	11	13	81.82
NC_024354	Cronobacter phage CR8	269	96	8.55
NC_018452	Burkholderia virus DC1	73	69	30.14
NC_016767	Erwinia phage PEp14	64	13	9.38
NC_024379	Escherichia phage PE3-1	48	34	18.75
NC_026016	Staphylococcus phage phiBU01	46	7	8.70
NC_019523	Clostridium phage phi24R	22	15	4.55
NC_019926	Erwinia phage phiEa100	51	17	11.76
NC_020414	Enterobacteria phage UAB_Phi78	58	14	8.62
NC_009935	Pseudomonas phage LKD16	53	3	3.77
NC_001331	Pseudomonas phage Pf1	14	3	21.43
NC_011356	Enterobacteria phage YYZ-2008	75	53	18.67
NC_011646	Abalone shriveling syndrome-associated virus	31	41	16.13
NC_004587	Streptococcus phage 315.4	64	33	7.81
NC_010646	Beluga Whale coronavirus SW1	14	2	7.14
NC_021560	Rhizobium phage RR1-A	68	70	20.59
NC_001482	Feline immunodeficiency virus	6	2	16.67
NC_004616	Staphylococcus phage Phi12	49	28	16.33
NC_016160	Escherichia phage HK75	58	73	24.14
NC_012743	Burkholderia virus Bcepil02	76	58	26.32
AC_000191	Bovine mastadenovirus A	29	20	3.45
NC_007734	Bacillus virus Wbeta	53	29	11.32
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	10	2.50
NC_003390	Synechococcus phage P60	55	61	12.73
NC_018848	Streptomyces phage SV1	55	8	1.82
NC_028957	Escherichia phage vB_EcoM_VR26	291	69	9.62
NC_023586	Ralstonia phage 1 NP-2014	16	8	6.25
NC_009447	Burkholderia phage BcepGomr	75	81	20.00
NC_024359	Listeria phage LP-048	177	33	5.65
NC_019717	Enterobacteria phage HK225	69	33	20.29
NC_017972	Pseudomonas phage Lu11	391	111	2.05
NC_010353	Streptococcus phage 858	46	14	6.52
NC_011020	Mycobacterium phage Jasper	94	9	5.32
NC_019716	Enterobacteria phage mEp460	59	48	22.03
NC_023865	Pectobacterium phage PM1	63	39	9.52
NC_020851	Synechococcus phage S-SKS1	281	615	29.18
NC_029084	Paenibacillus phage Rani	61	43	16.39
NC_002687	Ectocarpus siliculosus virus 1	240	225	7.08
NC_014260	Enterobacteria phage IME08	253	81	12.65
NC_002166	Escherichia virus HK022	35	60	40.00
NC_015274	Streptococcus phage Dp-1	72	94	12.50
NC_020478	Bacillus virus Andromeda	79	94	5.06
NC_005091	Burkholderia phage BcepNazgul	73	25	16.44
NC_019767	Enterobacteria phage HK544	63	59	23.81
NC_007810	Pseudomonas phage F8	91	201	85.71
NC_021346	Mycobacterium phage Gizmo	241	96	4.56
NC_001609	Enterobacteria phage P4	14	21	14.29
NC_011021	Mycobacterium phage Lockley	90	37	6.67
NC_005902	Lymphocystis disease virus - isolate China	239	115	4.60
NC_007053	Staphylococcus phage 3A	67	35	13.43
NC_015295	Erwinia phage phiEt88	68	45	11.76
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	26	1.44
NC_023721	Mycobacterium phage Drago	103	34	4.85
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	16	3.05
NC_019418	Streptococcus phage phiNJ2	55	12	7.27
NC_021563	Serratia phage Eta	69	38	14.49
NC_022771	Bacillus phage Grass	252	129	4.76
NC_024391	Staphylococcus phage DW2	62	20	8.06
NC_008371	Lactococcus virus jj50	49	14	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	8	0.67
NC_024145	Mycobacterium phage Hosp	97	14	4.12
NC_014595	Shigella phage SP18	284	59	7.04
NC_023698	Mycobacterium phage Avani	107	34	4.67
NC_024141	Mycobacterium phage Kampy	88	115	15.91
NC_019527	Aeromonas phage vB_AsaM-56	83	19	6.02
NC_024208	Lactococcus phage P118	80	2	2.50
NC_006151	Suid alphaherpesvirus 1	69	25	1.45
NC_020202	Pseudomonas phage JBD5	59	2	3.39
NC_005357	Bordetella virus BPP1	49	103	46.94
NC_004810	Cucurbit yellow stunting disorder virus	8	15	12.50
NC_023579	Erwinia phage Ea9-2	94	24	17.02
NC_013259	Tomato infectious chlorosis virus	8	11	12.50
NC_019457	Vibrio phage CP-T1	70	79	11.43
NC_003038	Invertebrate iridescent virus 6	468	120	4.06
NC_022978	Carnation yellow fleck virus	9	10	11.11
NC_020883	Bacillus phage PM1	86	15	5.81
NC_016571	Pseudomonas phage OBP	309	49	2.91
NC_021796	Cellulophaga phage phi38:1	101	142	16.83
NC_022747	Vibrio phage VPUSM 8	43	9	11.63
NC_019417	Salmonella phage SPN19	72	16	11.11
NC_022790	Marine gokushovirus	6	1	16.67
NC_009232	Salmonella phage SETP3	63	19	9.52
NC_016654	Rhodococcus phage REQ3	60	15	6.67
NC_024206	Lactobacillus phage phi jlb1	54	21	7.41
NC_018831	Listeria phage P70	119	24	4.20
NC_023590	Acinetobacter phage IME_AB3	57	33	12.28
NC_004684	Mycobacterium phage Rosebush	90	52	7.78
NC_025450	Lelliottia phage phD2B	49	14	8.16
NC_015282	Synechococcus phage S-SM1	234	500	30.77
NC_005879	Vibrio phage VP2	47	19	10.64
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	70	7.80
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	8	1.47
NC_009514	Enterobacteria phage cdtI	60	55	25.00
NC_009531	Synechococcus phage Syn5	61	58	16.39
NC_001978	Streptomyces phage phiC31	53	34	13.21
NC_023574	Lactococcus phage phiL47	189	137	5.82
NC_018834	Propionibacterium phage P9.1	45	2	4.44
NC_021304	Streptomyces phage Sujidade	77	195	10.39
NC_023597	Mycobacterium phage 20ES	96	57	9.38
NC_023557	Erwinia phage Ea35-70	318	96	3.77
NC_007623	Pseudomonas phage EL	201	50	2.49
NC_021321	Halovirus HRTV-8	124	14	3.23
NC_027983	Escherichia phage AR1	281	65	7.12
NC_002686	Cercopithecine alphaherpesvirus 9	74	31	4.05
NC_015269	Salmonella virus SPC35	145	91	16.55
NC_004367	Callitrichine gammaherpesvirus 3	72	11	1.39
NC_011398	Clostridium virus phiCD27	75	53	8.00
NC_004914	Escherichia phage Stx2 II	170	55	7.65
NC_007807	Pseudomonas phage 119X	53	4	3.77
NC_025461	Synechococcus phage S-CBP3	53	128	30.19
NC_009015	Burkholderia virus BcepF1	127	134	24.41
NC_021805	Cellulophaga phage phi12a:1	13	2	7.69
NC_015465	Synechococcus phage S-CBS3	46	123	26.09
NC_020203	Pseudomonas phage JBD24	58	2	3.45
NC_023677	Chimpanzee herpesvirus strain 105640	77	15	3.90
NC_021338	Mycobacterium phage Chy4	73	44	15.07
NC_008348	Leucania separata nucleopolyhedrovirus	169	2	0.59
NC_009737	Bacillus virus 1	54	16	11.11
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	5	1.50
NC_018859	Escherichia phage ECBP2	120	70	10.00
NC_019522	Pectobacterium phage ZF40	68	66	13.24
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	15	22.81
NC_019442	Escherichia phage TL-2011c	72	18	11.11
NC_007806	Pseudomonas phage 73	52	57	17.31
NC_013644	Enterococcus phage phiFL4A	55	32	10.91
NC_029024	Bacillus virus 250	54	12	7.41
NC_028908	Achromobacter phage phiAxp-3	80	16	16.25
NC_020875	Synechococcus phage S-SSM4	220	477	34.09
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	40	8.11
NC_025448	Enterobacteria phage RB27	271	64	6.64
NC_025419	Enterobacteria phage RB3	273	70	8.06
NC_027979	Enterobacteria phage RB68	276	64	7.25
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	13	1.23
NC_021777	Salmonella phage Jersey	69	32	11.59
NC_008205	Mycobacterium phage PMC	104	32	4.81
NC_020159	Halovirus HSTV-2	103	4	0.97
NC_010393	Phage Gifsy-2	55	49	25.45
NC_003663	Cowpox virus	233	56	2.58
NC_023695	Mycobacterium phage Violet	90	34	8.89
NC_008583	Staphylococcus phage phiNM	64	8	4.69
NC_003618	Lettuce infectious yellows virus	5	21	20.00
NC_013651	Vibrio phage N4	47	69	21.28
NC_023423	Pithovirus sibericum	467	368	4.93
NC_022343	Klebsiella phage 0507-KN2-1	154	36	12.99
NC_025415	Lactobacillus phage Ld25A	51	25	9.80
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	120	5.98
NC_020837	Synechococcus phage S-CAM1	231	389	30.74
NC_012419	Enterococcus phage EFAP-1	24	3	4.17
NC_019548	Ralstonia phage RSS0	12	1	8.33
NC_022983	Mycobacterium phage Bernardo	100	32	6.00
NC_021349	Mycobacterium phage Astraea	232	100	5.17
NC_013756	Marseillevirus marseillevirus	428	139	4.91
NC_023583	Pseudomonas phage TL	65	118	16.92
NC_007581	Clostridium phage c-st	198	92	3.03
NC_018845	Propionibacterium phage P104A	45	1	2.22
NC_015780	Wiseana iridescent virus	193	125	7.25
NC_024135	Mycobacterium phage Bernal13	60	46	6.67
NC_022063	Mycobacterium phage Phelemich	95	40	7.37
NC_023559	Oenococcus phage phi9805	55	7	1.82
NC_027997	Campylobacter virus CP220	194	25	6.70
NC_011271	Mycobacterium phage Cali	222	98	4.95
NC_023748	Mycobacterium phage SkiPole	102	24	4.90
NC_013599	Xylella phage Xfas53	45	56	24.44
NC_014457	Clostridium phage phiCTP1	86	58	8.14
NC_012635	Enterobacteria phage RB51	273	67	7.69
NC_006944	Mint virus 1	9	10	11.11
NC_023594	Shewanella phage Spp001	67	15	5.97
NC_022365	Piper yellow mottle virus	4	4	25.00
NC_019501	Enterobacteria phage IME10	27	53	29.63
NC_009993	Mycobacterium phage Giles	77	9	5.19
NC_004589	Streptococcus phage 315.6	51	39	9.80
NC_014900	Salmonella phage ST160	63	59	17.46
NC_009799	Corynebacterium phage BFK20	53	15	7.55
NC_008204	Mycobacterium phage Qyrzula	81	52	7.41
NC_022087	Mycobacterium phage AnnaL29	96	57	9.38
NC_020865	Cyanophage KBS-P-1A	57	169	28.07
NC_001330	Enterobacteria phage alpha3	10	7	50.00
NC_018278	Burkholderia phage KL1	55	29	12.73
NC_001332	Escherichia virus I22	9	9	11.11
NC_019447	Brucella phage Pr	57	38	15.79
NC_003521	Panine betaherpesvirus 2	169	3	0.59
NC_024210	Escherichia phage e4/1c	72	23	5.56
NC_023440	Wallerfield virus	3	1	33.33
NC_013195	Staphylococcus phage P954	69	56	11.59
NC_021779	Salmonella phage FSLSP030	71	29	14.08
NC_023009	Staphylococcus phage Sb-1	168	26	4.76
NC_004813	Enterobacteria phage BP-4795	85	50	18.82
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	36	13.79
NC_023713	Mycobacterium phage Blue7	103	69	10.68
NC_013953	Lymantria xylina MNPV	157	9	2.55
NC_024204	Salmonella phage vB_SenS-Ent3	60	18	10.00
NC_019451	Pseudomonas phage NH-4	94	198	84.04
NC_023565	Mycobacterium phage Nyxis	87	115	18.39
NC_023563	Mycobacterium phage Suffolk	97	13	4.12
NC_024357	Streptococcus phage K13	53	15	7.55
NC_024711	uncultured crAssphage	80	6	2.50
NC_007052	Staphylococcus phage 42E	79	73	10.13
NC_024365	Pseudomonas phage phiPSA1	52	50	26.92
NC_010355	Azospirillum phage Cd	95	37	13.68
NC_005946	Frog virus 3	99	97	9.09
NC_020488	Vibrio phage VvAW1	40	75	35.00
NC_021339	Streptomyces phage Zemlya	76	200	10.53
NC_010671	Musca domestica salivary gland hypertrophy virus	108	49	2.78
NC_022094	Bacillus phage Wip1	27	1	3.70
NC_002593	Plutella xylostella granulovirus	120	3	1.67
NC_019925	Dickeya virus Limestone	201	31	7.96
NC_021806	Cellulophaga phage phi14:2	133	193	9.77
NC_001604	Enterobacteria phage T7	60	71	23.33
NC_013698	Clavibacter phage CMP1	74	36	9.46
NC_002188	Fowlpox virus	261	31	3.07
NC_001835	Lactococcus virus sk1	56	16	1.79
NC_018276	Croceibacter phage P2559S	68	22	5.88
NC_023558	Cronobacter phage Dev2	45	34	17.78
NC_019410	Caulobacter virus Karma	353	127	6.52
NC_016564	Planktothrix phage PaV-LD	142	449	7.75
NC_018842	Propionibacterium phage P1.1	45	1	2.22
NC_024212	Enterococcus phage VD13	88	23	5.68
NC_013804	Pseudocowpox virus	134	1	0.75
NC_008518	Trichoplusia ni ascovirus 2c	164	76	3.66
NC_024125	Escherichia phage vB_EcoM_112	279	71	7.53
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	23	3.57
NC_029008	Bacillus phage phi4J1	67	68	2.99
NC_004996	Streptococcus phage SM1	56	3	3.57
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	8	1.69
NC_007804	Escherichia phage phiV10	55	52	23.64
NC_013696	Enterococcus phage phiEf11	65	45	10.77
NC_009813	Listeria phage B054	80	55	3.75
NC_008722	Staphylococcus phage CNPH82	65	54	12.31
NC_011612	Staphylococcus phage Ipla35	62	37	12.90
NC_009812	Listeria phage B025	65	23	7.69
NC_005354	Lactobacillus prophage Lj928	50	10	4.00
NC_022053	Mycobacterium phage Papyrus	100	51	4.00
NC_009904	Enterococcus phage phiEF24C	221	23	2.71
NC_006882	Prochlorococcus phage P-SSP7	58	87	29.31
NC_022612	Turkey aviadenovirus 4	33	2	3.03
NC_020201	Pectobacterium phage phiTE	242	120	10.74
NC_023732	Mycobacterium phage Rumpelstiltskin	110	23	7.27
NC_019914	Staphylococcus phage StB27	53	11	5.66
NC_023605	Vibrio phage PVA1	21	24	33.33
NC_024144	Clostridium phage CDMH1	84	47	5.95
NC_021559	Prochlorococcus phage P-SSM3	214	415	28.97
NC_018284	Staphylococcus phage Ipla7	59	18	11.86
NC_019405	Caulobacter virus phiCbK	338	127	6.80
NC_008187	Invertebrate iridescent virus 3	126	104	9.52
NC_023726	Mycobacterium phage Euphoria	94	29	7.45
NC_019913	Pseudomonas phage PaP1	167	62	14.97
NC_010561	Bean yellow disorder virus	9	36	11.11
NC_011801	Lactobacillus phage Lv-1	47	24	10.64
NC_023734	Psychrobacter phage Psymv2	49	56	24.49
NC_004724	Grapevine rootstock stem lesion associated virus	8	37	12.50
NC_024330	Pseudomonas phage JD024	58	4	5.17
NC_024367	Dinoroseobacter phage DFL12phi1	86	31	15.12
NC_022920	Staphylococcus phage S25-3	206	41	3.88
NC_006150	Macacine betaherpesvirus 3	223	3	0.45
NC_004681	Mycobacterium phage Cjw1	141	110	7.80
NC_011085	Morganella phage MmP1	49	65	22.45
NC_002363	Vibrio phage VfO4K68	8	1	12.50
NC_008210	Ranid herpesvirus 2	147	1	0.68
NC_023708	Mycobacterium phage Dreamboat	94	15	6.38
NC_018084	Clostridium phage phiZP2	27	12	7.41
NC_005344	Shigella phage Sf6	66	95	24.24
NC_007710	Xanthomonas phage OP2	62	44	11.29
NC_016766	Synechococcus phage S-CBS4	105	91	23.81
NC_023729	Mycobacterium phage Charlie	68	40	7.35
NC_016448	Saimiriine betaherpesvirus 4	141	4	0.71
NC_008575	Ralstonia phage RSS1	12	1	8.33
NC_024142	Escherichia phage Bp4	94	15	13.83
NC_005038	Adoxophyes orana granulovirus	119	1	0.84
NC_020482	Pelagibacter phage HTVC011P	45	105	33.33
NC_014661	Acinetobacter phage Acj61	241	65	11.20
NC_021793	Cellulophaga phage phi48:2	29	6	6.90
NC_020077	Sulfolobus virus STSV2	75	4	5.33
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	22	2.19
NC_008197	Mycobacterium phage Orion	100	14	4.00
NC_016434	Gordonia phage GTE5	92	20	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	99	4.78
NC_019549	Liberibacter phage SC1	40	27	22.50
NC_011040	Enterobacteria phage BA14	52	58	21.15
NC_027356	Escherichia virus DT57C	133	82	15.79
NC_019518	Vibrio phage vB_VchM-138	67	69	11.94
NC_023604	Mycobacterium phage Jolie2	62	10	4.84
NC_021062	Pseudomonas phage Phi-S1	47	31	17.02
NC_003391	Camelpox virus	211	48	2.84
NC_022989	Lactobacillus virus LLKu	51	21	3.92
NC_019515	Bacillus phage BCD7	140	105	7.86
NC_022918	Staphylococcus phage S25-4	184	38	3.80
NC_022330	Mycobacterium phage Quink	151	115	6.62
NC_009542	Aeromonas phage phiO18P	45	12	13.33
NC_020078	Cronobacter phage vB_CskP_GAP227	49	8	4.08
NC_019491	Cyprinid herpesvirus 1	143	43	2.80
NC_001598	Beet yellows virus	8	10	12.50
NC_022324	Mycobacterium phage Sarfire	99	31	5.05
NC_022969	Mycobacterium phage PhatBacter	148	119	7.43
NC_019706	Enterobacteria phage mEp043 c-1	69	56	18.84
NC_009810	Listeria phage A500	63	18	4.76
NC_023741	Mycobacterium phage Stinger	95	22	6.32
NC_006560	Cercopithecine alphaherpesvirus 2	75	22	4.00
NC_024211	Bacillus phage Megatron	290	10	1.38
NC_005294	Streptococcus phage EJ-1	73	34	5.48
NC_010537	Acidianus filamentous virus 9	73	11	2.74
NC_016652	Rhodococcus phage REQ2	82	15	4.88
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	36	4.94
NC_009014	Erwinia amylovora phage Era103	53	16	11.32
NC_015288	Prochlorococcus phage Syn1	234	315	26.92
NC_018863	Bacillus phage B4	277	81	3.61
NC_019915	Staphylococcus phage StB20	65	40	12.31
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	7	2.44
NC_004305	Lactobacillus phage phig1e	60	13	5.00
NC_015254	Brochothrix phage BL3	67	31	5.97
NC_011811	Erwinia phage phiEa21-4	118	43	8.47
NC_015158	Vibrio phage ICP2	72	18	15.28
NC_015585	Pantoea phage LIMEzero	57	20	8.77
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	125	13.79
NC_023689	Mycobacterium phage Lilac	140	113	7.14
NC_026421	Equid gammaherpesvirus 5	79	35	5.06
NC_028671	Enterococcus phage vB_EfaS_IME197	70	17	5.71
NC_019912	Bacillus virus BMBtp2	53	20	9.43
NC_002671	Lactococcus phage bIL312	27	22	7.41
NC_025463	Shewanella sp. phage 1/44	75	26	9.33
NC_022098	Pandoravirus salinus	2541	445	1.61
NC_010152	Acidianus filamentous virus 6	66	4	3.03
NC_019714	Enterobacteria phage HK446	60	62	25.00
NC_021331	Shigella phage pSf-1	94	25	7.45
NC_020200	Pseudomonas phage JBD88a	55	1	1.82
NC_010237	Escherichia phage Min27	83	40	12.05
NC_001611	Variola virus	197	49	2.54
NC_023696	Mycobacterium phage Dandelion	239	100	5.44
NC_021861	Lactococcus phage BM13	55	16	7.27
NC_011288	Mycobacterium phage Fruitloop	102	12	3.92
NC_022744	Erwinia phage FE44	51	65	29.41
NC_001629	Lactococcus phage bIL67	37	5	5.41
NC_007062	Staphylococcus phage 52A	60	2	3.33
NC_024306	Fruit bat alphaherpesvirus 1	70	19	1.43
NC_014458	Mycobacterium virus Angelica	94	29	7.45
NC_021536	Synechococcus phage S-IOM18	209	390	32.06
NC_023690	Mycobacterium phage Courthouse	241	114	4.98
NC_020866	Rhodovulum phage RS1	56	73	8.93
NC_020479	Bacillus virus Curly	77	92	6.49
NC_019916	Lactobacillus virus ATCC8014	60	8	5.00
NC_011023	Mycobacterium phage Pukovnik	88	50	12.50
NC_005885	Actinoplanes phage phiAsp2	76	23	6.58
NC_022773	Bacillus virus Blastoid	79	94	5.06
NC_001884	Bacillus virus SPbeta	185	223	6.49
NC_020490	Staphylococcus phage StB12	74	28	4.05
NC_000902	Enterobacteria phage VT2-Sakai	83	36	12.05
NC_000896	Lactobacillus phage phiadh	63	26	6.35
NC_024362	Pseudomonas phage phiPSA2	47	40	21.28
NC_024387	Listeria phage LP-101	70	27	8.57
NC_023686	Mycobacterium phage Gadjet	102	33	5.88
NC_021068	Vibrio phage douglas 12A4	75	34	17.33
NC_019456	Lactobacillus phage JCL1032	77	18	6.49
NC_024782	Pseudomonas phage MP48	50	2	4.00
NC_003278	Pseudomonas phage phiCTX	47	16	23.40
NC_024370	Streptococcus phage IC1	49	22	14.29
NC_024146	Enterobacteria phage 9g	71	86	16.90
NC_022334	Propionibacterium phage PHL112N00	46	1	2.17
NC_026268	Pseudoplusia includens SNPV IE	141	13	2.13
NC_004827	Haemophilus phage Aaphi23	66	80	15.15
NC_019519	Agrobacterium phage 7-7-1	127	14	3.94
NC_023746	Mycobacterium phage GUmbie	104	35	6.73
NC_008199	Mycobacterium phage Pipefish	102	13	4.90
NC_021071	Cyanophage P-RSM1	212	430	31.13
NC_005045	Pseudomonas phage phiKMV	49	3	4.08
NC_011046	Lactococcus virus Bibb29	54	16	1.85
NC_007458	Bacillus phage Gamma	53	27	9.43
NC_024366	Mycobacterium phage OkiRoe	96	32	6.25
NC_012638	Enterobacteria phage RB14	274	63	6.93
NC_022916	Burkholderia phage JG068	49	10	10.20
NC_024216	Bacillus phage CAM003	287	61	2.79
NC_009936	Pseudomonas phage LKA1	57	12	7.02
NC_023549	Clavibacter phage CN1A	78	13	6.41
NC_029016	Enterococcus phage vB_EfaS_IME198	95	21	3.16
NC_009816	Corynebacterium phage P1201	97	57	4.12
NC_003387	Mycobacterium phage TM4	89	21	5.62
NC_021803	Cellulophaga phage phi13:2	127	51	12.60
NC_023848	Anopheles minimus irodovirus	131	89	11.45
NC_007456	Enterobacteria phage K1F	43	48	20.93
NC_021318	Mycobacterium phage Chy5	88	43	13.64
NC_023005	Pseudomonas phage PPpW-4	50	25	16.00
NC_018852	Propionibacterium phage P100D	47	1	2.13
NC_019449	Lactobacillus virus c5	50	37	14.00
NC_021342	Edwardsiella phage PEi21	71	22	9.86
NC_019504	Erwinia phage vB_EamM-Y2	92	55	10.87
NC_025433	Mycobacterium phage Taj	110	31	5.45
NC_018849	Propionibacterium phage P105	45	1	2.22
NC_015323	Fowl aviadenovirus C	46	10	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	58	14.67
NC_020855	Cyanophage P-RSM6	221	314	29.86
NC_011589	Stenotrophomonas phage S1	48	41	18.75
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	8	0.68
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	3	3.92
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	80	7.43
NC_003324	Sinorhizobium phage PBC5	83	32	18.07
NC_024389	Leuconostoc phage phiLNTR2	42	3	2.38
NC_025456	Synechococcus phage S-CBP1	50	141	28.00
NC_017975	Halocynthia phage JM-2012	173	105	1.16
NC_024385	Leuconostoc phage phiLN12	41	1	2.44
NC_008193	Pasteurella phage F108	44	10	6.82
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	4	1.59
NC_015250	Acinetobacter virus 133	257	46	10.12
NC_022761	Bacillus phage CampHawk	231	150	5.63
NC_021072	Cyanophage Syn30	209	480	33.49
NC_009503	Spodoptera litura granulovirus	136	19	2.21
NC_030117	Canid alphaherpesvirus 1	76	16	1.32
NC_011042	Enterobacteria phage EcoDS1	53	51	16.98
NC_019528	Aeromonas phage phiAS7	51	5	7.84
NC_022055	Mycobacterium phage Bobi	107	12	5.61
NC_001661	Citrus tristeza virus	11	36	9.09
NC_019521	Sphingomonas phage PAU	295	179	5.08
NC_007924	Lactobacillus phage KC5a	61	9	3.28
NC_022613	Turkey aviadenovirus 5	37	5	2.70
NC_019543	Aeromonas phage Aes508	230	76	12.61
NC_021301	Mycobacterium phage SiSi	99	36	7.07
NC_017985	Salmonella phage SPN9CC	62	63	20.97
NC_012749	Escherichia phage wV8	140	16	6.43
NC_025428	Ruegeria phage DSS3-P1	82	43	15.85
NC_010324	Escherichia virus phiEco32	128	62	10.16
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	10	1.38
NC_024783	Escherichia phage EK99P-1	62	33	16.13
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	21	0.65
NC_021325	Clostridium phage vB_CpeS-CP51	50	13	8.00
NC_002371	Salmonella virus P22	72	61	15.28
NC_002520	Amsacta moorei entomopoxvirus	294	65	2.38
NC_021801	Staphylococcus phage SA12	58	20	6.90
NC_018283	Burkholderia phage AH2	78	24	12.82
NC_011107	Pseudomonas phage PT2	54	4	5.56
NC_005880	Staphylococcus virus K	233	40	4.72
NC_011201	Ralstonia phage RSB1	47	11	12.77
NC_001132	Myxoma virus	170	15	3.53
NC_020197	Streptococcus phage TP-J34	60	9	1.67
NC_008723	Staphylococcus phage PH15	68	35	10.29
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	109	3.78
NC_021790	Cellulophaga phage phi18:1	65	36	12.31
NC_018454	Cronobacter phage phiES15	52	66	17.31
NC_004086	Sulfolobus islandicus rod-shaped virus 2	54	1	1.85
NC_013007	Carrot yellow leaf virus	10	9	10.00
NC_013085	Synechococcus phage S-RSM4	237	359	25.32
NC_022090	Staphylococcus phage vB_SauM_Remus	174	17	2.87
NC_015287	Synechococcus phage S-SSM7	319	469	26.65
NC_012696	Sulfitobacter phage EE36phi1	79	32	18.99
NC_018835	Escherichia phage NJ01	109	18	4.59
NC_019559	Murid betaherpesvirus 8	137	2	0.73
NC_016764	Pseudomonas phage Bf7	46	19	8.70
NC_010821	Pseudomonas phage 201phi2-1	461	91	2.82
NC_001902	Methanobacterium phage psiM2	32	13	3.12
NC_023500	Staphylococcus phage StauST398-5	65	29	4.62
NC_007021	Staphylococcus phage Twort	195	22	4.10
NC_001731	Molluscum contagiosum virus subtype 1	163	14	1.23
NC_023863	Vibrio phage CHOED	91	107	12.09
NC_022774	Bacillus phage Slash	111	12	3.60
NC_024303	Bovine gammaherpesvirus 6	79	12	3.80
NC_020867	Synechococcus phage S-RIP1	55	133	18.18
NC_021343	Burkholderia phage ST79	49	25	22.45
NC_021326	Staphylococcus phage StauST398-1	69	4	4.35
NC_011273	Mycobacterium phage Myrna	229	150	6.99
NC_020858	Sulfitobacter phage pCB2047-A	72	124	20.83
NC_005859	Escherichia virus T5	162	87	14.81
AC_000190	Tree shrew adenovirus 1	36	1	2.78
NC_015463	Synechococcus phage S-CBS2	102	154	18.63
NC_002185	Streptococcus phage 7201	46	9	6.52
NC_019423	Escherichia phage IME11	91	17	15.38
NC_000935	Hamiltonella virus APSE1	54	58	16.67
NC_023570	Acinetobacter phage Petty	45	14	8.89
NC_002229	Gallid alphaherpesvirus 2	85	9	3.53
NC_011335	Diadromus pulchellus ascovirus 4a	119	132	10.92
NC_011613	Pseudomonas phage MP29	51	2	3.92
NC_020874	Prochlorococcus phage P-SSP3	53	35	18.87
NC_019486	Lactobacillus phage LF1	57	40	5.26
NC_025438	Mycobacterium phage Soto	98	14	4.08
NC_004166	Bacillus phage SPP1	97	97	6.19
NC_004777	Yersinia phage phiA1122	50	69	26.00
NC_008694	Yersinia phage Berlin	45	54	28.89
NC_023599	Bacillus phage phiCM3	56	38	10.71
NC_015289	Synechococcus phage S-SSM5	225	486	30.67
NC_008035	Antheraea pernyi nucleopolyhedrovirus	147	8	0.68
NC_019487	Bacillus phage SP-10	236	117	6.36
