Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_022060	Mycobacterium phage Velveteen	100	34	3.00
NC_022914	Staphylococcus phage phiRS7	62	49	11.29
NC_018850	Pseudomonas phage UFV-P2	75	129	12.00
NC_022752	Salmonella phage SETP13	69	31	10.14
NC_019488	Salmonella phage RE-2010	47	24	14.89
NC_015933	Escherichia phage vB_EcoP_G7C	79	14	13.92
NC_022059	Mycobacterium phage DrDrey	144	134	7.64
NC_025444	Mycobacterium phage RedRock	95	52	9.47
NC_022758	Staphylococcus phage YMC/09/04/R1988	62	66	19.35
NC_019545	Salmonella phage SPN3UB	71	32	12.68
NC_019510	Erwinia phage vB_EamP-L1	51	34	25.49
NC_019544	Deep-sea thermophilic phage D6E	49	168	24.49
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	646	32.38
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	59	20.31
NC_008721	Streptococcus phage SMP	48	23	8.33
NC_019507	Campylobacter virus CP21	257	40	7.00
NC_024358	Anabaena phage A-4L	38	22	10.53
NC_023707	Mycobacterium phage Turbido	94	47	8.51
NC_022751	Cyanophage PP	41	37	9.76
NC_018856	Bacillus phage Bastille	273	86	3.66
NC_022066	Mycobacterium phage Redno2	231	137	6.06
NC_013693	Shigella phage Ag3	216	74	13.43
NC_028776	Escherichia phage CAjan	91	116	10.99
NC_023006	Pseudomonas phage PPpW-3	66	95	22.73
NC_009820	Mycobacterium phage Tweety	109	117	8.26
NC_024354	Cronobacter phage CR8	269	96	6.69
NC_018452	Burkholderia virus DC1	73	69	30.14
NC_016767	Erwinia phage PEp14	64	24	15.62
NC_024379	Escherichia phage PE3-1	48	35	16.67
NC_026016	Staphylococcus phage phiBU01	46	12	15.22
NC_019523	Clostridium phage phi24R	22	7	4.55
NC_019926	Erwinia phage phiEa100	51	19	13.73
NC_020414	Enterobacteria phage UAB_Phi78	58	11	6.90
NC_009935	Pseudomonas phage LKD16	53	6	9.43
NC_001331	Pseudomonas phage Pf1	14	8	50.00
NC_011356	Enterobacteria phage YYZ-2008	75	85	16.00
NC_011646	Abalone shriveling syndrome-associated virus	31	43	16.13
NC_004587	Streptococcus phage 315.4	64	30	12.50
NC_010646	Beluga Whale coronavirus SW1	14	1	7.14
NC_021560	Rhizobium phage RR1-A	68	77	19.12
NC_001482	Feline immunodeficiency virus	6	1	16.67
NC_004616	Staphylococcus phage Phi12	49	64	24.49
NC_016160	Escherichia phage HK75	58	71	31.03
NC_012743	Burkholderia virus Bcepil02	76	69	30.26
AC_000191	Bovine mastadenovirus A	29	17	3.45
NC_025424	Bacillus phage Waukesha92	72	4	5.56
NC_007734	Bacillus virus Wbeta	53	29	15.09
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	13	5.00
NC_003390	Synechococcus phage P60	55	59	14.55
NC_018848	Streptomyces phage SV1	55	16	5.45
NC_028957	Escherichia phage vB_EcoM_VR26	291	88	11.00
NC_023586	Ralstonia phage 1 NP-2014	16	26	12.50
NC_009447	Burkholderia phage BcepGomr	75	89	20.00
NC_024359	Listeria phage LP-048	177	59	7.34
NC_019717	Enterobacteria phage HK225	69	42	23.19
NC_017972	Pseudomonas phage Lu11	391	126	3.07
NC_010353	Streptococcus phage 858	46	14	6.52
NC_011020	Mycobacterium phage Jasper	94	29	8.51
NC_019716	Enterobacteria phage mEp460	59	49	18.64
NC_023865	Pectobacterium phage PM1	63	40	11.11
NC_020851	Synechococcus phage S-SKS1	281	1069	37.01
NC_029084	Paenibacillus phage Rani	61	85	29.51
NC_002687	Ectocarpus siliculosus virus 1	240	333	8.33
NC_014260	Enterobacteria phage IME08	253	120	13.83
NC_002166	Escherichia virus HK022	35	64	45.71
NC_015274	Streptococcus phage Dp-1	72	118	15.28
NC_020478	Bacillus virus Andromeda	79	113	5.06
NC_005091	Burkholderia phage BcepNazgul	73	40	15.07
NC_019767	Enterobacteria phage HK544	63	89	25.40
NC_007810	Pseudomonas phage F8	91	248	97.80
NC_021346	Mycobacterium phage Gizmo	241	107	5.39
NC_001609	Enterobacteria phage P4	14	14	14.29
NC_011021	Mycobacterium phage Lockley	90	54	8.89
NC_005902	Lymphocystis disease virus - isolate China	239	139	3.77
NC_007053	Staphylococcus phage 3A	67	68	17.91
NC_015295	Erwinia phage phiEt88	68	66	17.65
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	34	1.44
NC_023721	Mycobacterium phage Drago	103	35	5.83
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	34	7.93
NC_019418	Streptococcus phage phiNJ2	55	19	9.09
NC_021563	Serratia phage Eta	69	47	11.59
NC_022771	Bacillus phage Grass	252	140	6.75
NC_024391	Staphylococcus phage DW2	62	26	8.06
NC_008371	Lactococcus virus jj50	49	10	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	8	1.34
NC_024145	Mycobacterium phage Hosp	97	23	4.12
NC_014595	Shigella phage SP18	284	78	9.51
NC_023698	Mycobacterium phage Avani	107	43	7.48
NC_024141	Mycobacterium phage Kampy	88	121	15.91
NC_019527	Aeromonas phage vB_AsaM-56	83	23	10.84
NC_024208	Lactococcus phage P118	80	2	2.50
NC_006151	Suid alphaherpesvirus 1	69	20	2.90
NC_020202	Pseudomonas phage JBD5	59	5	6.78
NC_005357	Bordetella virus BPP1	49	134	53.06
NC_004810	Cucurbit yellow stunting disorder virus	8	10	12.50
NC_023579	Erwinia phage Ea9-2	94	23	12.77
NC_013259	Tomato infectious chlorosis virus	8	20	12.50
NC_019457	Vibrio phage CP-T1	70	94	12.86
NC_003038	Invertebrate iridescent virus 6	468	152	2.99
NC_022978	Carnation yellow fleck virus	9	24	11.11
NC_020883	Bacillus phage PM1	86	20	8.14
NC_016571	Pseudomonas phage OBP	309	51	2.91
NC_021796	Cellulophaga phage phi38:1	101	199	12.87
NC_022747	Vibrio phage VPUSM 8	43	5	9.30
NC_019417	Salmonella phage SPN19	72	38	12.50
NC_009232	Salmonella phage SETP3	63	29	9.52
NC_016654	Rhodococcus phage REQ3	60	29	8.33
NC_024206	Lactobacillus phage phi jlb1	54	25	11.11
NC_018831	Listeria phage P70	119	26	4.20
NC_023590	Acinetobacter phage IME_AB3	57	47	17.54
NC_004684	Mycobacterium phage Rosebush	90	93	8.89
NC_025450	Lelliottia phage phD2B	49	16	14.29
NC_015282	Synechococcus phage S-SM1	234	870	31.62
NC_005879	Vibrio phage VP2	47	31	8.51
NC_012757	Vibrio phage VEJphi	11	1	9.09
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	96	10.28
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	7	2.21
NC_009514	Enterobacteria phage cdtI	60	51	23.33
NC_009531	Synechococcus phage Syn5	61	62	14.75
NC_001978	Streptomyces phage phiC31	53	60	16.98
NC_023574	Lactococcus phage phiL47	189	151	6.88
NC_018834	Propionibacterium phage P9.1	45	1	2.22
NC_021304	Streptomyces phage Sujidade	77	252	11.69
NC_023597	Mycobacterium phage 20ES	96	55	11.46
NC_023557	Erwinia phage Ea35-70	318	111	2.52
NC_007623	Pseudomonas phage EL	201	54	4.48
NC_021321	Halovirus HRTV-8	124	14	2.42
NC_027983	Escherichia phage AR1	281	95	9.61
NC_002686	Cercopithecine alphaherpesvirus 9	74	41	5.41
NC_015269	Salmonella virus SPC35	145	107	20.69
NC_004367	Callitrichine gammaherpesvirus 3	72	15	2.78
NC_011398	Clostridium virus phiCD27	75	91	10.67
NC_004914	Escherichia phage Stx2 II	170	49	6.47
NC_007807	Pseudomonas phage 119X	53	3	3.77
NC_025461	Synechococcus phage S-CBP3	53	137	26.42
NC_009015	Burkholderia virus BcepF1	127	177	27.56
NC_015465	Synechococcus phage S-CBS3	46	151	23.91
NC_020203	Pseudomonas phage JBD24	58	5	5.17
NC_023677	Chimpanzee herpesvirus strain 105640	77	16	3.90
NC_021338	Mycobacterium phage Chy4	73	45	12.33
NC_008348	Leucania separata nucleopolyhedrovirus	169	6	1.78
NC_009737	Bacillus virus 1	54	24	16.67
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	11	1.87
NC_018859	Escherichia phage ECBP2	120	94	9.17
NC_019522	Pectobacterium phage ZF40	68	72	10.29
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	15	14.04
NC_019442	Escherichia phage TL-2011c	72	30	13.89
NC_007806	Pseudomonas phage 73	52	50	19.23
NC_013644	Enterococcus phage phiFL4A	55	60	14.55
NC_029024	Bacillus virus 250	54	24	11.11
NC_028908	Achromobacter phage phiAxp-3	80	15	10.00
NC_020875	Synechococcus phage S-SSM4	220	851	35.45
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	43	12.16
NC_025448	Enterobacteria phage RB27	271	93	8.86
NC_025419	Enterobacteria phage RB3	273	106	10.99
NC_027979	Enterobacteria phage RB68	276	105	10.87
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	19	2.45
NC_021777	Salmonella phage Jersey	69	34	11.59
NC_008205	Mycobacterium phage PMC	104	39	8.65
NC_020159	Halovirus HSTV-2	103	1	0.97
NC_010393	Phage Gifsy-2	55	64	20.00
NC_003663	Cowpox virus	233	60	3.00
NC_023695	Mycobacterium phage Violet	90	49	10.00
NC_008583	Staphylococcus phage phiNM	64	10	4.69
NC_003618	Lettuce infectious yellows virus	5	32	20.00
NC_013651	Vibrio phage N4	47	56	21.28
NC_023423	Pithovirus sibericum	467	497	4.50
NC_022343	Klebsiella phage 0507-KN2-1	154	69	17.53
NC_025415	Lactobacillus phage Ld25A	51	27	7.84
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	136	6.84
NC_020837	Synechococcus phage S-CAM1	231	691	34.63
NC_004065	Murid betaherpesvirus 1	161	2	0.62
NC_012419	Enterococcus phage EFAP-1	24	1	4.17
NC_019548	Ralstonia phage RSS0	12	1	8.33
NC_022983	Mycobacterium phage Bernardo	100	50	7.00
NC_021349	Mycobacterium phage Astraea	232	110	4.74
NC_013756	Marseillevirus marseillevirus	428	161	4.91
NC_023583	Pseudomonas phage TL	65	174	13.85
NC_007581	Clostridium phage c-st	198	117	9.09
NC_018845	Propionibacterium phage P104A	45	1	2.22
NC_015780	Wiseana iridescent virus	193	147	7.25
NC_024135	Mycobacterium phage Bernal13	60	51	5.00
NC_022063	Mycobacterium phage Phelemich	95	55	5.26
NC_023559	Oenococcus phage phi9805	55	12	3.64
NC_027997	Campylobacter virus CP220	194	35	8.25
NC_011271	Mycobacterium phage Cali	222	114	4.95
NC_023748	Mycobacterium phage SkiPole	102	37	5.88
NC_013599	Xylella phage Xfas53	45	80	31.11
NC_014457	Clostridium phage phiCTP1	86	88	11.63
NC_012635	Enterobacteria phage RB51	273	105	10.62
NC_006944	Mint virus 1	9	24	11.11
NC_023594	Shewanella phage Spp001	67	10	2.99
NC_022365	Piper yellow mottle virus	4	5	25.00
NC_019501	Enterobacteria phage IME10	27	61	33.33
NC_009993	Mycobacterium phage Giles	77	18	5.19
NC_004589	Streptococcus phage 315.6	51	66	9.80
NC_014900	Salmonella phage ST160	63	71	23.81
NC_009799	Corynebacterium phage BFK20	53	21	11.32
NC_008204	Mycobacterium phage Qyrzula	81	92	8.64
NC_022087	Mycobacterium phage AnnaL29	96	49	9.38
NC_020865	Cyanophage KBS-P-1A	57	220	26.32
NC_018278	Burkholderia phage KL1	55	36	14.55
NC_001332	Escherichia virus I22	9	10	11.11
NC_019447	Brucella phage Pr	57	70	24.56
NC_024210	Escherichia phage e4/1c	72	26	6.94
NC_023440	Wallerfield virus	3	1	33.33
NC_013195	Staphylococcus phage P954	69	68	11.59
NC_021779	Salmonella phage FSLSP030	71	55	15.49
NC_023009	Staphylococcus phage Sb-1	168	43	9.52
NC_004813	Enterobacteria phage BP-4795	85	66	17.65
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	36	15.52
NC_023713	Mycobacterium phage Blue7	103	90	8.74
NC_013953	Lymantria xylina MNPV	157	20	4.46
NC_024204	Salmonella phage vB_SenS-Ent3	60	23	11.67
NC_019451	Pseudomonas phage NH-4	94	256	95.74
NC_023565	Mycobacterium phage Nyxis	87	125	17.24
NC_023563	Mycobacterium phage Suffolk	97	12	7.22
NC_024357	Streptococcus phage K13	53	22	7.55
NC_024711	uncultured crAssphage	80	10	6.25
NC_007052	Staphylococcus phage 42E	79	102	16.46
NC_024365	Pseudomonas phage phiPSA1	52	68	38.46
NC_010355	Azospirillum phage Cd	95	44	12.63
NC_005946	Frog virus 3	99	91	8.08
NC_020488	Vibrio phage VvAW1	40	108	37.50
NC_021339	Streptomyces phage Zemlya	76	257	17.11
NC_010671	Musca domestica salivary gland hypertrophy virus	108	47	2.78
NC_002593	Plutella xylostella granulovirus	120	10	2.50
NC_019925	Dickeya virus Limestone	201	65	11.44
NC_021806	Cellulophaga phage phi14:2	133	244	11.28
NC_020900	Meno virus	6	1	16.67
NC_001604	Enterobacteria phage T7	60	69	15.00
NC_013698	Clavibacter phage CMP1	74	48	5.41
NC_002188	Fowlpox virus	261	34	2.30
NC_001835	Lactococcus virus sk1	56	10	1.79
NC_018276	Croceibacter phage P2559S	68	24	11.76
NC_023558	Cronobacter phage Dev2	45	29	17.78
NC_019410	Caulobacter virus Karma	353	182	8.22
NC_016564	Planktothrix phage PaV-LD	142	661	8.45
NC_018842	Propionibacterium phage P1.1	45	1	2.22
NC_024212	Enterococcus phage VD13	88	28	7.95
NC_008518	Trichoplusia ni ascovirus 2c	164	99	3.05
NC_024125	Escherichia phage vB_EcoM_112	279	104	11.47
NC_024390	Leuconostoc phage phiLN03	39	2	5.13
NC_028886	Bacillus phage phi4B1	56	22	10.71
NC_029008	Bacillus phage phi4J1	67	81	10.45
NC_004996	Streptococcus phage SM1	56	10	8.93
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	8	1.69
NC_007804	Escherichia phage phiV10	55	69	25.45
NC_013696	Enterococcus phage phiEf11	65	64	13.85
NC_009813	Listeria phage B054	80	91	13.75
NC_008722	Staphylococcus phage CNPH82	65	63	15.38
NC_011612	Staphylococcus phage Ipla35	62	69	20.97
NC_009812	Listeria phage B025	65	33	7.69
NC_005354	Lactobacillus prophage Lj928	50	14	6.00
NC_022053	Mycobacterium phage Papyrus	100	77	8.00
NC_009904	Enterococcus phage phiEF24C	221	29	4.52
NC_006882	Prochlorococcus phage P-SSP7	58	93	27.59
NC_022612	Turkey aviadenovirus 4	33	4	3.03
NC_020201	Pectobacterium phage phiTE	242	130	13.22
NC_023732	Mycobacterium phage Rumpelstiltskin	110	30	6.36
NC_019914	Staphylococcus phage StB27	53	21	9.43
NC_023605	Vibrio phage PVA1	21	21	38.10
NC_024144	Clostridium phage CDMH1	84	61	15.48
NC_021559	Prochlorococcus phage P-SSM3	214	750	33.18
NC_018284	Staphylococcus phage Ipla7	59	30	15.25
NC_019405	Caulobacter virus phiCbK	338	187	8.28
NC_008187	Invertebrate iridescent virus 3	126	117	7.94
NC_023726	Mycobacterium phage Euphoria	94	49	9.57
NC_019913	Pseudomonas phage PaP1	167	54	10.78
NC_010561	Bean yellow disorder virus	9	43	11.11
NC_011801	Lactobacillus phage Lv-1	47	25	10.64
NC_023734	Psychrobacter phage Psymv2	49	77	24.49
NC_004724	Grapevine rootstock stem lesion associated virus	8	30	12.50
NC_024330	Pseudomonas phage JD024	58	6	6.90
NC_024367	Dinoroseobacter phage DFL12phi1	86	34	9.30
NC_022920	Staphylococcus phage S25-3	206	55	7.77
NC_006150	Macacine betaherpesvirus 3	223	2	0.90
NC_004681	Mycobacterium phage Cjw1	141	134	9.22
NC_011085	Morganella phage MmP1	49	59	20.41
NC_008210	Ranid herpesvirus 2	147	1	0.68
NC_023708	Mycobacterium phage Dreamboat	94	29	8.51
NC_009541	Propionibacterium phage PA6	48	1	2.08
NC_018084	Clostridium phage phiZP2	27	19	7.41
NC_005344	Shigella phage Sf6	66	117	25.76
NC_007710	Xanthomonas phage OP2	62	43	14.52
NC_004679	Staphylococcus phage P68	22	2	9.09
NC_016766	Synechococcus phage S-CBS4	105	104	25.71
NC_023729	Mycobacterium phage Charlie	68	48	8.82
NC_016448	Saimiriine betaherpesvirus 4	141	4	1.42
NC_008575	Ralstonia phage RSS1	12	1	8.33
NC_016081	Grapevine leafroll-associated virus 5	7	1	14.29
NC_024142	Escherichia phage Bp4	94	15	11.70
NC_005038	Adoxophyes orana granulovirus	119	2	1.68
NC_020482	Pelagibacter phage HTVC011P	45	105	35.56
NC_014661	Acinetobacter phage Acj61	241	83	12.86
NC_021793	Cellulophaga phage phi48:2	29	10	6.90
NC_020077	Sulfolobus virus STSV2	75	2	1.33
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	19	2.19
NC_008197	Mycobacterium phage Orion	100	12	7.00
NC_016434	Gordonia phage GTE5	92	28	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	119	5.65
NC_019549	Liberibacter phage SC1	40	45	20.00
NC_011040	Enterobacteria phage BA14	52	52	17.31
NC_027356	Escherichia virus DT57C	133	109	19.55
NC_019518	Vibrio phage vB_VchM-138	67	79	14.93
NC_023604	Mycobacterium phage Jolie2	62	9	3.23
NC_021062	Pseudomonas phage Phi-S1	47	29	17.02
NC_003391	Camelpox virus	211	55	3.32
NC_022989	Lactobacillus virus LLKu	51	25	7.84
NC_019515	Bacillus phage BCD7	140	142	9.29
NC_022918	Staphylococcus phage S25-4	184	50	6.52
NC_022330	Mycobacterium phage Quink	151	138	8.61
NC_009542	Aeromonas phage phiO18P	45	7	13.33
NC_020078	Cronobacter phage vB_CskP_GAP227	49	12	6.12
NC_019491	Cyprinid herpesvirus 1	143	47	2.10
NC_001598	Beet yellows virus	8	24	12.50
NC_022324	Mycobacterium phage Sarfire	99	41	7.07
NC_022969	Mycobacterium phage PhatBacter	148	143	8.78
NC_019706	Enterobacteria phage mEp043 c-1	69	73	24.64
NC_009810	Listeria phage A500	63	23	7.94
NC_023741	Mycobacterium phage Stinger	95	17	4.21
NC_006560	Cercopithecine alphaherpesvirus 2	75	27	2.67
NC_024211	Bacillus phage Megatron	290	15	3.45
NC_005294	Streptococcus phage EJ-1	73	40	16.44
NC_010537	Acidianus filamentous virus 9	73	12	4.11
NC_016652	Rhodococcus phage REQ2	82	17	7.32
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	42	9.88
NC_009014	Erwinia amylovora phage Era103	53	19	13.21
NC_015288	Prochlorococcus phage Syn1	234	580	35.47
NC_018863	Bacillus phage B4	277	111	4.69
NC_019915	Staphylococcus phage StB20	65	50	13.85
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	19	3.05
NC_004305	Lactobacillus phage phig1e	60	12	8.33
NC_015254	Brochothrix phage BL3	67	37	11.94
NC_011811	Erwinia phage phiEa21-4	118	51	10.17
NC_015158	Vibrio phage ICP2	72	24	12.50
NC_015585	Pantoea phage LIMEzero	57	17	14.04
NC_013772	Pseudaletia unipuncta granulovirus	183	6	1.64
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	177	10.34
NC_023689	Mycobacterium phage Lilac	140	130	8.57
NC_026421	Equid gammaherpesvirus 5	79	45	5.06
NC_028671	Enterococcus phage vB_EfaS_IME197	70	17	5.71
NC_019912	Bacillus virus BMBtp2	53	29	7.55
NC_002671	Lactococcus phage bIL312	27	30	7.41
NC_025463	Shewanella sp. phage 1/44	75	12	6.67
NC_022098	Pandoravirus salinus	2541	568	1.53
NC_010152	Acidianus filamentous virus 6	66	7	4.55
NC_019714	Enterobacteria phage HK446	60	90	28.33
NC_021331	Shigella phage pSf-1	94	30	11.70
NC_020200	Pseudomonas phage JBD88a	55	2	1.82
NC_010237	Escherichia phage Min27	83	41	13.25
NC_001611	Variola virus	197	51	2.03
NC_023696	Mycobacterium phage Dandelion	239	115	5.02
NC_021861	Lactococcus phage BM13	55	27	9.09
NC_011288	Mycobacterium phage Fruitloop	102	21	5.88
NC_022744	Erwinia phage FE44	51	52	17.65
NC_001629	Lactococcus phage bIL67	37	3	5.41
NC_007062	Staphylococcus phage 52A	60	9	5.00
NC_024306	Fruit bat alphaherpesvirus 1	70	20	2.86
NC_014458	Mycobacterium virus Angelica	94	30	6.38
NC_021536	Synechococcus phage S-IOM18	209	654	34.93
NC_023690	Mycobacterium phage Courthouse	241	161	7.47
NC_020866	Rhodovulum phage RS1	56	71	12.50
NC_020479	Bacillus virus Curly	77	111	5.19
NC_019916	Lactobacillus virus ATCC8014	60	16	6.67
NC_011023	Mycobacterium phage Pukovnik	88	46	12.50
NC_005885	Actinoplanes phage phiAsp2	76	36	6.58
NC_022773	Bacillus virus Blastoid	79	113	6.33
NC_001884	Bacillus virus SPbeta	185	344	8.65
NC_020490	Staphylococcus phage StB12	74	44	6.76
NC_000902	Enterobacteria phage VT2-Sakai	83	33	10.84
NC_000896	Lactobacillus phage phiadh	63	39	9.52
NC_024362	Pseudomonas phage phiPSA2	47	25	17.02
NC_024387	Listeria phage LP-101	70	34	11.43
NC_023686	Mycobacterium phage Gadjet	102	53	6.86
NC_021068	Vibrio phage douglas 12A4	75	43	12.00
NC_019456	Lactobacillus phage JCL1032	77	34	9.09
NC_024782	Pseudomonas phage MP48	50	4	6.00
NC_003278	Pseudomonas phage phiCTX	47	15	21.28
NC_024370	Streptococcus phage IC1	49	24	10.20
NC_024146	Enterobacteria phage 9g	71	103	18.31
NC_026268	Pseudoplusia includens SNPV IE	141	27	3.55
NC_004827	Haemophilus phage Aaphi23	66	114	19.70
NC_019519	Agrobacterium phage 7-7-1	127	21	7.09
NC_023746	Mycobacterium phage GUmbie	104	44	7.69
NC_008199	Mycobacterium phage Pipefish	102	30	7.84
NC_021071	Cyanophage P-RSM1	212	750	32.08
NC_005045	Pseudomonas phage phiKMV	49	4	8.16
NC_011046	Lactococcus virus Bibb29	54	10	1.85
NC_007458	Bacillus phage Gamma	53	30	16.98
NC_001545	Rubella virus	2	1	50.00
NC_024366	Mycobacterium phage OkiRoe	96	26	5.21
NC_012638	Enterobacteria phage RB14	274	98	10.22
NC_028693	Enterococcus phage vB_EfaP_IME195	27	2	7.41
NC_022916	Burkholderia phage JG068	49	9	14.29
NC_024216	Bacillus phage CAM003	287	81	3.14
NC_009936	Pseudomonas phage LKA1	57	14	8.77
NC_023549	Clavibacter phage CN1A	78	13	10.26
NC_029016	Enterococcus phage vB_EfaS_IME198	95	23	6.32
NC_009816	Corynebacterium phage P1201	97	79	7.22
NC_003387	Mycobacterium phage TM4	89	18	4.49
NC_021803	Cellulophaga phage phi13:2	127	79	13.39
NC_023848	Anopheles minimus irodovirus	131	105	6.87
NC_007456	Enterobacteria phage K1F	43	40	23.26
NC_021318	Mycobacterium phage Chy5	88	44	9.09
NC_013797	Pieris rapae granulovirus	120	3	1.67
NC_023005	Pseudomonas phage PPpW-4	50	27	16.00
NC_018852	Propionibacterium phage P100D	47	1	2.13
NC_019449	Lactobacillus virus c5	50	30	12.00
NC_021342	Edwardsiella phage PEi21	71	21	9.86
NC_019504	Erwinia phage vB_EamM-Y2	92	46	7.61
NC_025433	Mycobacterium phage Taj	110	42	6.36
NC_018849	Propionibacterium phage P105	45	1	2.22
NC_015323	Fowl aviadenovirus C	46	15	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	53	16.00
NC_020855	Cyanophage P-RSM6	221	572	32.13
NC_011589	Stenotrophomonas phage S1	48	30	18.75
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	7	1.36
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	4	7.84
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	88	7.81
NC_003324	Sinorhizobium phage PBC5	83	37	16.87
NC_024389	Leuconostoc phage phiLNTR2	42	3	4.76
NC_025456	Synechococcus phage S-CBP1	50	156	22.00
NC_017975	Halocynthia phage JM-2012	173	122	1.73
NC_024385	Leuconostoc phage phiLN12	41	2	4.88
NC_008193	Pasteurella phage F108	44	6	9.09
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	5	2.38
NC_015250	Acinetobacter virus 133	257	61	10.12
NC_022761	Bacillus phage CampHawk	231	171	6.49
NC_021072	Cyanophage Syn30	209	853	38.28
NC_009503	Spodoptera litura granulovirus	136	19	2.94
NC_030117	Canid alphaherpesvirus 1	76	20	2.63
NC_011042	Enterobacteria phage EcoDS1	53	38	16.98
NC_019528	Aeromonas phage phiAS7	51	11	5.88
NC_022055	Mycobacterium phage Bobi	107	21	4.67
NC_001661	Citrus tristeza virus	11	29	9.09
NC_019521	Sphingomonas phage PAU	295	272	9.83
NC_007924	Lactobacillus phage KC5a	61	18	9.84
NC_022613	Turkey aviadenovirus 5	37	4	2.70
NC_019543	Aeromonas phage Aes508	230	106	13.48
NC_021301	Mycobacterium phage SiSi	99	48	9.09
NC_004306	Vibrio virus fs1	15	1	6.67
NC_017985	Salmonella phage SPN9CC	62	94	19.35
NC_012749	Escherichia phage wV8	140	35	8.57
NC_025428	Ruegeria phage DSS3-P1	82	44	15.85
NC_010324	Escherichia virus phiEco32	128	87	10.16
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	6	2.07
NC_024783	Escherichia phage EK99P-1	62	43	25.81
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	20	1.31
NC_021325	Clostridium phage vB_CpeS-CP51	50	28	10.00
NC_002371	Salmonella virus P22	72	103	13.89
NC_002520	Amsacta moorei entomopoxvirus	294	78	2.04
NC_021801	Staphylococcus phage SA12	58	41	13.79
NC_018283	Burkholderia phage AH2	78	44	15.38
NC_011107	Pseudomonas phage PT2	54	4	7.41
NC_005880	Staphylococcus virus K	233	54	7.30
NC_011201	Ralstonia phage RSB1	47	17	12.77
NC_001132	Myxoma virus	170	13	2.35
NC_020197	Streptococcus phage TP-J34	60	16	8.33
NC_008723	Staphylococcus phage PH15	68	38	13.24
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	152	6.30
NC_021790	Cellulophaga phage phi18:1	65	42	13.85
NC_018454	Cronobacter phage phiES15	52	102	25.00
NC_004086	Sulfolobus islandicus rod-shaped virus 2	54	2	1.85
NC_013007	Carrot yellow leaf virus	10	24	10.00
NC_013085	Synechococcus phage S-RSM4	237	646	34.60
NC_022090	Staphylococcus phage vB_SauM_Remus	174	34	7.47
NC_015287	Synechococcus phage S-SSM7	319	845	35.74
NC_012696	Sulfitobacter phage EE36phi1	79	37	10.13
NC_018835	Escherichia phage NJ01	109	31	4.59
NC_019559	Murid betaherpesvirus 8	137	2	0.73
NC_016764	Pseudomonas phage Bf7	46	25	13.04
NC_010821	Pseudomonas phage 201phi2-1	461	104	2.39
NC_001902	Methanobacterium phage psiM2	32	15	3.12
NC_023500	Staphylococcus phage StauST398-5	65	46	7.69
NC_007021	Staphylococcus phage Twort	195	23	5.13
NC_001731	Molluscum contagiosum virus subtype 1	163	17	0.61
NC_023863	Vibrio phage CHOED	91	121	13.19
NC_022774	Bacillus phage Slash	111	39	9.91
NC_024303	Bovine gammaherpesvirus 6	79	16	5.06
NC_020867	Synechococcus phage S-RIP1	55	173	20.00
NC_021343	Burkholderia phage ST79	49	29	24.49
NC_021326	Staphylococcus phage StauST398-1	69	9	7.25
NC_011273	Mycobacterium phage Myrna	229	180	6.11
NC_020858	Sulfitobacter phage pCB2047-A	72	174	22.22
NC_005859	Escherichia virus T5	162	118	19.14
AC_000190	Tree shrew adenovirus 1	36	2	2.78
NC_015463	Synechococcus phage S-CBS2	102	178	23.53
NC_002185	Streptococcus phage 7201	46	11	6.52
NC_019423	Escherichia phage IME11	91	17	13.19
NC_000935	Hamiltonella virus APSE1	54	104	22.22
NC_023570	Acinetobacter phage Petty	45	9	4.44
