Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_022060	Mycobacterium phage Velveteen	100	42	6.00
NC_022914	Staphylococcus phage phiRS7	62	53	12.90
NC_018850	Pseudomonas phage UFV-P2	75	165	13.33
NC_022752	Salmonella phage SETP13	69	35	8.70
NC_019488	Salmonella phage RE-2010	47	37	38.30
NC_015933	Escherichia phage vB_EcoP_G7C	79	26	20.25
NC_022059	Mycobacterium phage DrDrey	144	145	9.72
NC_025444	Mycobacterium phage RedRock	95	67	10.53
NC_022758	Staphylococcus phage YMC/09/04/R1988	62	58	16.13
NC_019545	Salmonella phage SPN3UB	71	35	16.90
NC_019510	Erwinia phage vB_EamP-L1	51	71	25.49
NC_019544	Deep-sea thermophilic phage D6E	49	156	22.45
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	721	32.38
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	121	25.00
NC_008721	Streptococcus phage SMP	48	11	6.25
NC_019507	Campylobacter virus CP21	257	40	7.00
NC_024358	Anabaena phage A-4L	38	27	13.16
NC_023707	Mycobacterium phage Turbido	94	82	11.70
NC_022751	Cyanophage PP	41	34	12.20
NC_018856	Bacillus phage Bastille	273	86	4.03
NC_022066	Mycobacterium phage Redno2	231	129	4.76
NC_013693	Shigella phage Ag3	216	63	11.11
NC_028776	Escherichia phage CAjan	91	141	13.19
NC_023006	Pseudomonas phage PPpW-3	66	137	37.88
NC_009820	Mycobacterium phage Tweety	109	115	6.42
NC_024354	Cronobacter phage CR8	269	124	9.67
NC_018452	Burkholderia virus DC1	73	97	30.14
NC_016767	Erwinia phage PEp14	64	27	12.50
NC_024379	Escherichia phage PE3-1	48	64	27.08
NC_026016	Staphylococcus phage phiBU01	46	14	13.04
NC_019523	Clostridium phage phi24R	22	11	4.55
NC_019926	Erwinia phage phiEa100	51	31	21.57
NC_020414	Enterobacteria phage UAB_Phi78	58	22	12.07
NC_009935	Pseudomonas phage LKD16	53	6	5.66
NC_001331	Pseudomonas phage Pf1	14	19	85.71
NC_001940	Feline leukemia virus	2	1	50.00
NC_011356	Enterobacteria phage YYZ-2008	75	83	16.00
NC_011646	Abalone shriveling syndrome-associated virus	31	48	16.13
NC_004587	Streptococcus phage 315.4	64	32	12.50
NC_010646	Beluga Whale coronavirus SW1	14	2	7.14
NC_021560	Rhizobium phage RR1-A	68	105	22.06
NC_001482	Feline immunodeficiency virus	6	1	16.67
NC_004616	Staphylococcus phage Phi12	49	46	18.37
NC_016160	Escherichia phage HK75	58	98	24.14
NC_012743	Burkholderia virus Bcepil02	76	88	27.63
AC_000191	Bovine mastadenovirus A	29	23	3.45
NC_025424	Bacillus phage Waukesha92	72	4	4.17
NC_007734	Bacillus virus Wbeta	53	28	7.55
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	12	3.33
NC_003390	Synechococcus phage P60	55	85	23.64
NC_018848	Streptomyces phage SV1	55	12	3.64
NC_028957	Escherichia phage vB_EcoM_VR26	291	79	7.90
NC_023586	Ralstonia phage 1 NP-2014	16	9	12.50
NC_009447	Burkholderia phage BcepGomr	75	103	21.33
NC_024359	Listeria phage LP-048	177	59	7.91
NC_019717	Enterobacteria phage HK225	69	40	20.29
NC_017972	Pseudomonas phage Lu11	391	132	3.84
NC_010353	Streptococcus phage 858	46	20	6.52
NC_011020	Mycobacterium phage Jasper	94	25	9.57
NC_019716	Enterobacteria phage mEp460	59	77	27.12
NC_023865	Pectobacterium phage PM1	63	55	14.29
NC_020851	Synechococcus phage S-SKS1	281	935	29.54
NC_029084	Paenibacillus phage Rani	61	75	18.03
NC_002687	Ectocarpus siliculosus virus 1	240	318	9.58
NC_014260	Enterobacteria phage IME08	253	98	10.28
NC_002166	Escherichia virus HK022	35	62	34.29
NC_015274	Streptococcus phage Dp-1	72	138	12.50
NC_020478	Bacillus virus Andromeda	79	119	5.06
NC_005091	Burkholderia phage BcepNazgul	73	45	13.70
NC_019767	Enterobacteria phage HK544	63	72	20.63
NC_011523	Bacillus virus AP50	31	1	3.23
NC_007810	Pseudomonas phage F8	91	206	98.90
NC_021346	Mycobacterium phage Gizmo	241	121	7.47
NC_001609	Enterobacteria phage P4	14	16	14.29
NC_011021	Mycobacterium phage Lockley	90	48	6.67
NC_005902	Lymphocystis disease virus - isolate China	239	130	4.60
NC_007053	Staphylococcus phage 3A	67	60	13.43
NC_015295	Erwinia phage phiEt88	68	65	16.18
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	56	3.60
NC_023721	Mycobacterium phage Drago	103	27	5.83
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	39	6.71
NC_019418	Streptococcus phage phiNJ2	55	11	7.27
NC_021563	Serratia phage Eta	69	39	14.49
NC_022771	Bacillus phage Grass	252	163	6.35
NC_024391	Staphylococcus phage DW2	62	14	8.06
NC_008371	Lactococcus virus jj50	49	16	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	16	3.36
NC_024145	Mycobacterium phage Hosp	97	26	6.19
NC_001885	Gibbon ape leukemia virus	3	2	33.33
NC_014595	Shigella phage SP18	284	78	7.39
NC_023698	Mycobacterium phage Avani	107	40	7.48
NC_024141	Mycobacterium phage Kampy	88	153	17.05
NC_015586	Stenotrophomonas phage phiSHP2	9	3	22.22
NC_019527	Aeromonas phage vB_AsaM-56	83	39	13.25
NC_024208	Lactococcus phage P118	80	3	3.75
NC_006151	Suid alphaherpesvirus 1	69	32	1.45
NC_020202	Pseudomonas phage JBD5	59	5	6.78
NC_005357	Bordetella virus BPP1	49	182	59.18
NC_004810	Cucurbit yellow stunting disorder virus	8	22	12.50
NC_023579	Erwinia phage Ea9-2	94	45	20.21
NC_013259	Tomato infectious chlorosis virus	8	16	12.50
NC_019457	Vibrio phage CP-T1	70	94	14.29
NC_003038	Invertebrate iridescent virus 6	468	121	2.99
NC_022978	Carnation yellow fleck virus	9	15	11.11
NC_020883	Bacillus phage PM1	86	10	5.81
NC_022518	Human endogenous retrovirus K113	1	1	100.00
NC_016571	Pseudomonas phage OBP	309	54	3.24
NC_021796	Cellulophaga phage phi38:1	101	191	18.81
NC_022747	Vibrio phage VPUSM 8	43	8	11.63
NC_019417	Salmonella phage SPN19	72	32	15.28
NC_009232	Salmonella phage SETP3	63	36	11.11
NC_016654	Rhodococcus phage REQ3	60	21	8.33
NC_024206	Lactobacillus phage phi jlb1	54	22	7.41
NC_018831	Listeria phage P70	119	29	5.88
NC_023590	Acinetobacter phage IME_AB3	57	44	17.54
NC_004684	Mycobacterium phage Rosebush	90	89	11.11
NC_025450	Lelliottia phage phD2B	49	29	20.41
NC_015282	Synechococcus phage S-SM1	234	691	32.91
NC_005879	Vibrio phage VP2	47	24	10.64
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	78	8.51
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	15	2.94
NC_009514	Enterobacteria phage cdtI	60	77	23.33
NC_009531	Synechococcus phage Syn5	61	93	22.95
NC_001978	Streptomyces phage phiC31	53	49	15.09
NC_023574	Lactococcus phage phiL47	189	144	7.94
NC_018834	Propionibacterium phage P9.1	45	6	8.89
NC_021304	Streptomyces phage Sujidade	77	238	10.39
NC_023597	Mycobacterium phage 20ES	96	78	9.38
NC_007654	Atlantic salmon swim bladder sarcoma virus	3	1	33.33
NC_023557	Erwinia phage Ea35-70	318	144	6.29
NC_007623	Pseudomonas phage EL	201	77	6.47
NC_021321	Halovirus HRTV-8	124	19	4.03
NC_027983	Escherichia phage AR1	281	72	7.83
NC_002686	Cercopithecine alphaherpesvirus 9	74	54	4.05
NC_015269	Salmonella virus SPC35	145	172	26.21
NC_004367	Callitrichine gammaherpesvirus 3	72	21	2.78
NC_011398	Clostridium virus phiCD27	75	71	6.67
NC_004914	Escherichia phage Stx2 II	170	66	7.65
NC_007807	Pseudomonas phage 119X	53	7	9.43
NC_025461	Synechococcus phage S-CBP3	53	196	33.96
NC_009015	Burkholderia virus BcepF1	127	178	29.13
NC_015465	Synechococcus phage S-CBS3	46	156	23.91
NC_021704	Koala retrovirus	2	2	50.00
NC_020203	Pseudomonas phage JBD24	58	8	8.62
NC_023677	Chimpanzee herpesvirus strain 105640	77	20	3.90
NC_021338	Mycobacterium phage Chy4	73	54	13.70
NC_008348	Leucania separata nucleopolyhedrovirus	169	7	2.37
NC_009737	Bacillus virus 1	54	21	11.11
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	7	1.87
NC_018859	Escherichia phage ECBP2	120	119	12.50
NC_019522	Pectobacterium phage ZF40	68	85	16.18
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	33	17.54
NC_019442	Escherichia phage TL-2011c	72	35	19.44
NC_007806	Pseudomonas phage 73	52	58	19.23
NC_013644	Enterococcus phage phiFL4A	55	45	10.91
NC_029024	Bacillus virus 250	54	21	5.56
NC_028908	Achromobacter phage phiAxp-3	80	30	18.75
NC_020875	Synechococcus phage S-SSM4	220	672	34.09
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	43	13.51
NC_025448	Enterobacteria phage RB27	271	70	7.01
NC_025419	Enterobacteria phage RB3	273	81	8.42
NC_027979	Enterobacteria phage RB68	276	73	7.61
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	33	1.84
NC_021777	Salmonella phage Jersey	69	43	14.49
NC_008205	Mycobacterium phage PMC	104	25	4.81
NC_020159	Halovirus HSTV-2	103	2	0.97
NC_010393	Phage Gifsy-2	55	70	23.64
NC_001365	Spiroplasma phage 1-R8A2B	12	1	8.33
NC_003663	Cowpox virus	233	109	3.86
NC_023695	Mycobacterium phage Violet	90	52	10.00
NC_008583	Staphylococcus phage phiNM	64	9	4.69
NC_003618	Lettuce infectious yellows virus	5	32	20.00
NC_013651	Vibrio phage N4	47	108	27.66
NC_023423	Pithovirus sibericum	467	339	6.00
NC_022343	Klebsiella phage 0507-KN2-1	154	65	16.88
NC_025415	Lactobacillus phage Ld25A	51	30	5.88
NC_020928	Bombyx mori densovirus 3	4	1	25.00
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	141	5.98
NC_020837	Synechococcus phage S-CAM1	231	586	32.03
NC_004065	Murid betaherpesvirus 1	161	3	0.62
NC_012419	Enterococcus phage EFAP-1	24	9	8.33
NC_022983	Mycobacterium phage Bernardo	100	47	9.00
NC_021349	Mycobacterium phage Astraea	232	128	8.19
NC_013756	Marseillevirus marseillevirus	428	177	6.78
NC_023583	Pseudomonas phage TL	65	215	21.54
NC_007581	Clostridium phage c-st	198	134	7.58
NC_018845	Propionibacterium phage P104A	45	7	8.89
NC_015780	Wiseana iridescent virus	193	161	8.29
NC_024135	Mycobacterium phage Bernal13	60	48	5.00
NC_022063	Mycobacterium phage Phelemich	95	45	8.42
NC_023559	Oenococcus phage phi9805	55	12	1.82
NC_027997	Campylobacter virus CP220	194	42	11.34
NC_011271	Mycobacterium phage Cali	222	123	7.21
NC_023748	Mycobacterium phage SkiPole	102	34	5.88
NC_013599	Xylella phage Xfas53	45	90	31.11
NC_014457	Clostridium phage phiCTP1	86	96	8.14
NC_012635	Enterobacteria phage RB51	273	73	7.33
NC_006944	Mint virus 1	9	16	11.11
NC_023594	Shewanella phage Spp001	67	13	7.46
NC_019501	Enterobacteria phage IME10	27	73	37.04
NC_009993	Mycobacterium phage Giles	77	21	5.19
NC_004589	Streptococcus phage 315.6	51	80	13.73
NC_014900	Salmonella phage ST160	63	73	22.22
NC_009799	Corynebacterium phage BFK20	53	28	13.21
NC_008204	Mycobacterium phage Qyrzula	81	88	11.11
NC_022087	Mycobacterium phage AnnaL29	96	73	9.38
NC_020865	Cyanophage KBS-P-1A	57	235	28.07
NC_018278	Burkholderia phage KL1	55	43	18.18
NC_001332	Escherichia virus I22	9	13	22.22
NC_019447	Brucella phage Pr	57	70	31.58
NC_003521	Panine betaherpesvirus 2	169	4	0.59
NC_024210	Escherichia phage e4/1c	72	30	8.33
NC_013195	Staphylococcus phage P954	69	65	13.04
NC_021779	Salmonella phage FSLSP030	71	53	16.90
NC_023009	Staphylococcus phage Sb-1	168	45	9.52
NC_004813	Enterobacteria phage BP-4795	85	63	20.00
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	44	17.24
NC_023713	Mycobacterium phage Blue7	103	101	10.68
NC_013953	Lymantria xylina MNPV	157	32	3.18
NC_024204	Salmonella phage vB_SenS-Ent3	60	32	8.33
NC_019451	Pseudomonas phage NH-4	94	203	96.81
NC_023565	Mycobacterium phage Nyxis	87	151	17.24
NC_023563	Mycobacterium phage Suffolk	97	15	6.19
NC_024357	Streptococcus phage K13	53	13	9.43
NC_024711	uncultured crAssphage	80	10	5.00
NC_007052	Staphylococcus phage 42E	79	109	15.19
NC_024365	Pseudomonas phage phiPSA1	52	65	26.92
NC_010355	Azospirillum phage Cd	95	55	12.63
NC_005946	Frog virus 3	99	110	9.09
NC_020488	Vibrio phage VvAW1	40	154	45.00
NC_021339	Streptomyces phage Zemlya	76	230	11.84
NC_010671	Musca domestica salivary gland hypertrophy virus	108	96	4.63
NC_022094	Bacillus phage Wip1	27	1	3.70
NC_002593	Plutella xylostella granulovirus	120	12	3.33
NC_019925	Dickeya virus Limestone	201	50	10.45
NC_021806	Cellulophaga phage phi14:2	133	223	15.04
NC_001604	Enterobacteria phage T7	60	111	25.00
NC_013698	Clavibacter phage CMP1	74	47	9.46
NC_002188	Fowlpox virus	261	52	3.45
NC_001835	Lactococcus virus sk1	56	15	1.79
NC_018276	Croceibacter phage P2559S	68	40	8.82
NC_023558	Cronobacter phage Dev2	45	47	22.22
NC_019410	Caulobacter virus Karma	353	178	8.50
NC_016564	Planktothrix phage PaV-LD	142	404	8.45
NC_018842	Propionibacterium phage P1.1	45	8	8.89
NC_024212	Enterococcus phage VD13	88	30	5.68
NC_013804	Pseudocowpox virus	134	3	0.75
NC_008518	Trichoplusia ni ascovirus 2c	164	103	5.49
NC_024125	Escherichia phage vB_EcoM_112	279	72	7.89
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	21	5.36
NC_029008	Bacillus phage phi4J1	67	81	7.46
NC_004996	Streptococcus phage SM1	56	4	5.36
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	7	0.85
NC_007804	Escherichia phage phiV10	55	89	25.45
NC_013696	Enterococcus phage phiEf11	65	63	12.31
NC_009813	Listeria phage B054	80	78	8.75
NC_008722	Staphylococcus phage CNPH82	65	64	12.31
NC_011612	Staphylococcus phage Ipla35	62	59	16.13
NC_009812	Listeria phage B025	65	32	6.15
NC_005354	Lactobacillus prophage Lj928	50	6	4.00
NC_022053	Mycobacterium phage Papyrus	100	71	6.00
NC_009904	Enterococcus phage phiEF24C	221	31	3.62
NC_006882	Prochlorococcus phage P-SSP7	58	142	31.03
NC_022612	Turkey aviadenovirus 4	33	4	3.03
NC_020201	Pectobacterium phage phiTE	242	161	14.88
NC_023732	Mycobacterium phage Rumpelstiltskin	110	36	11.82
NC_019914	Staphylococcus phage StB27	53	8	7.55
NC_023605	Vibrio phage PVA1	21	26	47.62
NC_024144	Clostridium phage CDMH1	84	47	8.33
NC_021559	Prochlorococcus phage P-SSM3	214	574	31.31
NC_018284	Staphylococcus phage Ipla7	59	20	8.47
NC_019405	Caulobacter virus phiCbK	338	180	8.58
NC_008187	Invertebrate iridescent virus 3	126	126	10.32
NC_023726	Mycobacterium phage Euphoria	94	41	9.57
NC_019913	Pseudomonas phage PaP1	167	93	14.37
NC_010561	Bean yellow disorder virus	9	30	11.11
NC_011801	Lactobacillus phage Lv-1	47	25	12.77
NC_023734	Psychrobacter phage Psymv2	49	84	26.53
NC_004724	Grapevine rootstock stem lesion associated virus	8	57	12.50
NC_024330	Pseudomonas phage JD024	58	8	10.34
NC_024367	Dinoroseobacter phage DFL12phi1	86	57	19.77
NC_022920	Staphylococcus phage S25-3	206	65	6.31
NC_006150	Macacine betaherpesvirus 3	223	4	0.45
NC_004681	Mycobacterium phage Cjw1	141	150	10.64
NC_011085	Morganella phage MmP1	49	105	22.45
NC_002363	Vibrio phage VfO4K68	8	1	12.50
NC_008210	Ranid herpesvirus 2	147	2	0.68
NC_006934	Reticuloendotheliosis virus	3	2	66.67
NC_023708	Mycobacterium phage Dreamboat	94	27	7.45
NC_009541	Propionibacterium phage PA6	48	4	8.33
NC_018084	Clostridium phage phiZP2	27	15	7.41
NC_005344	Shigella phage Sf6	66	113	22.73
NC_007710	Xanthomonas phage OP2	62	49	11.29
NC_016766	Synechococcus phage S-CBS4	105	98	28.57
NC_023729	Mycobacterium phage Charlie	68	57	10.29
NC_016448	Saimiriine betaherpesvirus 4	141	6	1.42
NC_016081	Grapevine leafroll-associated virus 5	7	2	14.29
NC_024142	Escherichia phage Bp4	94	24	17.02
NC_005038	Adoxophyes orana granulovirus	119	4	1.68
NC_020482	Pelagibacter phage HTVC011P	45	170	40.00
NC_014661	Acinetobacter phage Acj61	241	87	13.69
NC_021793	Cellulophaga phage phi48:2	29	11	6.90
NC_020077	Sulfolobus virus STSV2	75	5	4.00
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	45	5.11
NC_008197	Mycobacterium phage Orion	100	14	6.00
NC_016434	Gordonia phage GTE5	92	32	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	126	8.26
NC_019549	Liberibacter phage SC1	40	61	20.00
NC_011040	Enterobacteria phage BA14	52	95	23.08
NC_027356	Escherichia virus DT57C	133	171	27.82
NC_019518	Vibrio phage vB_VchM-138	67	88	14.93
NC_023604	Mycobacterium phage Jolie2	62	16	4.84
NC_021062	Pseudomonas phage Phi-S1	47	55	21.28
NC_003391	Camelpox virus	211	96	3.32
NC_022989	Lactobacillus virus LLKu	51	26	5.88
NC_019515	Bacillus phage BCD7	140	157	9.29
NC_022918	Staphylococcus phage S25-4	184	59	7.07
NC_022330	Mycobacterium phage Quink	151	153	9.93
NC_009542	Aeromonas phage phiO18P	45	14	15.56
NC_020078	Cronobacter phage vB_CskP_GAP227	49	12	8.16
NC_019491	Cyprinid herpesvirus 1	143	71	2.10
NC_001598	Beet yellows virus	8	15	12.50
NC_022324	Mycobacterium phage Sarfire	99	44	8.08
NC_022969	Mycobacterium phage PhatBacter	148	157	10.14
NC_019706	Enterobacteria phage mEp043 c-1	69	77	21.74
NC_009810	Listeria phage A500	63	24	7.94
NC_023741	Mycobacterium phage Stinger	95	28	8.42
NC_006560	Cercopithecine alphaherpesvirus 2	75	31	2.67
NC_024211	Bacillus phage Megatron	290	17	2.41
NC_005294	Streptococcus phage EJ-1	73	36	4.11
NC_010537	Acidianus filamentous virus 9	73	10	2.74
NC_016652	Rhodococcus phage REQ2	82	32	8.54
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	64	9.88
NC_009014	Erwinia amylovora phage Era103	53	32	18.87
NC_015288	Prochlorococcus phage Syn1	234	469	29.91
NC_018863	Bacillus phage B4	277	117	4.33
NC_019915	Staphylococcus phage StB20	65	47	12.31
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	29	3.66
NC_004305	Lactobacillus phage phig1e	60	9	6.67
NC_015254	Brochothrix phage BL3	67	27	5.97
NC_011811	Erwinia phage phiEa21-4	118	65	11.86
NC_015158	Vibrio phage ICP2	72	39	16.67
NC_015585	Pantoea phage LIMEzero	57	23	8.77
NC_013772	Pseudaletia unipuncta granulovirus	183	9	1.64
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	220	17.24
NC_023689	Mycobacterium phage Lilac	140	147	10.00
NC_026421	Equid gammaherpesvirus 5	79	54	3.80
NC_028671	Enterococcus phage vB_EfaS_IME197	70	14	7.14
NC_019912	Bacillus virus BMBtp2	53	27	11.32
NC_002671	Lactococcus phage bIL312	27	30	7.41
NC_025463	Shewanella sp. phage 1/44	75	8	2.67
NC_022098	Pandoravirus salinus	2541	587	1.85
NC_010152	Acidianus filamentous virus 6	66	5	1.52
NC_019714	Enterobacteria phage HK446	60	78	25.00
NC_021331	Shigella phage pSf-1	94	24	8.51
NC_020200	Pseudomonas phage JBD88a	55	4	7.27
NC_010237	Escherichia phage Min27	83	60	16.87
NC_001611	Variola virus	197	99	3.55
NC_023696	Mycobacterium phage Dandelion	239	123	8.37
NC_021861	Lactococcus phage BM13	55	24	7.27
NC_011288	Mycobacterium phage Fruitloop	102	14	3.92
NC_022744	Erwinia phage FE44	51	102	29.41
NC_007062	Staphylococcus phage 52A	60	4	3.33
NC_024306	Fruit bat alphaherpesvirus 1	70	32	2.86
NC_014458	Mycobacterium virus Angelica	94	35	7.45
NC_021536	Synechococcus phage S-IOM18	209	517	33.49
NC_023690	Mycobacterium phage Courthouse	241	160	6.64
NC_020866	Rhodovulum phage RS1	56	74	16.07
NC_020479	Bacillus virus Curly	77	118	6.49
NC_019916	Lactobacillus virus ATCC8014	60	7	3.33
NC_011023	Mycobacterium phage Pukovnik	88	62	15.91
NC_005885	Actinoplanes phage phiAsp2	76	44	5.26
NC_022773	Bacillus virus Blastoid	79	116	6.33
NC_001884	Bacillus virus SPbeta	185	242	8.11
NC_020490	Staphylococcus phage StB12	74	40	4.05
NC_000902	Enterobacteria phage VT2-Sakai	83	49	12.05
NC_000896	Lactobacillus phage phiadh	63	31	6.35
NC_024362	Pseudomonas phage phiPSA2	47	64	21.28
NC_024387	Listeria phage LP-101	70	32	7.14
NC_023686	Mycobacterium phage Gadjet	102	51	9.80
NC_021068	Vibrio phage douglas 12A4	75	58	17.33
NC_019456	Lactobacillus phage JCL1032	77	33	7.79
NC_024782	Pseudomonas phage MP48	50	7	10.00
NC_003278	Pseudomonas phage phiCTX	47	40	48.94
NC_024370	Streptococcus phage IC1	49	22	16.33
NC_024146	Enterobacteria phage 9g	71	105	19.72
NC_022334	Propionibacterium phage PHL112N00	46	8	8.70
NC_001550	Mason-Pfizer monkey virus	4	1	25.00
NC_026268	Pseudoplusia includens SNPV IE	141	22	2.84
NC_004827	Haemophilus phage Aaphi23	66	104	15.15
NC_019519	Agrobacterium phage 7-7-1	127	30	8.66
NC_023746	Mycobacterium phage GUmbie	104	37	5.77
NC_008199	Mycobacterium phage Pipefish	102	34	9.80
NC_021071	Cyanophage P-RSM1	212	605	33.02
NC_005045	Pseudomonas phage phiKMV	49	5	6.12
NC_011046	Lactococcus virus Bibb29	54	15	1.85
NC_007458	Bacillus phage Gamma	53	29	7.55
NC_024366	Mycobacterium phage OkiRoe	96	35	6.25
NC_012638	Enterobacteria phage RB14	274	73	8.03
NC_028693	Enterococcus phage vB_EfaP_IME195	27	3	7.41
NC_022916	Burkholderia phage JG068	49	16	16.33
NC_024216	Bacillus phage CAM003	287	89	3.48
NC_009936	Pseudomonas phage LKA1	57	17	10.53
NC_023549	Clavibacter phage CN1A	78	16	8.97
NC_029016	Enterococcus phage vB_EfaS_IME198	95	23	5.26
NC_009816	Corynebacterium phage P1201	97	57	6.19
NC_003387	Mycobacterium phage TM4	89	29	10.11
NC_021803	Cellulophaga phage phi13:2	127	48	11.02
NC_023848	Anopheles minimus irodovirus	131	105	8.40
NC_007456	Enterobacteria phage K1F	43	60	27.91
NC_021318	Mycobacterium phage Chy5	88	56	12.50
NC_013797	Pieris rapae granulovirus	120	3	1.67
NC_023005	Pseudomonas phage PPpW-4	50	51	20.00
NC_018852	Propionibacterium phage P100D	47	7	8.51
NC_019449	Lactobacillus virus c5	50	35	8.00
NC_021342	Edwardsiella phage PEi21	71	22	11.27
NC_019504	Erwinia phage vB_EamM-Y2	92	66	10.87
NC_025433	Mycobacterium phage Taj	110	42	6.36
NC_018849	Propionibacterium phage P105	45	7	8.89
NC_015323	Fowl aviadenovirus C	46	19	2.17
NC_001702	Murine type C retrovirus	2	1	50.00
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	70	17.33
NC_020855	Cyanophage P-RSM6	221	519	31.22
NC_011589	Stenotrophomonas phage S1	48	34	16.67
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	15	3.40
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	4	3.92
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	133	7.81
NC_003324	Sinorhizobium phage PBC5	83	33	13.25
NC_024389	Leuconostoc phage phiLNTR2	42	5	2.38
NC_025456	Synechococcus phage S-CBP1	50	194	32.00
NC_017975	Halocynthia phage JM-2012	173	125	1.73
NC_024385	Leuconostoc phage phiLN12	41	1	2.44
NC_008193	Pasteurella phage F108	44	9	4.55
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	7	3.97
NC_015250	Acinetobacter virus 133	257	55	8.95
NC_022761	Bacillus phage CampHawk	231	191	7.79
NC_021072	Cyanophage Syn30	209	688	37.32
NC_009503	Spodoptera litura granulovirus	136	24	2.21
NC_030117	Canid alphaherpesvirus 1	76	31	1.32
NC_011042	Enterobacteria phage EcoDS1	53	68	22.64
NC_019528	Aeromonas phage phiAS7	51	13	5.88
NC_022055	Mycobacterium phage Bobi	107	23	5.61
NC_001661	Citrus tristeza virus	11	56	9.09
NC_019521	Sphingomonas phage PAU	295	193	7.80
NC_007924	Lactobacillus phage KC5a	61	15	6.56
NC_022613	Turkey aviadenovirus 5	37	7	2.70
NC_022089	Parvovirus NIH-CQV	3	1	33.33
NC_019543	Aeromonas phage Aes508	230	95	12.61
NC_021301	Mycobacterium phage SiSi	99	38	7.07
NC_005881	Ostreid herpesvirus 1	127	1	0.79
NC_017985	Salmonella phage SPN9CC	62	89	25.81
NC_012749	Escherichia phage wV8	140	38	11.43
NC_025428	Ruegeria phage DSS3-P1	82	65	19.51
NC_010324	Escherichia virus phiEco32	128	112	12.50
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	18	5.52
NC_024783	Escherichia phage EK99P-1	62	48	16.13
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	37	2.61
NC_021325	Clostridium phage vB_CpeS-CP51	50	9	6.00
NC_002371	Salmonella virus P22	72	84	19.44
NC_002520	Amsacta moorei entomopoxvirus	294	82	2.72
NC_021801	Staphylococcus phage SA12	58	17	8.62
NC_018283	Burkholderia phage AH2	78	52	17.95
NC_011107	Pseudomonas phage PT2	54	5	5.56
NC_005880	Staphylococcus virus K	233	59	6.87
NC_011201	Ralstonia phage RSB1	47	16	19.15
NC_001132	Myxoma virus	170	36	3.53
NC_020197	Streptococcus phage TP-J34	60	13	1.67
NC_008723	Staphylococcus phage PH15	68	44	11.76
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	149	4.62
NC_021790	Cellulophaga phage phi18:1	65	56	16.92
NC_018454	Cronobacter phage phiES15	52	92	21.15
NC_013007	Carrot yellow leaf virus	10	15	10.00
NC_013085	Synechococcus phage S-RSM4	237	538	31.65
NC_022090	Staphylococcus phage vB_SauM_Remus	174	39	6.32
NC_015287	Synechococcus phage S-SSM7	319	664	28.84
NC_012696	Sulfitobacter phage EE36phi1	79	60	20.25
NC_018835	Escherichia phage NJ01	109	36	5.50
NC_019559	Murid betaherpesvirus 8	137	4	1.46
NC_016764	Pseudomonas phage Bf7	46	22	13.04
NC_010821	Pseudomonas phage 201phi2-1	461	143	10.63
NC_001902	Methanobacterium phage psiM2	32	20	3.12
NC_023500	Staphylococcus phage StauST398-5	65	36	6.15
NC_007021	Staphylococcus phage Twort	195	24	5.64
NC_001731	Molluscum contagiosum virus subtype 1	163	24	1.84
NC_023863	Vibrio phage CHOED	91	149	15.38
NC_022774	Bacillus phage Slash	111	33	9.01
NC_024303	Bovine gammaherpesvirus 6	79	16	2.53
NC_020867	Synechococcus phage S-RIP1	55	191	16.36
NC_021343	Burkholderia phage ST79	49	52	30.61
NC_021326	Staphylococcus phage StauST398-1	69	4	4.35
