Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_022060	Mycobacterium phage Velveteen	100	37	3.00
NC_022914	Staphylococcus phage phiRS7	62	65	12.90
NC_018850	Pseudomonas phage UFV-P2	75	114	17.33
NC_022752	Salmonella phage SETP13	69	40	11.59
NC_019488	Salmonella phage RE-2010	47	25	25.53
NC_015933	Escherichia phage vB_EcoP_G7C	79	20	20.25
NC_022059	Mycobacterium phage DrDrey	144	141	9.72
NC_025444	Mycobacterium phage RedRock	95	37	10.53
NC_022758	Staphylococcus phage YMC/09/04/R1988	62	58	16.13
NC_019545	Salmonella phage SPN3UB	71	39	15.49
NC_019510	Erwinia phage vB_EamP-L1	51	46	27.45
NC_019544	Deep-sea thermophilic phage D6E	49	164	20.41
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	642	31.15
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	92	25.00
NC_008721	Streptococcus phage SMP	48	34	10.42
NC_019507	Campylobacter virus CP21	257	31	6.23
NC_024358	Anabaena phage A-4L	38	19	10.53
NC_023707	Mycobacterium phage Turbido	94	44	10.64
NC_022751	Cyanophage PP	41	25	7.32
NC_018856	Bacillus phage Bastille	273	88	3.30
NC_022066	Mycobacterium phage Redno2	231	105	5.19
NC_009010	Dioscorea bacilliform virus	3	2	33.33
NC_013693	Shigella phage Ag3	216	63	12.50
NC_028776	Escherichia phage CAjan	91	110	14.29
NC_023006	Pseudomonas phage PPpW-3	66	123	28.79
NC_009820	Mycobacterium phage Tweety	109	71	8.26
NC_024354	Cronobacter phage CR8	269	101	7.81
NC_018452	Burkholderia virus DC1	73	77	23.29
NC_016767	Erwinia phage PEp14	64	31	12.50
NC_024379	Escherichia phage PE3-1	48	62	22.92
NC_026016	Staphylococcus phage phiBU01	46	8	10.87
NC_019523	Clostridium phage phi24R	22	14	9.09
NC_019926	Erwinia phage phiEa100	51	19	11.76
NC_020414	Enterobacteria phage UAB_Phi78	58	14	10.34
NC_009935	Pseudomonas phage LKD16	53	3	3.77
NC_001331	Pseudomonas phage Pf1	14	13	78.57
NC_001940	Feline leukemia virus	2	2	50.00
NC_011356	Enterobacteria phage YYZ-2008	75	97	20.00
NC_011646	Abalone shriveling syndrome-associated virus	31	54	22.58
NC_004587	Streptococcus phage 315.4	64	16	9.38
NC_010646	Beluga Whale coronavirus SW1	14	3	7.14
NC_021560	Rhizobium phage RR1-A	68	90	22.06
NC_001482	Feline immunodeficiency virus	6	1	16.67
NC_004616	Staphylococcus phage Phi12	49	46	22.45
NC_016160	Escherichia phage HK75	58	85	22.41
NC_012743	Burkholderia virus Bcepil02	76	75	21.05
AC_000191	Bovine mastadenovirus A	29	27	3.45
NC_007734	Bacillus virus Wbeta	53	36	11.32
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	13	2.50
NC_003390	Synechococcus phage P60	55	67	18.18
NC_018848	Streptomyces phage SV1	55	9	3.64
NC_028957	Escherichia phage vB_EcoM_VR26	291	91	11.34
NC_023586	Ralstonia phage 1 NP-2014	16	5	6.25
NC_009447	Burkholderia phage BcepGomr	75	79	14.67
NC_024359	Listeria phage LP-048	177	53	6.78
NC_019717	Enterobacteria phage HK225	69	36	17.39
NC_017972	Pseudomonas phage Lu11	391	113	2.81
NC_010353	Streptococcus phage 858	46	19	10.87
NC_011020	Mycobacterium phage Jasper	94	17	8.51
NC_019716	Enterobacteria phage mEp460	59	44	25.42
NC_023865	Pectobacterium phage PM1	63	44	14.29
NC_020851	Synechococcus phage S-SKS1	281	890	32.03
NC_029084	Paenibacillus phage Rani	61	67	16.39
NC_002687	Ectocarpus siliculosus virus 1	240	276	7.08
NC_014260	Enterobacteria phage IME08	253	117	13.04
NC_002166	Escherichia virus HK022	35	72	37.14
NC_015274	Streptococcus phage Dp-1	72	121	11.11
NC_020478	Bacillus virus Andromeda	79	94	5.06
NC_005091	Burkholderia phage BcepNazgul	73	39	17.81
NC_019767	Enterobacteria phage HK544	63	97	23.81
NC_007810	Pseudomonas phage F8	91	213	98.90
NC_021346	Mycobacterium phage Gizmo	241	108	4.98
NC_001609	Enterobacteria phage P4	14	18	21.43
NC_011021	Mycobacterium phage Lockley	90	21	7.78
NC_005902	Lymphocystis disease virus - isolate China	239	125	3.77
NC_007053	Staphylococcus phage 3A	67	53	14.93
NC_015295	Erwinia phage phiEt88	68	53	13.24
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	42	2.16
NC_023721	Mycobacterium phage Drago	103	28	3.88
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	33	6.10
NC_019418	Streptococcus phage phiNJ2	55	14	7.27
NC_021563	Serratia phage Eta	69	42	15.94
NC_022771	Bacillus phage Grass	252	134	6.35
NC_024391	Staphylococcus phage DW2	62	9	8.06
NC_008371	Lactococcus virus jj50	49	16	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	15	2.01
NC_024145	Mycobacterium phage Hosp	97	14	4.12
NC_001885	Gibbon ape leukemia virus	3	2	33.33
NC_014595	Shigella phage SP18	284	70	8.80
NC_023698	Mycobacterium phage Avani	107	31	3.74
NC_024141	Mycobacterium phage Kampy	88	88	14.77
NC_015586	Stenotrophomonas phage phiSHP2	9	1	11.11
NC_019527	Aeromonas phage vB_AsaM-56	83	39	27.71
NC_006151	Suid alphaherpesvirus 1	69	25	2.90
NC_020202	Pseudomonas phage JBD5	59	11	13.56
NC_005357	Bordetella virus BPP1	49	135	55.10
NC_004810	Cucurbit yellow stunting disorder virus	8	18	12.50
NC_023579	Erwinia phage Ea9-2	94	29	19.15
NC_013259	Tomato infectious chlorosis virus	8	17	12.50
NC_019457	Vibrio phage CP-T1	70	79	17.14
NC_003038	Invertebrate iridescent virus 6	468	135	3.63
NC_022978	Carnation yellow fleck virus	9	21	11.11
NC_020883	Bacillus phage PM1	86	15	9.30
NC_016571	Pseudomonas phage OBP	309	52	2.59
NC_021796	Cellulophaga phage phi38:1	101	187	13.86
NC_022747	Vibrio phage VPUSM 8	43	4	9.30
NC_019417	Salmonella phage SPN19	72	29	9.72
NC_022790	Marine gokushovirus	6	4	33.33
NC_009232	Salmonella phage SETP3	63	34	14.29
NC_016654	Rhodococcus phage REQ3	60	19	10.00
NC_024206	Lactobacillus phage phi jlb1	54	21	11.11
NC_018831	Listeria phage P70	119	29	3.36
NC_023590	Acinetobacter phage IME_AB3	57	45	14.04
NC_004684	Mycobacterium phage Rosebush	90	65	8.89
NC_025450	Lelliottia phage phD2B	49	22	16.33
NC_015282	Synechococcus phage S-SM1	234	719	32.48
NC_005879	Vibrio phage VP2	47	27	14.89
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	94	8.87
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	14	2.21
NC_009514	Enterobacteria phage cdtI	60	49	26.67
NC_009531	Synechococcus phage Syn5	61	68	22.95
NC_001978	Streptomyces phage phiC31	53	46	13.21
NC_023574	Lactococcus phage phiL47	189	142	5.82
NC_018834	Propionibacterium phage P9.1	45	2	2.22
NC_021304	Streptomyces phage Sujidade	77	235	14.29
NC_023597	Mycobacterium phage 20ES	96	48	11.46
NC_007654	Atlantic salmon swim bladder sarcoma virus	3	1	33.33
NC_023557	Erwinia phage Ea35-70	318	102	3.77
NC_007623	Pseudomonas phage EL	201	54	4.98
NC_021321	Halovirus HRTV-8	124	14	3.23
NC_027983	Escherichia phage AR1	281	91	8.54
NC_002686	Cercopithecine alphaherpesvirus 9	74	54	4.05
NC_015269	Salmonella virus SPC35	145	149	22.07
NC_004367	Callitrichine gammaherpesvirus 3	72	15	2.78
NC_011398	Clostridium virus phiCD27	75	69	6.67
NC_004914	Escherichia phage Stx2 II	170	60	7.06
NC_007807	Pseudomonas phage 119X	53	2	3.77
NC_025461	Synechococcus phage S-CBP3	53	160	35.85
NC_009015	Burkholderia virus BcepF1	127	184	29.13
NC_015465	Synechococcus phage S-CBS3	46	156	21.74
NC_021704	Koala retrovirus	2	1	50.00
NC_020203	Pseudomonas phage JBD24	58	7	10.34
NC_023677	Chimpanzee herpesvirus strain 105640	77	15	2.60
NC_021338	Mycobacterium phage Chy4	73	29	10.96
NC_008348	Leucania separata nucleopolyhedrovirus	169	5	1.18
NC_009737	Bacillus virus 1	54	21	16.67
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	4	1.50
NC_018859	Escherichia phage ECBP2	120	90	10.83
NC_019522	Pectobacterium phage ZF40	68	66	14.71
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	26	14.04
NC_019442	Escherichia phage TL-2011c	72	24	13.89
NC_007806	Pseudomonas phage 73	52	54	19.23
NC_013644	Enterococcus phage phiFL4A	55	49	12.73
NC_029024	Bacillus virus 250	54	21	3.70
NC_028908	Achromobacter phage phiAxp-3	80	31	23.75
NC_020875	Synechococcus phage S-SSM4	220	686	36.36
NC_001407	Rous sarcoma virus	4	1	25.00
NC_011291	Mycobacterium phage Brujita	74	37	14.86
NC_025448	Enterobacteria phage RB27	271	87	7.75
NC_025419	Enterobacteria phage RB3	273	93	9.89
NC_027979	Enterobacteria phage RB68	276	96	8.70
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	19	0.61
NC_021777	Salmonella phage Jersey	69	33	14.49
NC_008205	Mycobacterium phage PMC	104	30	5.77
NC_020159	Halovirus HSTV-2	103	2	0.97
NC_010393	Phage Gifsy-2	55	50	18.18
NC_003663	Cowpox virus	233	125	4.72
NC_023695	Mycobacterium phage Violet	90	23	10.00
NC_008583	Staphylococcus phage phiNM	64	13	4.69
NC_003618	Lettuce infectious yellows virus	5	31	20.00
NC_013651	Vibrio phage N4	47	73	21.28
NC_023423	Pithovirus sibericum	467	286	5.14
NC_022343	Klebsiella phage 0507-KN2-1	154	63	12.99
NC_025415	Lactobacillus phage Ld25A	51	18	9.80
NC_015297	Ralstonia phage PE226	9	1	11.11
NC_009803	Thermus phage P2345	117	138	7.69
NC_020837	Synechococcus phage S-CAM1	231	626	35.50
NC_004065	Murid betaherpesvirus 1	161	2	0.62
NC_012419	Enterococcus phage EFAP-1	24	11	12.50
NC_019548	Ralstonia phage RSS0	12	1	8.33
NC_022983	Mycobacterium phage Bernardo	100	32	6.00
NC_021349	Mycobacterium phage Astraea	232	121	6.03
NC_013756	Marseillevirus marseillevirus	428	148	5.14
NC_023583	Pseudomonas phage TL	65	139	18.46
NC_007581	Clostridium phage c-st	198	106	7.07
NC_018845	Propionibacterium phage P104A	45	2	2.22
NC_015780	Wiseana iridescent virus	193	160	6.22
NC_024135	Mycobacterium phage Bernal13	60	41	6.67
NC_022063	Mycobacterium phage Phelemich	95	29	7.37
NC_023559	Oenococcus phage phi9805	55	11	1.82
NC_027997	Campylobacter virus CP220	194	32	7.73
NC_011271	Mycobacterium phage Cali	222	119	5.86
NC_023748	Mycobacterium phage SkiPole	102	19	6.86
NC_013599	Xylella phage Xfas53	45	85	26.67
NC_014457	Clostridium phage phiCTP1	86	86	6.98
NC_012635	Enterobacteria phage RB51	273	92	8.42
NC_006944	Mint virus 1	9	19	11.11
NC_023594	Shewanella phage Spp001	67	6	5.97
NC_022365	Piper yellow mottle virus	4	2	25.00
NC_019501	Enterobacteria phage IME10	27	74	25.93
NC_009993	Mycobacterium phage Giles	77	13	6.49
NC_004589	Streptococcus phage 315.6	51	64	13.73
NC_014900	Salmonella phage ST160	63	66	17.46
NC_009799	Corynebacterium phage BFK20	53	21	13.21
NC_008204	Mycobacterium phage Qyrzula	81	64	9.88
NC_022087	Mycobacterium phage AnnaL29	96	42	9.38
NC_020865	Cyanophage KBS-P-1A	57	182	35.09
NC_018278	Burkholderia phage KL1	55	38	14.55
NC_001332	Escherichia virus I22	9	6	11.11
NC_019447	Brucella phage Pr	57	60	31.58
NC_003521	Panine betaherpesvirus 2	169	3	0.59
NC_024210	Escherichia phage e4/1c	72	25	11.11
NC_013195	Staphylococcus phage P954	69	63	10.14
NC_021779	Salmonella phage FSLSP030	71	41	12.68
NC_023009	Staphylococcus phage Sb-1	168	40	6.55
NC_004813	Enterobacteria phage BP-4795	85	74	22.35
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	37	15.52
NC_023713	Mycobacterium phage Blue7	103	57	12.62
NC_013953	Lymantria xylina MNPV	157	29	2.55
NC_024204	Salmonella phage vB_SenS-Ent3	60	32	13.33
NC_019451	Pseudomonas phage NH-4	94	210	96.81
NC_023565	Mycobacterium phage Nyxis	87	86	16.09
NC_023563	Mycobacterium phage Suffolk	97	19	7.22
NC_024357	Streptococcus phage K13	53	16	9.43
NC_024711	uncultured crAssphage	80	12	6.25
NC_007052	Staphylococcus phage 42E	79	80	12.66
NC_024365	Pseudomonas phage phiPSA1	52	59	30.77
NC_010355	Azospirillum phage Cd	95	49	13.68
NC_005946	Frog virus 3	99	97	8.08
NC_020488	Vibrio phage VvAW1	40	134	45.00
NC_021339	Streptomyces phage Zemlya	76	228	14.47
NC_010671	Musca domestica salivary gland hypertrophy virus	108	82	2.78
NC_002593	Plutella xylostella granulovirus	120	6	1.67
NC_019925	Dickeya virus Limestone	201	56	11.94
NC_021806	Cellulophaga phage phi14:2	133	248	16.54
NC_001604	Enterobacteria phage T7	60	84	23.33
NC_013698	Clavibacter phage CMP1	74	38	8.11
NC_002188	Fowlpox virus	261	45	2.68
NC_001835	Lactococcus virus sk1	56	15	1.79
NC_018276	Croceibacter phage P2559S	68	32	10.29
NC_023558	Cronobacter phage Dev2	45	60	22.22
NC_019410	Caulobacter virus Karma	353	161	9.07
NC_016564	Planktothrix phage PaV-LD	142	321	9.15
NC_018842	Propionibacterium phage P1.1	45	2	2.22
NC_024212	Enterococcus phage VD13	88	36	6.82
NC_013804	Pseudocowpox virus	134	1	0.75
NC_008518	Trichoplusia ni ascovirus 2c	164	80	3.66
NC_024125	Escherichia phage vB_EcoM_112	279	98	10.04
NC_024390	Leuconostoc phage phiLN03	39	2	2.56
NC_028886	Bacillus phage phi4B1	56	24	3.57
NC_029008	Bacillus phage phi4J1	67	94	4.48
NC_004996	Streptococcus phage SM1	56	8	7.14
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	8	1.69
NC_007804	Escherichia phage phiV10	55	79	27.27
NC_013696	Enterococcus phage phiEf11	65	38	13.85
NC_009813	Listeria phage B054	80	67	5.00
NC_008722	Staphylococcus phage CNPH82	65	72	12.31
NC_011612	Staphylococcus phage Ipla35	62	50	16.13
NC_009812	Listeria phage B025	65	29	7.69
NC_005354	Lactobacillus prophage Lj928	50	11	6.00
NC_022053	Mycobacterium phage Papyrus	100	70	11.00
NC_009904	Enterococcus phage phiEF24C	221	39	3.17
NC_006882	Prochlorococcus phage P-SSP7	58	100	36.21
NC_022612	Turkey aviadenovirus 4	33	4	3.03
NC_020201	Pectobacterium phage phiTE	242	144	13.22
NC_023732	Mycobacterium phage Rumpelstiltskin	110	24	8.18
NC_019914	Staphylococcus phage StB27	53	9	9.43
NC_023605	Vibrio phage PVA1	21	19	23.81
NC_024144	Clostridium phage CDMH1	84	61	10.71
NC_021559	Prochlorococcus phage P-SSM3	214	588	32.24
NC_018284	Staphylococcus phage Ipla7	59	25	13.56
NC_019405	Caulobacter virus phiCbK	338	169	9.47
NC_008187	Invertebrate iridescent virus 3	126	119	7.94
NC_023726	Mycobacterium phage Euphoria	94	19	10.64
NC_019913	Pseudomonas phage PaP1	167	37	10.18
NC_010561	Bean yellow disorder virus	9	41	11.11
NC_011801	Lactobacillus phage Lv-1	47	27	12.77
NC_023734	Psychrobacter phage Psymv2	49	70	20.41
NC_004724	Grapevine rootstock stem lesion associated virus	8	31	12.50
NC_024330	Pseudomonas phage JD024	58	13	13.79
NC_024367	Dinoroseobacter phage DFL12phi1	86	29	13.95
NC_022920	Staphylococcus phage S25-3	206	57	4.85
NC_004681	Mycobacterium phage Cjw1	141	139	9.93
NC_011085	Morganella phage MmP1	49	77	26.53
NC_002363	Vibrio phage VfO4K68	8	1	12.50
NC_008210	Ranid herpesvirus 2	147	3	0.68
NC_006934	Reticuloendotheliosis virus	3	1	33.33
NC_023708	Mycobacterium phage Dreamboat	94	18	7.45
NC_009541	Propionibacterium phage PA6	48	1	2.08
NC_018084	Clostridium phage phiZP2	27	13	7.41
NC_005344	Shigella phage Sf6	66	129	24.24
NC_007710	Xanthomonas phage OP2	62	47	20.97
NC_004679	Staphylococcus phage P68	22	1	4.55
NC_016766	Synechococcus phage S-CBS4	105	103	22.86
NC_023729	Mycobacterium phage Charlie	68	47	10.29
NC_016448	Saimiriine betaherpesvirus 4	141	8	1.42
NC_008575	Ralstonia phage RSS1	12	1	8.33
NC_016081	Grapevine leafroll-associated virus 5	7	5	14.29
NC_024142	Escherichia phage Bp4	94	25	18.09
NC_005038	Adoxophyes orana granulovirus	119	3	1.68
NC_020482	Pelagibacter phage HTVC011P	45	115	40.00
NC_014661	Acinetobacter phage Acj61	241	88	12.03
NC_021793	Cellulophaga phage phi48:2	29	7	3.45
NC_020077	Sulfolobus virus STSV2	75	2	2.67
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	41	2.92
NC_008197	Mycobacterium phage Orion	100	17	7.00
NC_016434	Gordonia phage GTE5	92	26	4.35
NC_023733	Mycobacterium phage MoMoMixon	230	119	5.65
NC_019549	Liberibacter phage SC1	40	43	17.50
NC_011040	Enterobacteria phage BA14	52	76	23.08
NC_027356	Escherichia virus DT57C	133	158	24.81
NC_019518	Vibrio phage vB_VchM-138	67	83	20.90
NC_004087	Sulfolobus islandicus rod-shaped virus 1	45	1	2.22
NC_023604	Mycobacterium phage Jolie2	62	21	6.45
NC_021062	Pseudomonas phage Phi-S1	47	34	19.15
NC_003391	Camelpox virus	211	98	4.27
NC_022989	Lactobacillus virus LLKu	51	11	3.92
NC_019515	Bacillus phage BCD7	140	158	7.14
NC_022918	Staphylococcus phage S25-4	184	57	5.43
NC_022330	Mycobacterium phage Quink	151	141	7.95
NC_009542	Aeromonas phage phiO18P	45	13	17.78
NC_020078	Cronobacter phage vB_CskP_GAP227	49	12	14.29
NC_019491	Cyprinid herpesvirus 1	143	58	2.10
NC_001598	Beet yellows virus	8	20	12.50
NC_015785	Microviridae phi-CA82	10	1	10.00
NC_022324	Mycobacterium phage Sarfire	99	27	10.10
NC_022969	Mycobacterium phage PhatBacter	148	151	10.14
NC_019706	Enterobacteria phage mEp043 c-1	69	68	17.39
NC_009810	Listeria phage A500	63	22	7.94
NC_023741	Mycobacterium phage Stinger	95	11	4.21
NC_006560	Cercopithecine alphaherpesvirus 2	75	22	2.67
NC_024211	Bacillus phage Megatron	290	16	2.76
NC_005294	Streptococcus phage EJ-1	73	30	6.85
NC_010537	Acidianus filamentous virus 9	73	8	2.74
NC_016652	Rhodococcus phage REQ2	82	25	8.54
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	53	7.41
NC_009014	Erwinia amylovora phage Era103	53	22	11.32
NC_015288	Prochlorococcus phage Syn1	234	497	32.05
NC_018863	Bacillus phage B4	277	130	4.69
NC_019915	Staphylococcus phage StB20	65	51	16.92
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	28	2.44
NC_004305	Lactobacillus phage phig1e	60	13	8.33
NC_015254	Brochothrix phage BL3	67	18	5.97
NC_011811	Erwinia phage phiEa21-4	118	48	8.47
NC_015158	Vibrio phage ICP2	72	33	13.89
NC_015585	Pantoea phage LIMEzero	57	26	15.79
NC_013772	Pseudaletia unipuncta granulovirus	183	1	0.55
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	143	18.97
NC_023689	Mycobacterium phage Lilac	140	140	9.29
NC_026421	Equid gammaherpesvirus 5	79	57	6.33
NC_028671	Enterococcus phage vB_EfaS_IME197	70	15	7.14
NC_019912	Bacillus virus BMBtp2	53	16	7.55
NC_002671	Lactococcus phage bIL312	27	38	7.41
NC_025463	Shewanella sp. phage 1/44	75	14	8.00
NC_022098	Pandoravirus salinus	2541	536	1.53
NC_010152	Acidianus filamentous virus 6	66	5	3.03
NC_019714	Enterobacteria phage HK446	60	96	23.33
NC_021331	Shigella phage pSf-1	94	23	8.51
NC_020200	Pseudomonas phage JBD88a	55	6	9.09
NC_010237	Escherichia phage Min27	83	37	13.25
NC_001611	Variola virus	197	99	4.06
NC_023696	Mycobacterium phage Dandelion	239	118	5.44
NC_021861	Lactococcus phage BM13	55	18	9.09
NC_011288	Mycobacterium phage Fruitloop	102	20	8.82
NC_022744	Erwinia phage FE44	51	77	29.41
NC_001629	Lactococcus phage bIL67	37	6	5.41
NC_007062	Staphylococcus phage 52A	60	7	6.67
NC_024306	Fruit bat alphaherpesvirus 1	70	24	1.43
NC_014458	Mycobacterium virus Angelica	94	27	5.32
NC_021536	Synechococcus phage S-IOM18	209	575	33.01
NC_023690	Mycobacterium phage Courthouse	241	115	7.47
NC_020866	Rhodovulum phage RS1	56	80	33.93
NC_020479	Bacillus virus Curly	77	93	6.49
NC_019916	Lactobacillus virus ATCC8014	60	5	3.33
NC_011023	Mycobacterium phage Pukovnik	88	42	14.77
NC_005885	Actinoplanes phage phiAsp2	76	36	5.26
NC_022773	Bacillus virus Blastoid	79	98	6.33
NC_001884	Bacillus virus SPbeta	185	227	7.57
NC_020490	Staphylococcus phage StB12	74	51	6.76
NC_000902	Enterobacteria phage VT2-Sakai	83	44	10.84
NC_000896	Lactobacillus phage phiadh	63	31	9.52
NC_024362	Pseudomonas phage phiPSA2	47	49	23.40
NC_024387	Listeria phage LP-101	70	29	7.14
NC_023686	Mycobacterium phage Gadjet	102	32	6.86
NC_021068	Vibrio phage douglas 12A4	75	40	12.00
NC_019456	Lactobacillus phage JCL1032	77	31	9.09
NC_024782	Pseudomonas phage MP48	50	9	14.00
NC_003278	Pseudomonas phage phiCTX	47	17	21.28
NC_024370	Streptococcus phage IC1	49	23	18.37
NC_024146	Enterobacteria phage 9g	71	88	21.13
NC_022334	Propionibacterium phage PHL112N00	46	2	2.17
NC_026268	Pseudoplusia includens SNPV IE	141	17	2.13
NC_004827	Haemophilus phage Aaphi23	66	99	19.70
NC_019519	Agrobacterium phage 7-7-1	127	44	9.45
NC_023746	Mycobacterium phage GUmbie	104	40	6.73
NC_008199	Mycobacterium phage Pipefish	102	24	6.86
NC_021071	Cyanophage P-RSM1	212	639	34.43
NC_005045	Pseudomonas phage phiKMV	49	3	4.08
NC_011046	Lactococcus virus Bibb29	54	13	1.85
NC_007458	Bacillus phage Gamma	53	35	9.43
NC_024366	Mycobacterium phage OkiRoe	96	18	4.17
NC_012638	Enterobacteria phage RB14	274	91	8.76
NC_028693	Enterococcus phage vB_EfaP_IME195	27	1	3.70
NC_022916	Burkholderia phage JG068	49	17	16.33
NC_024216	Bacillus phage CAM003	287	86	3.14
NC_009936	Pseudomonas phage LKA1	57	10	8.77
NC_023549	Clavibacter phage CN1A	78	22	7.69
NC_029016	Enterococcus phage vB_EfaS_IME198	95	27	4.21
NC_009816	Corynebacterium phage P1201	97	71	7.22
NC_003387	Mycobacterium phage TM4	89	17	4.49
NC_021803	Cellulophaga phage phi13:2	127	58	11.02
NC_023848	Anopheles minimus irodovirus	131	101	7.63
NC_007456	Enterobacteria phage K1F	43	63	23.26
NC_021318	Mycobacterium phage Chy5	88	29	9.09
NC_013797	Pieris rapae granulovirus	120	3	1.67
NC_023005	Pseudomonas phage PPpW-4	50	43	22.00
NC_018852	Propionibacterium phage P100D	47	2	2.13
NC_019449	Lactobacillus virus c5	50	21	10.00
NC_021342	Edwardsiella phage PEi21	71	27	15.49
NC_019504	Erwinia phage vB_EamM-Y2	92	45	8.70
NC_025433	Mycobacterium phage Taj	110	28	5.45
NC_018849	Propionibacterium phage P105	45	2	2.22
NC_015323	Fowl aviadenovirus C	46	20	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	51	14.67
NC_020855	Cyanophage P-RSM6	221	492	31.67
NC_011589	Stenotrophomonas phage S1	48	24	14.58
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	17	2.72
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	3	3.92
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	89	7.81
NC_003324	Sinorhizobium phage PBC5	83	35	12.05
NC_024389	Leuconostoc phage phiLNTR2	42	5	7.14
NC_025456	Synechococcus phage S-CBP1	50	165	32.00
NC_017975	Halocynthia phage JM-2012	173	43	1.73
NC_024385	Leuconostoc phage phiLN12	41	3	4.88
NC_008193	Pasteurella phage F108	44	8	9.09
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	3	2.38
NC_015250	Acinetobacter virus 133	257	61	10.89
NC_022761	Bacillus phage CampHawk	231	173	7.36
NC_021072	Cyanophage Syn30	209	693	40.19
NC_009503	Spodoptera litura granulovirus	136	22	2.21
NC_030117	Canid alphaherpesvirus 1	76	27	2.63
NC_011042	Enterobacteria phage EcoDS1	53	73	20.75
NC_019528	Aeromonas phage phiAS7	51	10	11.76
NC_022055	Mycobacterium phage Bobi	107	19	7.48
NC_001661	Citrus tristeza virus	11	31	9.09
NC_019521	Sphingomonas phage PAU	295	165	7.12
NC_007924	Lactobacillus phage KC5a	61	17	8.20
NC_022613	Turkey aviadenovirus 5	37	5	2.70
NC_019543	Aeromonas phage Aes508	230	97	13.04
NC_021301	Mycobacterium phage SiSi	99	45	8.08
NC_005881	Ostreid herpesvirus 1	127	1	0.79
NC_017985	Salmonella phage SPN9CC	62	95	19.35
NC_012749	Escherichia phage wV8	140	33	10.00
NC_025428	Ruegeria phage DSS3-P1	82	57	17.07
NC_010324	Escherichia virus phiEco32	128	79	10.16
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	15	3.45
NC_024783	Escherichia phage EK99P-1	62	49	19.35
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	25	1.96
NC_021325	Clostridium phage vB_CpeS-CP51	50	7	4.00
NC_002371	Salmonella virus P22	72	103	13.89
NC_002520	Amsacta moorei entomopoxvirus	294	89	2.04
NC_021801	Staphylococcus phage SA12	58	23	8.62
NC_018283	Burkholderia phage AH2	78	51	16.67
NC_011107	Pseudomonas phage PT2	54	3	3.70
NC_005880	Staphylococcus virus K	233	52	5.58
NC_011201	Ralstonia phage RSB1	47	21	19.15
NC_001132	Myxoma virus	170	38	2.94
NC_020197	Streptococcus phage TP-J34	60	16	5.00
NC_008723	Staphylococcus phage PH15	68	43	11.76
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	143	6.72
NC_021790	Cellulophaga phage phi18:1	65	61	18.46
NC_018454	Cronobacter phage phiES15	52	84	23.08
NC_004086	Sulfolobus islandicus rod-shaped virus 2	54	1	1.85
NC_013007	Carrot yellow leaf virus	10	20	10.00
NC_013085	Synechococcus phage S-RSM4	237	565	32.49
NC_022090	Staphylococcus phage vB_SauM_Remus	174	33	5.75
NC_015287	Synechococcus phage S-SSM7	319	720	29.47
NC_012696	Sulfitobacter phage EE36phi1	79	26	15.19
NC_018835	Escherichia phage NJ01	109	22	4.59
NC_019559	Murid betaherpesvirus 8	137	4	1.46
NC_016764	Pseudomonas phage Bf7	46	14	13.04
NC_010821	Pseudomonas phage 201phi2-1	461	121	7.38
NC_001902	Methanobacterium phage psiM2	32	20	6.25
NC_023500	Staphylococcus phage StauST398-5	65	40	7.69
NC_007021	Staphylococcus phage Twort	195	31	6.67
NC_001731	Molluscum contagiosum virus subtype 1	163	13	1.84
NC_023863	Vibrio phage CHOED	91	101	12.09
NC_022774	Bacillus phage Slash	111	28	7.21
NC_024303	Bovine gammaherpesvirus 6	79	11	3.80
NC_020867	Synechococcus phage S-RIP1	55	158	25.45
NC_021343	Burkholderia phage ST79	49	23	22.45
NC_021326	Staphylococcus phage StauST398-1	69	10	7.25
NC_011273	Mycobacterium phage Myrna	229	167	7.42
