Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_019545	Salmonella phage SPN3UB	71	30	11.27
NC_019510	Erwinia phage vB_EamP-L1	51	47	21.57
NC_019544	Deep-sea thermophilic phage D6E	49	140	18.37
NC_014767	Micromonas sp. RCC1109 virus MpV1	244	575	25.41
NC_025431	Mesorhizobium phage vB_MloP_Lo5R7ANS	64	97	25.00
NC_008721	Streptococcus phage SMP	48	14	8.33
NC_019507	Campylobacter virus CP21	257	27	4.67
NC_024358	Anabaena phage A-4L	38	24	15.79
NC_023707	Mycobacterium phage Turbido	94	66	10.64
NC_022751	Cyanophage PP	41	36	7.32
NC_018856	Bacillus phage Bastille	273	84	3.66
NC_022066	Mycobacterium phage Redno2	231	143	6.93
NC_013693	Shigella phage Ag3	216	46	9.26
NC_028776	Escherichia phage CAjan	91	128	14.29
NC_023006	Pseudomonas phage PPpW-3	66	102	22.73
NC_009820	Mycobacterium phage Tweety	109	111	7.34
NC_024354	Cronobacter phage CR8	269	95	8.18
NC_018452	Burkholderia virus DC1	73	70	26.03
NC_016767	Erwinia phage PEp14	64	32	14.06
NC_024379	Escherichia phage PE3-1	48	42	27.08
NC_026016	Staphylococcus phage phiBU01	46	12	6.52
NC_019523	Clostridium phage phi24R	22	12	4.55
NC_019926	Erwinia phage phiEa100	51	21	13.73
NC_020414	Enterobacteria phage UAB_Phi78	58	16	12.07
NC_009935	Pseudomonas phage LKD16	53	8	9.43
NC_001331	Pseudomonas phage Pf1	14	10	64.29
NC_001940	Feline leukemia virus	2	2	50.00
NC_011356	Enterobacteria phage YYZ-2008	75	79	14.67
NC_011646	Abalone shriveling syndrome-associated virus	31	45	22.58
NC_004587	Streptococcus phage 315.4	64	25	7.81
NC_021560	Rhizobium phage RR1-A	68	73	13.24
NC_001482	Feline immunodeficiency virus	6	1	16.67
NC_004616	Staphylococcus phage Phi12	49	58	24.49
NC_016160	Escherichia phage HK75	58	73	20.69
NC_012743	Burkholderia virus Bcepil02	76	65	23.68
AC_000191	Bovine mastadenovirus A	29	26	6.90
NC_025424	Bacillus phage Waukesha92	72	4	4.17
NC_007734	Bacillus virus Wbeta	53	37	13.21
NC_023859	Microbacterium phage vB_MoxS-ISF9	120	13	2.50
NC_003390	Synechococcus phage P60	55	80	27.27
NC_018848	Streptomyces phage SV1	55	11	3.64
NC_028957	Escherichia phage vB_EcoM_VR26	291	60	6.53
NC_023586	Ralstonia phage 1 NP-2014	16	10	6.25
NC_009447	Burkholderia phage BcepGomr	75	78	18.67
NC_024359	Listeria phage LP-048	177	47	5.65
NC_019717	Enterobacteria phage HK225	69	19	15.94
NC_017972	Pseudomonas phage Lu11	391	136	3.07
NC_010353	Streptococcus phage 858	46	20	8.70
NC_011020	Mycobacterium phage Jasper	94	17	8.51
NC_019716	Enterobacteria phage mEp460	59	49	25.42
NC_023865	Pectobacterium phage PM1	63	48	12.70
NC_020851	Synechococcus phage S-SKS1	281	732	29.89
NC_029084	Paenibacillus phage Rani	61	81	16.39
NC_002687	Ectocarpus siliculosus virus 1	240	319	6.25
NC_014260	Enterobacteria phage IME08	253	70	8.70
NC_002166	Escherichia virus HK022	35	49	28.57
NC_015274	Streptococcus phage Dp-1	72	122	12.50
NC_020478	Bacillus virus Andromeda	79	110	3.80
NC_005091	Burkholderia phage BcepNazgul	73	41	15.07
NC_019767	Enterobacteria phage HK544	63	61	15.87
NC_011523	Bacillus virus AP50	31	1	3.23
NC_007810	Pseudomonas phage F8	91	211	98.90
NC_021346	Mycobacterium phage Gizmo	241	107	5.39
NC_001609	Enterobacteria phage P4	14	15	21.43
NC_011021	Mycobacterium phage Lockley	90	60	8.89
NC_005902	Lymphocystis disease virus - isolate China	239	130	2.93
NC_007053	Staphylococcus phage 3A	67	63	16.42
NC_015295	Erwinia phage phiEt88	68	61	11.76
NC_012639	Euproctis pseudoconspersa nucleopolyhedrovirus	139	40	1.44
NC_023721	Mycobacterium phage Drago	103	27	4.85
NC_020877	Staphylococcus phage vB_SauM_Romulus	164	29	4.88
NC_019418	Streptococcus phage phiNJ2	55	7	7.27
NC_021563	Serratia phage Eta	69	42	14.49
NC_022771	Bacillus phage Grass	252	162	5.95
NC_024391	Staphylococcus phage DW2	62	14	9.68
NC_008371	Lactococcus virus jj50	49	10	2.04
NC_021924	Choristoneura rosaceana alphabaculovirus	149	15	2.01
NC_024145	Mycobacterium phage Hosp	97	24	6.19
NC_014595	Shigella phage SP18	284	42	4.23
NC_023698	Mycobacterium phage Avani	107	37	5.61
NC_024141	Mycobacterium phage Kampy	88	151	15.91
NC_019527	Aeromonas phage vB_AsaM-56	83	28	8.43
NC_024208	Lactococcus phage P118	80	1	1.25
NC_006151	Suid alphaherpesvirus 1	69	29	1.45
NC_020202	Pseudomonas phage JBD5	59	10	8.47
NC_005357	Bordetella virus BPP1	49	192	53.06
NC_004810	Cucurbit yellow stunting disorder virus	8	20	12.50
NC_023579	Erwinia phage Ea9-2	94	22	9.57
NC_003138	Blueberry red ringspot virus	8	1	12.50
NC_013259	Tomato infectious chlorosis virus	8	9	12.50
NC_019457	Vibrio phage CP-T1	70	94	12.86
NC_003038	Invertebrate iridescent virus 6	468	93	2.14
NC_022978	Carnation yellow fleck virus	9	7	11.11
NC_020883	Bacillus phage PM1	86	8	5.81
NC_016571	Pseudomonas phage OBP	309	45	1.94
NC_021796	Cellulophaga phage phi38:1	101	160	11.88
NC_022747	Vibrio phage VPUSM 8	43	3	4.65
NC_019417	Salmonella phage SPN19	72	29	9.72
NC_009232	Salmonella phage SETP3	63	32	14.29
NC_016654	Rhodococcus phage REQ3	60	21	6.67
NC_024206	Lactobacillus phage phi jlb1	54	19	7.41
NC_018831	Listeria phage P70	119	25	5.88
NC_023590	Acinetobacter phage IME_AB3	57	48	17.54
NC_004684	Mycobacterium phage Rosebush	90	87	11.11
NC_025450	Lelliottia phage phD2B	49	22	16.33
NC_015282	Synechococcus phage S-SM1	234	527	30.34
NC_005879	Vibrio phage VP2	47	35	12.77
NC_019399	Escherichia phage vB_EcoM_ACG-C40	282	68	7.45
NC_003083	Epiphyas postvittana nucleopolyhedrovirus	136	12	2.21
NC_009514	Enterobacteria phage cdtI	60	45	20.00
NC_009531	Synechococcus phage Syn5	61	80	19.67
NC_001978	Streptomyces phage phiC31	53	67	16.98
NC_023574	Lactococcus phage phiL47	189	143	4.76
NC_018834	Propionibacterium phage P9.1	45	2	4.44
NC_021304	Streptomyces phage Sujidade	77	233	11.69
NC_023597	Mycobacterium phage 20ES	96	69	10.42
NC_023557	Erwinia phage Ea35-70	318	132	2.83
NC_007623	Pseudomonas phage EL	201	52	2.99
NC_021321	Halovirus HRTV-8	124	22	3.23
NC_027983	Escherichia phage AR1	281	68	7.83
NC_002686	Cercopithecine alphaherpesvirus 9	74	51	4.05
NC_015269	Salmonella virus SPC35	145	126	20.69
NC_004367	Callitrichine gammaherpesvirus 3	72	18	1.39
NC_011398	Clostridium virus phiCD27	75	75	6.67
NC_004914	Escherichia phage Stx2 II	170	72	8.24
NC_007807	Pseudomonas phage 119X	53	4	3.77
NC_025461	Synechococcus phage S-CBP3	53	164	30.19
NC_009015	Burkholderia virus BcepF1	127	190	28.35
NC_015465	Synechococcus phage S-CBS3	46	156	23.91
NC_020203	Pseudomonas phage JBD24	58	13	12.07
NC_023677	Chimpanzee herpesvirus strain 105640	77	21	3.90
NC_021338	Mycobacterium phage Chy4	73	55	10.96
NC_008348	Leucania separata nucleopolyhedrovirus	169	2	1.18
NC_009737	Bacillus virus 1	54	24	11.11
NC_001993	Melanoplus sanguinipes entomopoxvirus	267	3	1.12
NC_018859	Escherichia phage ECBP2	120	123	12.50
NC_019522	Pectobacterium phage ZF40	68	77	11.76
NC_024791	Vibrio phage ICP2_2013_A_Haiti	57	15	14.04
NC_019442	Escherichia phage TL-2011c	72	33	19.44
NC_007806	Pseudomonas phage 73	52	73	25.00
NC_013644	Enterococcus phage phiFL4A	55	48	10.91
NC_029024	Bacillus virus 250	54	20	11.11
NC_028908	Achromobacter phage phiAxp-3	80	11	11.25
NC_020875	Synechococcus phage S-SSM4	220	535	30.45
NC_011291	Mycobacterium phage Brujita	74	41	12.16
NC_025448	Enterobacteria phage RB27	271	67	7.75
NC_025419	Enterobacteria phage RB3	273	76	9.89
NC_027979	Enterobacteria phage RB68	276	68	7.97
NC_011345	Agrotis ipsilon multiple nucleopolyhedrovirus	163	21	0.61
NC_021777	Salmonella phage Jersey	69	43	15.94
NC_008205	Mycobacterium phage PMC	104	24	5.77
NC_020159	Halovirus HSTV-2	103	1	0.97
NC_010393	Phage Gifsy-2	55	57	21.82
NC_003663	Cowpox virus	233	86	4.29
NC_023695	Mycobacterium phage Violet	90	54	8.89
NC_008583	Staphylococcus phage phiNM	64	13	3.12
NC_003618	Lettuce infectious yellows virus	5	22	20.00
NC_013651	Vibrio phage N4	47	91	23.40
NC_023423	Pithovirus sibericum	467	362	4.93
NC_022343	Klebsiella phage 0507-KN2-1	154	57	16.88
NC_025415	Lactobacillus phage Ld25A	51	25	11.76
NC_009803	Thermus phage P2345	117	159	5.98
NC_020837	Synechococcus phage S-CAM1	231	487	30.74
NC_012419	Enterococcus phage EFAP-1	24	7	12.50
NC_001396	Xanthomonas phage Cf1c	9	2	11.11
NC_022983	Mycobacterium phage Bernardo	100	37	8.00
NC_021349	Mycobacterium phage Astraea	232	119	6.03
NC_013756	Marseillevirus marseillevirus	428	145	5.37
NC_023583	Pseudomonas phage TL	65	200	20.00
NC_007581	Clostridium phage c-st	198	103	6.06
NC_018845	Propionibacterium phage P104A	45	3	4.44
NC_015780	Wiseana iridescent virus	193	123	6.74
NC_024135	Mycobacterium phage Bernal13	60	48	5.00
NC_022063	Mycobacterium phage Phelemich	95	46	7.37
NC_023559	Oenococcus phage phi9805	55	12	3.64
NC_027997	Campylobacter virus CP220	194	30	5.15
NC_011271	Mycobacterium phage Cali	222	116	6.31
NC_023748	Mycobacterium phage SkiPole	102	40	5.88
NC_013599	Xylella phage Xfas53	45	98	28.89
NC_014457	Clostridium phage phiCTP1	86	92	8.14
NC_012635	Enterobacteria phage RB51	273	64	7.69
NC_006944	Mint virus 1	9	7	11.11
NC_023594	Shewanella phage Spp001	67	13	5.97
NC_022365	Piper yellow mottle virus	4	1	25.00
NC_019501	Enterobacteria phage IME10	27	65	22.22
NC_009993	Mycobacterium phage Giles	77	24	7.79
NC_004589	Streptococcus phage 315.6	51	74	11.76
NC_014900	Salmonella phage ST160	63	72	14.29
NC_009799	Corynebacterium phage BFK20	53	32	13.21
NC_008204	Mycobacterium phage Qyrzula	81	85	11.11
NC_022087	Mycobacterium phage AnnaL29	96	68	9.38
NC_020865	Cyanophage KBS-P-1A	57	215	31.58
NC_018278	Burkholderia phage KL1	55	49	18.18
NC_001332	Escherichia virus I22	9	7	11.11
NC_019447	Brucella phage Pr	57	67	19.30
NC_003521	Panine betaherpesvirus 2	169	1	0.59
NC_024210	Escherichia phage e4/1c	72	34	8.33
NC_023440	Wallerfield virus	3	1	33.33
NC_013195	Staphylococcus phage P954	69	51	13.04
NC_021779	Salmonella phage FSLSP030	71	45	11.27
NC_023009	Staphylococcus phage Sb-1	168	41	7.14
NC_004813	Enterobacteria phage BP-4795	85	80	18.82
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	58	50	18.97
NC_023713	Mycobacterium phage Blue7	103	89	13.59
NC_013953	Lymantria xylina MNPV	157	20	3.18
NC_024204	Salmonella phage vB_SenS-Ent3	60	29	11.67
NC_019451	Pseudomonas phage NH-4	94	221	96.81
NC_023565	Mycobacterium phage Nyxis	87	150	16.09
NC_023563	Mycobacterium phage Suffolk	97	17	7.22
NC_024357	Streptococcus phage K13	53	10	13.21
NC_024711	uncultured crAssphage	80	8	3.75
NC_007052	Staphylococcus phage 42E	79	117	13.92
NC_024365	Pseudomonas phage phiPSA1	52	68	32.69
NC_010355	Azospirillum phage Cd	95	50	13.68
NC_005946	Frog virus 3	99	83	7.07
NC_020488	Vibrio phage VvAW1	40	125	37.50
NC_021339	Streptomyces phage Zemlya	76	232	14.47
NC_010671	Musca domestica salivary gland hypertrophy virus	108	66	3.70
NC_022094	Bacillus phage Wip1	27	2	7.41
NC_002593	Plutella xylostella granulovirus	120	5	1.67
NC_002702	Porcine adenovirus 5	28	1	3.57
NC_019925	Dickeya virus Limestone	201	46	9.45
NC_021806	Cellulophaga phage phi14:2	133	241	12.03
NC_001604	Enterobacteria phage T7	60	81	21.67
NC_013698	Clavibacter phage CMP1	74	44	8.11
NC_002188	Fowlpox virus	261	55	3.83
NC_001835	Lactococcus virus sk1	56	10	1.79
NC_018276	Croceibacter phage P2559S	68	27	7.35
NC_023558	Cronobacter phage Dev2	45	34	26.67
NC_019410	Caulobacter virus Karma	353	137	6.52
NC_016564	Planktothrix phage PaV-LD	142	394	7.75
NC_018842	Propionibacterium phage P1.1	45	4	6.67
NC_024212	Enterococcus phage VD13	88	28	6.82
NC_013804	Pseudocowpox virus	134	1	0.75
NC_008518	Trichoplusia ni ascovirus 2c	164	68	2.44
NC_024125	Escherichia phage vB_EcoM_112	279	64	8.96
NC_024390	Leuconostoc phage phiLN03	39	1	2.56
NC_028886	Bacillus phage phi4B1	56	26	7.14
NC_029008	Bacillus phage phi4J1	67	86	5.97
NC_004996	Streptococcus phage SM1	56	2	3.57
NC_018874	Abalone herpesvirus Victoria/AUS/2009	118	3	0.85
NC_007804	Escherichia phage phiV10	55	87	23.64
NC_013696	Enterococcus phage phiEf11	65	67	10.77
NC_009813	Listeria phage B054	80	88	5.00
NC_008722	Staphylococcus phage CNPH82	65	71	10.77
NC_011612	Staphylococcus phage Ipla35	62	64	16.13
NC_009812	Listeria phage B025	65	33	6.15
NC_005354	Lactobacillus prophage Lj928	50	6	2.00
NC_022053	Mycobacterium phage Papyrus	100	78	7.00
NC_009904	Enterococcus phage phiEF24C	221	26	3.17
NC_006882	Prochlorococcus phage P-SSP7	58	111	32.76
NC_022612	Turkey aviadenovirus 4	33	5	3.03
NC_020201	Pectobacterium phage phiTE	242	126	11.16
NC_023732	Mycobacterium phage Rumpelstiltskin	110	25	10.00
NC_019914	Staphylococcus phage StB27	53	6	5.66
NC_023605	Vibrio phage PVA1	21	33	47.62
NC_024144	Clostridium phage CDMH1	84	48	8.33
NC_021559	Prochlorococcus phage P-SSM3	214	483	30.84
NC_018284	Staphylococcus phage Ipla7	59	26	10.17
NC_019405	Caulobacter virus phiCbK	338	136	6.80
NC_008187	Invertebrate iridescent virus 3	126	89	7.14
NC_023726	Mycobacterium phage Euphoria	94	49	8.51
NC_019913	Pseudomonas phage PaP1	167	36	7.78
NC_010561	Bean yellow disorder virus	9	34	11.11
NC_011801	Lactobacillus phage Lv-1	47	30	8.51
NC_023734	Psychrobacter phage Psymv2	49	72	22.45
NC_004724	Grapevine rootstock stem lesion associated virus	8	43	12.50
NC_024330	Pseudomonas phage JD024	58	12	10.34
NC_024367	Dinoroseobacter phage DFL12phi1	86	49	12.79
NC_022920	Staphylococcus phage S25-3	206	61	5.34
NC_006150	Macacine betaherpesvirus 3	223	2	0.45
NC_004681	Mycobacterium phage Cjw1	141	141	9.22
NC_011085	Morganella phage MmP1	49	82	20.41
NC_008210	Ranid herpesvirus 2	147	3	0.68
NC_006934	Reticuloendotheliosis virus	3	1	33.33
NC_023708	Mycobacterium phage Dreamboat	94	21	8.51
NC_009541	Propionibacterium phage PA6	48	2	4.17
NC_018084	Clostridium phage phiZP2	27	16	7.41
NC_005344	Shigella phage Sf6	66	124	18.18
NC_007710	Xanthomonas phage OP2	62	55	9.68
NC_016766	Synechococcus phage S-CBS4	105	108	27.62
NC_023729	Mycobacterium phage Charlie	68	68	14.71
NC_016448	Saimiriine betaherpesvirus 4	141	4	0.71
NC_016081	Grapevine leafroll-associated virus 5	7	1	14.29
NC_024142	Escherichia phage Bp4	94	8	7.45
NC_005038	Adoxophyes orana granulovirus	119	3	1.68
NC_020482	Pelagibacter phage HTVC011P	45	152	42.22
NC_014661	Acinetobacter phage Acj61	241	60	9.54
NC_021793	Cellulophaga phage phi48:2	29	8	6.90
NC_020077	Sulfolobus virus STSV2	75	4	2.67
NC_021923	Hemileuca sp. nucleopolyhedrovirus	137	34	2.92
NC_008197	Mycobacterium phage Orion	100	16	6.00
NC_016434	Gordonia phage GTE5	92	27	6.52
NC_023733	Mycobacterium phage MoMoMixon	230	118	6.09
NC_019549	Liberibacter phage SC1	40	49	20.00
NC_011040	Enterobacteria phage BA14	52	73	21.15
NC_027356	Escherichia virus DT57C	133	128	22.56
NC_019518	Vibrio phage vB_VchM-138	67	96	13.43
NC_023604	Mycobacterium phage Jolie2	62	20	4.84
NC_021062	Pseudomonas phage Phi-S1	47	28	17.02
NC_003391	Camelpox virus	211	77	3.79
NC_022989	Lactobacillus virus LLKu	51	26	11.76
NC_019515	Bacillus phage BCD7	140	139	7.86
NC_022918	Staphylococcus phage S25-4	184	60	5.98
NC_022330	Mycobacterium phage Quink	151	148	8.61
NC_009542	Aeromonas phage phiO18P	45	7	8.89
NC_020078	Cronobacter phage vB_CskP_GAP227	49	7	8.16
NC_019491	Cyprinid herpesvirus 1	143	58	2.10
NC_001598	Beet yellows virus	8	7	12.50
NC_022324	Mycobacterium phage Sarfire	99	51	10.10
NC_022969	Mycobacterium phage PhatBacter	148	149	8.78
NC_019706	Enterobacteria phage mEp043 c-1	69	60	14.49
NC_009810	Listeria phage A500	63	21	6.35
NC_023741	Mycobacterium phage Stinger	95	21	7.37
NC_006560	Cercopithecine alphaherpesvirus 2	75	34	2.67
NC_024211	Bacillus phage Megatron	290	14	1.72
NC_005294	Streptococcus phage EJ-1	73	33	5.48
NC_010537	Acidianus filamentous virus 9	73	9	4.11
NC_016652	Rhodococcus phage REQ2	82	24	7.32
NC_017981	Xanthomonas phage vB_XveM_DIBBI	81	47	7.41
NC_009014	Erwinia amylovora phage Era103	53	22	15.09
NC_015288	Prochlorococcus phage Syn1	234	360	27.35
NC_018863	Bacillus phage B4	277	105	3.61
NC_019915	Staphylococcus phage StB20	65	44	12.31
NC_001973	Lymantria dispar multiple nucleopolyhedrovirus	164	18	3.05
NC_004305	Lactobacillus phage phig1e	60	12	6.67
NC_015254	Brochothrix phage BL3	67	23	7.46
NC_011811	Erwinia phage phiEa21-4	118	57	10.17
NC_015158	Vibrio phage ICP2	72	18	12.50
NC_015585	Pantoea phage LIMEzero	57	18	7.02
NC_013772	Pseudaletia unipuncta granulovirus	183	4	1.64
NC_019813	Pseudomonas phage vB_PaeP_p2-10_Or1	58	213	18.97
NC_023689	Mycobacterium phage Lilac	140	144	8.57
NC_026421	Equid gammaherpesvirus 5	79	52	5.06
NC_028671	Enterococcus phage vB_EfaS_IME197	70	14	4.29
NC_019912	Bacillus virus BMBtp2	53	22	9.43
NC_002671	Lactococcus phage bIL312	27	32	11.11
NC_025463	Shewanella sp. phage 1/44	75	10	5.33
NC_022098	Pandoravirus salinus	2541	511	1.46
NC_010152	Acidianus filamentous virus 6	66	5	4.55
NC_019714	Enterobacteria phage HK446	60	68	20.00
NC_021331	Shigella phage pSf-1	94	29	7.45
NC_020200	Pseudomonas phage JBD88a	55	10	9.09
NC_010237	Escherichia phage Min27	83	69	13.25
NC_001611	Variola virus	197	78	4.06
NC_023696	Mycobacterium phage Dandelion	239	113	5.86
NC_021861	Lactococcus phage BM13	55	33	9.09
NC_011288	Mycobacterium phage Fruitloop	102	16	6.86
NC_022744	Erwinia phage FE44	51	74	23.53
NC_001629	Lactococcus phage bIL67	37	2	5.41
NC_007062	Staphylococcus phage 52A	60	4	3.33
NC_024306	Fruit bat alphaherpesvirus 1	70	30	2.86
NC_014458	Mycobacterium virus Angelica	94	28	6.38
NC_021536	Synechococcus phage S-IOM18	209	408	30.62
NC_023690	Mycobacterium phage Courthouse	241	152	7.88
NC_020866	Rhodovulum phage RS1	56	69	12.50
NC_020479	Bacillus virus Curly	77	111	5.19
NC_019916	Lactobacillus virus ATCC8014	60	11	3.33
NC_011023	Mycobacterium phage Pukovnik	88	58	13.64
NC_005885	Actinoplanes phage phiAsp2	76	43	10.53
NC_022773	Bacillus virus Blastoid	79	115	6.33
NC_001884	Bacillus virus SPbeta	185	257	8.65
NC_020490	Staphylococcus phage StB12	74	52	4.05
NC_000902	Enterobacteria phage VT2-Sakai	83	53	10.84
NC_000896	Lactobacillus phage phiadh	63	29	6.35
NC_024362	Pseudomonas phage phiPSA2	47	36	21.28
NC_024387	Listeria phage LP-101	70	35	7.14
NC_023686	Mycobacterium phage Gadjet	102	39	7.84
NC_021068	Vibrio phage douglas 12A4	75	44	14.67
NC_019456	Lactobacillus phage JCL1032	77	31	7.79
NC_024782	Pseudomonas phage MP48	50	10	10.00
NC_003278	Pseudomonas phage phiCTX	47	8	8.51
NC_024370	Streptococcus phage IC1	49	12	14.29
NC_024146	Enterobacteria phage 9g	71	91	16.90
NC_022334	Propionibacterium phage PHL112N00	46	3	6.52
NC_026268	Pseudoplusia includens SNPV IE	141	15	2.13
NC_004827	Haemophilus phage Aaphi23	66	107	9.09
NC_019519	Agrobacterium phage 7-7-1	127	32	7.09
NC_023746	Mycobacterium phage GUmbie	104	34	5.77
NC_008199	Mycobacterium phage Pipefish	102	30	8.82
NC_021071	Cyanophage P-RSM1	212	466	32.55
NC_005045	Pseudomonas phage phiKMV	49	7	8.16
NC_011046	Lactococcus virus Bibb29	54	10	1.85
NC_007458	Bacillus phage Gamma	53	36	11.32
NC_024366	Mycobacterium phage OkiRoe	96	29	8.33
NC_012638	Enterobacteria phage RB14	274	70	9.12
NC_028693	Enterococcus phage vB_EfaP_IME195	27	3	3.70
NC_022916	Burkholderia phage JG068	49	9	10.20
NC_024216	Bacillus phage CAM003	287	85	3.14
NC_009936	Pseudomonas phage LKA1	57	14	10.53
NC_023549	Clavibacter phage CN1A	78	25	11.54
NC_029016	Enterococcus phage vB_EfaS_IME198	95	29	5.26
NC_009816	Corynebacterium phage P1201	97	75	9.28
NC_003387	Mycobacterium phage TM4	89	16	7.87
NC_021803	Cellulophaga phage phi13:2	127	39	9.45
NC_023848	Anopheles minimus irodovirus	131	75	6.11
NC_007456	Enterobacteria phage K1F	43	47	27.91
NC_021318	Mycobacterium phage Chy5	88	56	9.09
NC_013797	Pieris rapae granulovirus	120	6	2.50
NC_023005	Pseudomonas phage PPpW-4	50	35	20.00
NC_018852	Propionibacterium phage P100D	47	4	6.38
NC_019449	Lactobacillus virus c5	50	29	10.00
NC_021342	Edwardsiella phage PEi21	71	26	9.86
NC_019504	Erwinia phage vB_EamM-Y2	92	66	7.61
NC_025433	Mycobacterium phage Taj	110	37	6.36
NC_018849	Propionibacterium phage P105	45	2	4.44
NC_015323	Fowl aviadenovirus C	46	15	2.17
NC_010106	Enterobacteria phage phiEcoM-GJ1	75	63	13.33
NC_020855	Cyanophage P-RSM6	221	369	30.77
NC_011589	Stenotrophomonas phage S1	48	33	20.83
NC_023177	Choristoneura murinana nucleopolyhedrovirus	147	14	2.04
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	51	7	7.84
NC_019400	Cronobacter phage vB_CsaM_GAP31	269	101	6.69
NC_003324	Sinorhizobium phage PBC5	83	36	18.07
NC_024389	Leuconostoc phage phiLNTR2	42	2	4.76
NC_025456	Synechococcus phage S-CBP1	50	163	32.00
NC_017975	Halocynthia phage JM-2012	173	138	1.73
NC_024385	Leuconostoc phage phiLN12	41	1	2.44
NC_008193	Pasteurella phage F108	44	3	4.55
NC_008725	Maruca vitrata nucleopolyhedrovirus	126	3	1.59
NC_015250	Acinetobacter virus 133	257	40	9.34
NC_022761	Bacillus phage CampHawk	231	159	6.93
NC_021072	Cyanophage Syn30	209	536	35.41
NC_009503	Spodoptera litura granulovirus	136	20	2.21
NC_030117	Canid alphaherpesvirus 1	76	31	2.63
NC_011042	Enterobacteria phage EcoDS1	53	53	24.53
NC_019528	Aeromonas phage phiAS7	51	8	5.88
NC_022055	Mycobacterium phage Bobi	107	29	7.48
NC_001661	Citrus tristeza virus	11	44	9.09
NC_019521	Sphingomonas phage PAU	295	249	5.42
NC_007924	Lactobacillus phage KC5a	61	12	6.56
NC_022613	Turkey aviadenovirus 5	37	5	2.70
NC_019543	Aeromonas phage Aes508	230	76	11.74
NC_021301	Mycobacterium phage SiSi	99	34	8.08
NC_005881	Ostreid herpesvirus 1	127	2	0.79
NC_017985	Salmonella phage SPN9CC	62	92	19.35
NC_012749	Escherichia phage wV8	140	27	9.29
NC_025428	Ruegeria phage DSS3-P1	82	56	19.51
NC_010324	Escherichia virus phiEco32	128	116	14.84
NC_019945	Thysanoplusia orichalcea nucleopolyhedrovirus	145	10	1.38
NC_024783	Escherichia phage EK99P-1	62	44	17.74
NC_007921	Agrotis segetum nucleopolyhedrovirus A	153	27	1.31
NC_021325	Clostridium phage vB_CpeS-CP51	50	5	4.00
NC_002371	Salmonella virus P22	72	91	15.28
NC_002520	Amsacta moorei entomopoxvirus	294	73	1.70
NC_021801	Staphylococcus phage SA12	58	23	8.62
NC_018283	Burkholderia phage AH2	78	46	16.67
NC_011107	Pseudomonas phage PT2	54	7	7.41
NC_005880	Staphylococcus virus K	233	59	6.44
NC_011201	Ralstonia phage RSB1	47	8	10.64
NC_001132	Myxoma virus	170	21	2.94
NC_020197	Streptococcus phage TP-J34	60	18	3.33
NC_008723	Staphylococcus phage PH15	68	42	13.24
NC_020873	Bacillus phage vB_BceM_Bc431v3	238	138	5.88
NC_021790	Cellulophaga phage phi18:1	65	50	16.92
NC_018454	Cronobacter phage phiES15	52	76	23.08
NC_004086	Sulfolobus islandicus rod-shaped virus 2	54	1	1.85
NC_013007	Carrot yellow leaf virus	10	8	10.00
NC_013085	Synechococcus phage S-RSM4	237	406	28.27
NC_022090	Staphylococcus phage vB_SauM_Remus	174	29	4.60
NC_015287	Synechococcus phage S-SSM7	319	539	26.96
NC_012696	Sulfitobacter phage EE36phi1	79	51	12.66
NC_018835	Escherichia phage NJ01	109	42	7.34
NC_019559	Murid betaherpesvirus 8	137	3	1.46
NC_016764	Pseudomonas phage Bf7	46	19	13.04
NC_010821	Pseudomonas phage 201phi2-1	461	109	5.21
NC_001902	Methanobacterium phage psiM2	32	12	3.12
NC_023500	Staphylococcus phage StauST398-5	65	40	4.62
NC_007021	Staphylococcus phage Twort	195	20	5.13
NC_001731	Molluscum contagiosum virus subtype 1	163	16	1.23
NC_023863	Vibrio phage CHOED	91	139	13.19
NC_022774	Bacillus phage Slash	111	20	5.41
NC_024303	Bovine gammaherpesvirus 6	79	7	3.80
NC_020867	Synechococcus phage S-RIP1	55	182	23.64
NC_021343	Burkholderia phage ST79	49	26	14.29
NC_021326	Staphylococcus phage StauST398-1	69	6	4.35
NC_011273	Mycobacterium phage Myrna	229	173	6.99
NC_020858	Sulfitobacter phage pCB2047-A	72	217	23.61
NC_005859	Escherichia virus T5	162	130	19.75
NC_015463	Synechococcus phage S-CBS2	102	176	21.57
NC_002185	Streptococcus phage 7201	46	9	4.35
NC_019423	Escherichia phage IME11	91	10	9.89
NC_000935	Hamiltonella virus APSE1	54	135	22.22
NC_023570	Acinetobacter phage Petty	45	6	2.22
NC_002229	Gallid alphaherpesvirus 2	85	12	2.35
NC_011335	Diadromus pulchellus ascovirus 4a	119	132	5.88
NC_011613	Pseudomonas phage MP29	51	10	9.80
NC_020874	Prochlorococcus phage P-SSP3	53	41	22.64
NC_019486	Lactobacillus phage LF1	57	29	5.26
NC_025438	Mycobacterium phage Soto	98	16	6.12
NC_004166	Bacillus phage SPP1	97	147	7.22
NC_004777	Yersinia phage phiA1122	50	62	24.00
NC_008694	Yersinia phage Berlin	45	66	22.22
NC_023599	Bacillus phage phiCM3	56	45	10.71
